accepted_name,scientific_name,taxonomic_status,family,broader,establishment_means,sublist,year_first_record,year_last_record,year_first_voucher,year_last_voucher,year_first_iNat_obs,year_last_iNat_obs,first_record_type,last_record_type,latitude_first_record_recent_discovery,longitude_first_record_recent_discovery,latitude_last_record_long_unobserved,longitude_last_record_long_unobserved
Ceanothus parvifolius,Ceanothus parvifolius,accepted,Rhamnaceae,3.dicot,native,old and recent records,1863,2023,1863,2004,2010,2023,voucher,iNat,,,,
Frangula californica,Frangula californica,accepted,Rhamnaceae,3.dicot,native,old and recent records,1863,2023,1863,1938,2019,2023,voucher,iNat,,,,
Frangula rubra,Frangula rubra,accepted,Rhamnaceae,3.dicot,native,old and recent records,1863,2023,1863,2006,2018,2023,voucher,iNat,,,,
Drymocallis lactea,Drymocallis lactea,accepted,Rosaceae,3.dicot,native,old and recent records,1863,2023,1863,2005,2014,2023,voucher,iNat,,,,
Ivesia lycopodioides,Ivesia lycopodioides,accepted,Rosaceae,3.dicot,native,old and recent records,1863,2022,1863,2019,2008,2022,voucher,iNat,,,,
Populus tremuloides,Populus tremuloides,accepted,Salicaceae,3.dicot,native,old and recent records,1863,2023,1863,1958,2007,2023,voucher,iNat,,,,
Salix petrophila,Salix petrophila,accepted,Salicaceae,3.dicot,native,old and recent records,1863,2022,1863,2012,2014,2022,voucher,iNat,,,,
Comandra umbellata,Comandra umbellata,accepted,Santalaceae,3.dicot,native,old and recent records,1863,2023,1863,1936,2014,2023,voucher,iNat,,,,
Brewerimitella breweri,Brewerimitella breweri,accepted,Saxifragaceae,3.dicot,native,old and recent records,1863,2022,1863,2006,2019,2022,voucher,iNat,,,,
Heuchera micrantha,Heuchera micrantha,accepted,Saxifragaceae,3.dicot,native,old and recent records,1863,2023,1863,1958,2007,2023,voucher,iNat,,,,
Heuchera rubescens,Heuchera rubescens,accepted,Saxifragaceae,3.dicot,native,old and recent records,1863,2023,1863,2017,2016,2023,voucher,iNat,,,,
Micranthes aprica,Micranthes aprica,accepted,Saxifragaceae,3.dicot,native,old and recent records,1863,2023,1863,2011,2010,2023,voucher,iNat,,,,
Viola adunca,Viola adunca,accepted,Violaceae,3.dicot,native,old and recent records,1863,2023,1863,2006,2009,2023,voucher,iNat,,,,
Viola pinetorum,Viola pinetorum,accepted,Violaceae,3.dicot,native,old and recent records,1863,2023,1863,2009,2011,2023,voucher,iNat,,,,
Carex athrostachya,Carex athrostachya,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2021,1863,2021,,,voucher,voucher,,,,
Carex bolanderi,Carex bolanderi,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2007,1863,2007,,,voucher,voucher,,,,
Carex feta,Carex feta,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2022,1863,2010,2022,2022,voucher,iNat,,,,
Carex filifolia,Carex filifolia,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2023,1863,2011,2023,2023,voucher,iNat,,,,
Carex fissuricola,Carex fissuricola,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2007,1863,2007,,,voucher,voucher,,,,
Carex heteroneura,Carex heteroneura,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2023,1863,2010,2023,2023,voucher,iNat,,,,
Carex hoodii,Carex hoodii,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2006,1863,2006,,,voucher,voucher,,,,
Carex leptopoda,Carex leptopoda,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2009,1863,2009,,,voucher,voucher,,,,
Carex mariposana,Carex mariposana,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2010,1863,2010,,,voucher,voucher,,,,
Carex multicaulis,Carex multicaulis,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2021,1863,2006,2016,2021,voucher,iNat,,,,
Carex pellita,Carex pellita,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2008,1863,2008,,,voucher,voucher,,,,
Carex raynoldsii,Carex raynoldsii,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2018,1863,2005,2018,2018,voucher,iNat,,,,
Carex sartwelliana,Carex sartwelliana,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2020,1863,2010,2016,2020,voucher,iNat,,,,
Carex senta,Carex senta,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,1993,1863,1993,,,voucher,voucher,,,,
Carex specifica,Carex specifica,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2010,1863,2010,,,voucher,voucher,,,,
Carex vesicaria,Carex vesicaria,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2023,1863,2009,2023,2023,voucher,iNat,,,,
Carex whitneyi,Carex whitneyi,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2021,1863,2007,2021,2021,voucher,iNat,,,,
Cyperus squarrosus,Cyperus squarrosus,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2009,1863,2009,,,voucher,voucher,,,,
Eleocharis macrostachya,Eleocharis macrostachya,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2006,1863,2006,,,voucher,voucher,,,,
Eleocharis quinqueflora,Eleocharis quinqueflora,accepted,Cyperaceae,4.monocot,native,old and recent records,1863,2007,1863,2007,,,voucher,voucher,,,,
Juncus chlorocephalus,Juncus chlorocephalus,accepted,Juncaceae,4.monocot,native,old and recent records,1863,2020,1863,1993,2019,2020,voucher,iNat,,,,
Juncus nevadensis,Juncus nevadensis,accepted,Juncaceae,4.monocot,native,old and recent records,1863,2009,1863,2009,,,voucher,voucher,,,,
Luzula parviflora,Luzula parviflora,accepted,Juncaceae,4.monocot,native,old and recent records,1863,2022,1863,2007,2018,2022,voucher,iNat,,,,
Dichanthelium acuminatum,Dichanthelium acuminatum,accepted,Poaceae,4.monocot,native,old and recent records,1863,2009,1863,2009,,,voucher,voucher,,,,
Triteleia ixioides,Triteleia ixioides,accepted,Asparagaceae,5.monocot-colorful,native,old and recent records,1863,2023,1863,1984,2005,2023,voucher,iNat,,,,
Clintonia uniflora,Clintonia uniflora,accepted,Liliaceae,5.monocot-colorful,native,old and recent records,1863,2023,1863,1982,2012,2023,voucher,iNat,,,,
Platanthera dilatata,Platanthera dilatata,accepted,Orchidaceae,5.monocot-colorful,native,old and recent records,1863,2023,1863,2007,2005,2023,voucher,iNat,,,,
Pinus contorta,Pinus contorta,accepted,Pinaceae,2.gymnosperm,native,old and recent records,1864,2023,1864,1987,2006,2023,voucher,iNat,,,,
Ageratina occidentalis,Ageratina occidentalis,accepted,Asteraceae,3.dicot,native,old and recent records,1864,2023,1864,1991,2005,2023,voucher,iNat,,,,
Gentianopsis holopetala,Gentianopsis holopetala,accepted,Gentianaceae,3.dicot,native,old and recent records,1864,2023,1864,2007,2004,2023,voucher,iNat,,,,
Chamaebatia foliolosa,Chamaebatia foliolosa,accepted,Rosaceae,3.dicot,native,old and recent records,1864,2023,1864,1997,2006,2023,voucher,iNat,,,,
Ivesia santolinoides,Ivesia santolinoides,accepted,Rosaceae,3.dicot,native,old and recent records,1864,2023,1864,2021,2011,2023,voucher,iNat,,,,
Salix orestera,Salix orestera,accepted,Salicaceae,3.dicot,native,old and recent records,1864,2007,1864,2007,,,voucher,voucher,,,,
Equisetum x ferrissii,Equisetum x ferrissii,accepted,Equisetaceae,1.ferns/primitive,native,old and recent records,1865,2021,1865,1984,2015,2021,voucher,iNat,,,,
Juniperus grandis,Juniperus grandis,accepted,Cupressaceae,2.gymnosperm,native,old and recent records,1865,2023,1865,2001,2001,2023,voucher,iNat,,,,
Cryptantha torreyana,Cryptantha torreyana,accepted,Boraginaceae,3.dicot,native,old and recent records,1865,2009,1865,2009,,,voucher,voucher,,,,
Cornus sericea,Cornus sericea,accepted,Cornaceae,3.dicot,native,old and recent records,1865,2023,1865,2009,2007,2023,voucher,iNat,,,,
Sedum spathulifolium,Sedum spathulifolium,accepted,Crassulaceae,3.dicot,native,old and recent records,1865,2023,1865,1963,2008,2023,voucher,iNat,,,,
Prunella vulgaris,Prunella vulgaris,accepted,Lamiaceae,3.dicot,native,old and recent records,1865,2023,1865,2007,2011,2023,voucher,iNat,,,,
Kelloggia galioides,Kelloggia galioides,accepted,Rubiaceae,3.dicot,native,old and recent records,1865,2023,1865,1999,2012,2023,voucher,iNat,,,,
Salix lemmonii,Salix lemmonii,accepted,Salicaceae,3.dicot,native,old and recent records,1865,2005,1865,2005,,,voucher,voucher,,,,
Luzula comosa,Luzula comosa,accepted,Juncaceae,4.monocot,native,old and recent records,1865,2007,1865,2007,,,voucher,voucher,,,,
Corallorhiza maculata,Corallorhiza maculata,accepted,Orchidaceae,5.monocot-colorful,native,old and recent records,1865,2023,1865,1965,2013,2023,voucher,iNat,,,,
Athyrium filix-femina,Athyrium filix-femina,accepted,Aspleniaceae,1.ferns/primitive,native,old and recent records,1866,2023,1866,2003,2012,2023,voucher,iNat,,,,
Cystopteris fragilis,Cystopteris fragilis,accepted,Cystopteridaceae,1.ferns/primitive,native,old and recent records,1866,2023,1866,2007,2014,2023,voucher,iNat,,,,
Cryptogramma cascadensis,Cryptogramma cascadensis,accepted,Pteridaceae,1.ferns/primitive,native,old and recent records,1866,2007,1866,2007,,,voucher,voucher,,,,
Pellaea breweri,Pellaea breweri,accepted,Pteridaceae,1.ferns/primitive,native,old and recent records,1866,2023,1866,2005,2021,2023,voucher,iNat,,,,
Woodsia scopulina,Woodsia scopulina,accepted,Woodsiaceae,1.ferns/primitive,native,old and recent records,1866,2005,1866,2005,,,voucher,voucher,,,,
Pinus jeffreyi,Pinus jeffreyi,accepted,Pinaceae,2.gymnosperm,native,old and recent records,1866,2023,1866,1962,1975,2023,voucher,iNat,,,,
Ligusticum grayi,Ligusticum grayi,accepted,Apiaceae,3.dicot,native,old and recent records,1866,2023,1866,2021,2012,2023,voucher,iNat,,,,
Lomatium dissectum,Lomatium dissectum,accepted,Apiaceae,3.dicot,native,old and recent records,1866,2019,1866,2007,2019,2019,voucher,iNat,,,,
Agoseris heterophylla,Agoseris heterophylla,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,2010,2023,2023,voucher,iNat,,,,
Artemisia ludoviciana,Artemisia ludoviciana,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2020,1866,2010,2019,2020,voucher,iNat,,,,
Artemisia rothrockii,Artemisia rothrockii,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,1967,2015,2023,voucher,iNat,,,,
Brickellia grandiflora,Brickellia grandiflora,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,2010,2019,2023,voucher,iNat,,,,
Calycadenia mollis,Calycadenia mollis,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,1959,2019,2023,voucher,iNat,,,,
Chaenactis glabriuscula,Chaenactis glabriuscula,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,1985,2016,2023,voucher,iNat,,,,
Crepis intermedia,Crepis intermedia,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2017,1866,2007,2017,2017,voucher,iNat,,,,
Ericameria bloomeri,Ericameria bloomeri,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2022,1866,2021,2016,2022,voucher,iNat,,,,
Eriophyllum confertiflorum,Eriophyllum confertiflorum,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,2007,2014,2023,voucher,iNat,,,,
Eriophyllum lanatum,Eriophyllum lanatum,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,2007,2014,2023,voucher,iNat,,,,
Gnaphalium palustre,Gnaphalium palustre,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,2008,2017,2023,voucher,iNat,,,,
Helenium bigelovii,Helenium bigelovii,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,2003,2007,2023,voucher,iNat,,,,
Hieracium horridum,Hieracium horridum,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,2021,2013,2023,voucher,iNat,,,,
Hulsea brevifolia,Hulsea brevifolia,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,2010,2023,2023,voucher,iNat,,,,
Hulsea heterochroma,Hulsea heterochroma,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2022,1866,1999,2019,2022,voucher,iNat,,,,
Lessingia leptoclada,Lessingia leptoclada,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,2021,2009,2023,voucher,iNat,,,,
Madia elegans,Madia elegans,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,2006,2005,2023,voucher,iNat,,,,
Phalacroseris bolanderi,Phalacroseris bolanderi,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2007,1866,2007,,,voucher,voucher,,,,
Pyrrocoma apargioides,Pyrrocoma apargioides,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,2011,2018,2023,voucher,iNat,,,,
Raillardella argentea,Raillardella argentea,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,1970,2019,2023,voucher,iNat,,,,
Rudbeckia californica,Rudbeckia californica,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,2006,2006,2023,voucher,iNat,,,,
Senecio clarkianus,Senecio clarkianus,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2021,1866,2006,2012,2021,voucher,iNat,,,,
Senecio triangularis,Senecio triangularis,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,1977,2009,2023,voucher,iNat,,,,
Stephanomeria virgata,Stephanomeria virgata,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2023,1866,2007,2023,2023,voucher,iNat,,,,
Symphyotrichum spathulatum,Symphyotrichum spathulatum,accepted,Asteraceae,3.dicot,native,old and recent records,1866,2017,1866,2009,2017,2017,voucher,iNat,,,,
Cryptantha echinella,Cryptantha echinella,accepted,Boraginaceae,3.dicot,native,old and recent records,1866,2010,1866,2010,,,voucher,voucher,,,,
Hackelia velutina,Hackelia velutina,accepted,Boraginaceae,3.dicot,native,old and recent records,1866,2021,1866,1988,2013,2021,voucher,iNat,,,,
Boechera arcuata,Boechera arcuata,accepted,Brassicaceae,3.dicot,native,old and recent records,1866,2023,1866,2007,2007,2023,voucher,iNat,,,,
Yosemitea repanda,Yosemitea repanda,accepted,Brassicaceae,3.dicot,native,old and recent records,1866,2020,1866,2010,2019,2020,voucher,iNat,,,,
Heterocodon rariflorum,Heterocodon rariflorum,accepted,Campanulaceae,3.dicot,native,old and recent records,1866,2017,1866,2006,2017,2017,voucher,iNat,,,,
Nemacladus interior,Nemacladus interior,accepted,Campanulaceae,3.dicot,native,old and recent records,1866,2022,1866,1999,2017,2022,voucher,iNat,,,,
Lonicera caerulea,Lonicera caerulea,accepted,Caprifoliaceae,3.dicot,native,old and recent records,1866,2022,1866,1997,2014,2022,voucher,iNat,,,,
Lonicera conjugialis,Lonicera conjugialis,accepted,Caprifoliaceae,3.dicot,native,old and recent records,1866,2023,1866,2007,2014,2023,voucher,iNat,,,,
Lonicera involucrata,Lonicera involucrata,accepted,Caprifoliaceae,3.dicot,native,old and recent records,1866,2023,1866,1963,2013,2023,voucher,iNat,,,,
Pseudostellaria jamesiana,Pseudostellaria jamesiana,accepted,Caryophyllaceae,3.dicot,native,old and recent records,1866,2023,1866,2004,2014,2023,voucher,iNat,,,,
Sabulina nuttallii,Sabulina nuttallii,accepted,Caryophyllaceae,3.dicot,native,old and recent records,1866,2014,1866,2012,2014,2014,voucher,iNat,,,,
Pleuricospora fimbriolata,Pleuricospora fimbriolata,accepted,Ericaceae,3.dicot,native,old and recent records,1866,2023,1866,2004,2011,2023,voucher,iNat,,,,
Pterospora andromedea,Pterospora andromedea,accepted,Ericaceae,3.dicot,native,old and recent records,1866,2023,1866,1969,2006,2023,voucher,iNat,,,,
Pyrola picta,Pyrola picta,accepted,Ericaceae,3.dicot,native,old and recent records,1866,2023,1866,1977,2009,2023,voucher,iNat,,,,
Rhododendron occidentale,Rhododendron occidentale,accepted,Ericaceae,3.dicot,native,old and recent records,1866,2023,1866,1970,1992,2023,voucher,iNat,,,,
Astragalus bolanderi,Astragalus bolanderi,accepted,Fabaceae,3.dicot,native,old and recent records,1866,2022,1866,2005,2016,2022,voucher,iNat,,,,
Hosackia oblongifolia,Hosackia oblongifolia,accepted,Fabaceae,3.dicot,native,old and recent records,1866,2023,1866,2004,2007,2023,voucher,iNat,,,,
Lupinus lepidus,Lupinus lepidus,accepted,Fabaceae,3.dicot,native,old and recent records,1866,2023,1866,2019,2013,2023,voucher,iNat,,,,
Trifolium bolanderi,Trifolium bolanderi,accepted,Fabaceae,3.dicot,native,old and recent records,1866,2023,1866,2003,2016,2023,voucher,iNat,,,,
Trifolium breweri,Trifolium breweri,accepted,Fabaceae,3.dicot,native,old and recent records,1866,2023,1866,2014,2013,2023,voucher,iNat,,,,
Trifolium variegatum,Trifolium variegatum,accepted,Fabaceae,3.dicot,native,old and recent records,1866,2006,1866,2006,,,voucher,voucher,,,,
Quercus vacciniifolia,Quercus vacciniifolia,accepted,Fagaceae,3.dicot,native,old and recent records,1866,2023,1866,2009,2006,2023,voucher,iNat,,,,
Gentianella amarella,Gentianella amarella,accepted,Gentianaceae,3.dicot,native,old and recent records,1866,2023,1866,2005,2009,2023,voucher,iNat,,,,
Zeltnera venusta,Zeltnera venusta,accepted,Gentianaceae,3.dicot,native,old and recent records,1866,2023,1866,2007,2009,2023,voucher,iNat,,,,
Ribes cereum,Ribes cereum,accepted,Grossulariaceae,3.dicot,native,old and recent records,1866,2023,1866,2006,2013,2023,voucher,iNat,,,,
Ribes roezlii,Ribes roezlii,accepted,Grossulariaceae,3.dicot,native,old and recent records,1866,2023,1866,1963,2011,2023,voucher,iNat,,,,
Ribes viscosissimum,Ribes viscosissimum,accepted,Grossulariaceae,3.dicot,native,old and recent records,1866,2023,1866,1965,2014,2023,voucher,iNat,,,,
Hypericum scouleri,Hypericum scouleri,accepted,Hypericaceae,3.dicot,native,old and recent records,1866,2023,1866,2007,2019,2023,voucher,iNat,,,,
Monardella breweri,Monardella breweri,accepted,Lamiaceae,3.dicot,native,old and recent records,1866,2023,1866,2014,2014,2023,voucher,iNat,,,,
Stachys albens,Stachys albens,accepted,Lamiaceae,3.dicot,native,old and recent records,1866,2023,1866,1999,2016,2023,voucher,iNat,,,,
Trichostema oblongum,Trichostema oblongum,accepted,Lamiaceae,3.dicot,native,old and recent records,1866,2023,1866,2006,2014,2023,voucher,iNat,,,,
Utricularia macrorhiza,Utricularia macrorhiza,accepted,Lentibulariaceae,3.dicot,native,old and recent records,1866,2007,1866,2007,,,voucher,voucher,,,,
