accepted_name,scientific_name,taxonomic_status,family,broader,establishment_means,sublist,year_first_record,year_last_record,year_first_voucher,year_last_voucher,year_first_iNat_obs,year_last_iNat_obs,first_record_type,last_record_type,latitude_first_record_recent_discovery,longitude_first_record_recent_discovery,latitude_last_record_long_unobserved,longitude_last_record_long_unobserved
Rumex conglomeratus,Rumex conglomeratus,accepted,Polygonaceae,3.dicot,introduced,long unobserved,1911,1911,1911,1911,,,voucher,voucher,,,37.7168474,-119.6601965
Juncus tenuis,Juncus tenuis,accepted,Juncaceae,4.monocot,native,long unobserved,1911,1934,1911,1934,,,voucher,voucher,,,37.74322,-119.58988
Juncus uncialis,Juncus uncialis,accepted,Juncaceae,4.monocot,native,long unobserved,1911,1911,1911,1911,,,voucher,voucher,,,37.74,-119.409
Luzula cascadensis,Luzula cascadensis,accepted,Juncaceae,4.monocot,native,long unobserved,1911,1969,1911,1969,,,voucher,voucher,,,37.8665863,-119.6480999
Bromus marginatus,Bromus marginatus,accepted,Poaceae,4.monocot,native,long unobserved,1911,1959,1911,1959,,,voucher,voucher,,,37.6615629,-119.6622122
Elymus stebbinsii,Elymus stebbinsii,accepted,Poaceae,4.monocot,native,long unobserved,1911,1944,1911,1944,,,voucher,voucher,,,37.679869,-119.734941
Neottia convallarioides,Neottia convallarioides,accepted,Orchidaceae,5.monocot-colorful,native,long unobserved,1911,1980,1911,1980,,,voucher,voucher,,,37.733832,-119.5745493
Persicaria hydropiperoides,Persicaria hydropiperoides,accepted,Polygonaceae,3.dicot,native,long unobserved,1912,1912,1912,1912,,,voucher,voucher,,,37.7264663,-119.6125823
Saxifraga mertensiana,Saxifraga mertensiana,accepted,Saxifragaceae,3.dicot,native,long unobserved,1912,1984,1912,1984,,,voucher,voucher,,,37.733871,-119.573361
Boechera tularensis,Boechera tularensis,accepted,Brassicaceae,3.dicot,native,long unobserved,1915,1939,1915,1939,,,voucher,voucher,,,37.7322691,-119.7122308
Stephanomeria exigua,Stephanomeria exigua,accepted,Asteraceae,3.dicot,native,long unobserved,1919,1919,1919,1919,,,voucher,voucher,,,37.9338795,-119.5949771
Potamogeton berchtoldii,Potamogeton berchtoldii,accepted,Potamogetonaceae,4.monocot,native,long unobserved,1919,1919,1919,1919,,,voucher,voucher,,,37.87881,-119.36661
Lupinus albicaulis,Lupinus albicaulis,accepted,Fabaceae,3.dicot,native,long unobserved,1921,1967,1921,1967,,,voucher,voucher,,,37.5363824,-119.6581396
Ribes inerme,Ribes inerme,accepted,Grossulariaceae,3.dicot,native,long unobserved,1922,1935,1922,1935,,,voucher,voucher,,,37.83023,-119.27883
Phacelia humilis,Phacelia humilis,accepted,Boraginaceae,3.dicot,native,long unobserved,1923,1977,1923,1977,,,voucher,voucher,,,37.80917,-119.56667
Monardella sheltonii,Monardella sheltonii,accepted,Lamiaceae,3.dicot,native,long unobserved,1923,1923,1923,1923,,,voucher,voucher,,,37.5066306,-119.6324382
Gayophytum racemosum,Gayophytum racemosum,accepted,Onagraceae,3.dicot,native,long unobserved,1923,1961,1923,1961,,,voucher,voucher,,,37.909444,-119.515833
Phoradendron libocedri,Phoradendron libocedri,accepted,Santalaceae,3.dicot,native,long unobserved,1923,1923,1923,1923,,,voucher,voucher,,,37.89338,-119.84052
Carex stipata,Carex stipata,accepted,Cyperaceae,4.monocot,native,long unobserved,1923,1987,1923,1987,,,voucher,voucher,,,37.8371439,-119.8437541
Polypodium calirhiza,Polypodium calirhiza,accepted,Polypodiaceae,1.ferns/primitive,native,long unobserved,1924,1983,1924,1983,,,voucher,voucher,,,37.726013,-119.5481041
Sanicula bipinnatifida,Sanicula bipinnatifida,accepted,Apiaceae,3.dicot,native,long unobserved,1924,1924,1924,1924,,,voucher,voucher,,,37.7956731,-119.86301
Pseudognaphalium microcephalum,Pseudognaphalium microcephalum,accepted,Asteraceae,3.dicot,native,long unobserved,1924,1954,1924,1954,,,voucher,voucher,,,37.7307226,-119.751608
Plectritis ciliosa,Plectritis ciliosa,accepted,Caprifoliaceae,3.dicot,native,long unobserved,1924,1924,1924,1924,,,voucher,voucher,,,37.5452826,-119.64789210000001
Sabulina californica,Sabulina californica,accepted,Caryophyllaceae,3.dicot,native,long unobserved,1924,1944,1924,1944,,,voucher,voucher,,,37.5447068,-119.6732836
Erythranthe montioides,Mimulus montioides,accepted,Phrymaceae,3.dicot,native,long unobserved,1924,1986,1924,1986,,,voucher,voucher,,,37.58815,-119.69461
Rubus glaucifolius,Rubus glaucifolius,accepted,Rosaceae,3.dicot,native,long unobserved,1924,1946,1924,1946,,,voucher,voucher,,,37.7165,-119.7059
Scirpus diffusus,Scirpus diffusus,accepted,Cyperaceae,4.monocot,native,long unobserved,1924,1946,1924,1946,,,voucher,voucher,,,37.839786,-119.836966
Luzula macrantha,Luzula macrantha,accepted,Juncaceae,4.monocot,native,long unobserved,1924,1970,1924,1970,,,voucher,voucher,,,37.5451819,-119.6477461
Dichelostemma congestum,Dichelostemma congestum,accepted,Asparagaceae,5.monocot-colorful,native,long unobserved,1924,1924,1924,1924,,,voucher,voucher,,,37.725956,-119.615043
Erodium botrys,Erodium botrys,accepted,Geraniaceae,3.dicot,introduced,long unobserved,1925,1925,1925,1925,,,voucher,voucher,,,37.726438,-119.611642
Lepechinia calycina,Lepechinia calycina,accepted,Lamiaceae,3.dicot,native,long unobserved,1925,1944,1925,1944,,,voucher,voucher,,,37.68638,-119.73082
Yabea microcarpa,Yabea microcarpa,accepted,Apiaceae,3.dicot,native,long unobserved,1926,1944,1926,1944,,,voucher,voucher,,,37.753339,-119.598856
Agoseris parviflora,Agoseris parviflora,accepted,Asteraceae,3.dicot,native,long unobserved,1926,1942,1926,1942,,,voucher,voucher,,,37.8721955,-119.3568137
Soliva sessilis,Soliva sessilis,accepted,Asteraceae,3.dicot,introduced,long unobserved,1926,1926,1926,1926,,,voucher,voucher,,,37.7447919,-119.58834
Mentha spicata,Mentha spicata,accepted,Lamiaceae,3.dicot,introduced,long unobserved,1926,1974,1926,1974,,,voucher,voucher,,,37.55,-119.64
Epilobium oreganum,Epilobium oreganum,accepted,Onagraceae,3.dicot,native,long unobserved,1927,1981,1927,1981,,,voucher,voucher,,,37.71829,-119.65072
Ranunculus hebecarpus,Ranunculus hebecarpus,accepted,Ranunculaceae,3.dicot,native,long unobserved,1927,1927,1927,1927,,,voucher,voucher,,,37.726438,-119.611642
Cardamine breweri,Cardamine breweri,accepted,Brassicaceae,3.dicot,native,long unobserved,1928,1944,1928,1944,,,voucher,voucher,,,37.73,-119.557
Tropidocarpum gracile,Tropidocarpum gracile,accepted,Brassicaceae,3.dicot,native,long unobserved,1928,1928,1928,1928,,,voucher,voucher,,,37.726438,-119.611642
Digitaria ischaemum,Digitaria ischaemum,accepted,Poaceae,4.monocot,introduced,long unobserved,1928,1931,1928,1931,,,voucher,voucher,,,37.7264354,-119.6125774
Eragrostis cilianensis,Eragrostis cilianensis,accepted,Poaceae,4.monocot,introduced,long unobserved,1929,1929,1929,1929,,,voucher,voucher,,,37.726438,-119.611642
Setaria pumila,Setaria pumila,accepted,Poaceae,4.monocot,introduced,long unobserved,1929,1963,1929,1963,,,voucher,voucher,,,37.7500252,-119.5879475
Mentzelia lindleyi,Mentzelia lindleyi,accepted,Loasaceae,3.dicot,native,long unobserved,1930,1930,1930,1930,,,voucher,voucher,,,37.725815,-119.615047
Salix laevigata,Salix laevigata,accepted,Salicaceae,3.dicot,native,long unobserved,1931,1931,1931,1931,,,voucher,voucher,,,37.7528001,-119.7976
Juncus saximontanus,Juncus saximontanus,accepted,Juncaceae,4.monocot,native,long unobserved,1931,1939,1931,1939,,,voucher,voucher,,,37.9226533,-119.4510834
Elymus x saundersii,Elymus x saundersii,accepted,Poaceae,4.monocot,native,long unobserved,1933,1959,1933,1959,,,voucher,voucher,,,37.8778068,-119.3378327
Scrophularia desertorum,Scrophularia desertorum,accepted,Scrophulariaceae,3.dicot,native,long unobserved,1934,1942,1934,1942,,,voucher,voucher,,,37.8740484,-119.3449295
Eriocoma lettermanii,Eriocoma lettermanii,accepted,Poaceae,4.monocot,native,long unobserved,1934,1977,1934,1977,,,voucher,voucher,,,37.8205,-119.5783
Eriocoma nevadensis,Eriocoma nevadensis,accepted,Poaceae,4.monocot,native,long unobserved,1934,1989,1934,1989,,,voucher,voucher,,,37.875504,-119.347418
Polypogon viridis,Polypogon viridis,accepted,Poaceae,4.monocot,introduced,long unobserved,1934,1934,1934,1934,,,voucher,voucher,,,37.95767,-119.563416
Cirsium tioganum,Cirsium tioganum,accepted,Asteraceae,3.dicot,native,long unobserved,1935,1944,1935,1944,,,voucher,voucher,,,37.8622744,-119.3042933
Medicago sativa,Medicago sativa,accepted,Fabaceae,3.dicot,introduced,long unobserved,1935,1935,1935,1935,,,voucher,voucher,,,37.966,-119.6888
Quercus x morehus,Quercus x morehus,accepted,Fagaceae,3.dicot,native,long unobserved,1935,1948,1935,1948,,,voucher,voucher,,,37.93348,-119.794495
Trichostema lanceolatum,Trichostema lanceolatum,accepted,Lamiaceae,3.dicot,native,long unobserved,1935,1937,1935,1937,,,voucher,voucher,,,37.76924,-119.80779
Gayophytum decipiens,Gayophytum decipiens,accepted,Onagraceae,3.dicot,native,long unobserved,1935,1941,1935,1941,,,voucher,voucher,,,38.023811,-119.3539916
Ceanothus arcuatus,Ceanothus arcuatus,accepted,Rhamnaceae,3.dicot,native,long unobserved,1935,1935,1935,1935,,,voucher,voucher,,,37.721982,-119.77462
Boechera inyoensis,Boechera inyoensis,accepted,Brassicaceae,3.dicot,native,long unobserved,1937,1937,1937,1937,,,voucher,voucher,,,37.87934,-119.2230777
Carex alma,Carex alma,accepted,Cyperaceae,4.monocot,native,long unobserved,1937,1937,1937,1937,,,voucher,voucher,,,37.95067,-119.82831
Nemacladus capillaris,Nemacladus capillaris,accepted,Campanulaceae,3.dicot,native,long unobserved,1938,1943,1938,1943,,,voucher,voucher,,,37.8314621,-119.8447446
Stellaria obtusa,Stellaria obtusa,accepted,Caryophyllaceae,3.dicot,native,long unobserved,1938,1938,1938,1938,,,voucher,voucher,,,37.99633,-119.77748
Sedum stenopetalum,Sedum stenopetalum,accepted,Crassulaceae,3.dicot,native,long unobserved,1938,1940,1938,1940,,,voucher,voucher,,,37.7109224,-119.6921373
Limnanthes montana,Limnanthes montana,accepted,Limnanthaceae,3.dicot,native,long unobserved,1938,1981,1938,1981,,,voucher,voucher,,,37.5808213,-119.7019613
Callitriche marginata,Callitriche marginata,accepted,Plantaginaceae,3.dicot,native,long unobserved,1938,1938,1938,1938,,,voucher,voucher,,,37.94927,-119.82782
Calochortus luteus,Calochortus luteus,accepted,Liliaceae,5.monocot-colorful,native,long unobserved,1938,1951,1938,1951,,,voucher,voucher,,,37.7264,-119.6116
Polystichum kruckebergii,Polystichum kruckebergii,accepted,Dryopteridaceae,1.ferns/primitive,native,long unobserved,1939,1939,1939,1939,,,voucher,voucher,,,38.07844,-119.351845
