Family,ScientificName,ScientificNameAuthorship,Notes,TaxonId
POLEMONIACEAE,"Collomia linearis",Nutt.,,65310
POLEMONIACEAE,"Collomia tinctoria",Kellogg,,65316
POLEMONIACEAE,"Eriastrum sparsiflorum","(Eastw.) H. Mason",,68584
POLEMONIACEAE,"Gilia capitata",Sims,,69573
POLEMONIACEAE,"Gilia capitata subsp. mediomontana","V.E. Grant",,95590
POLEMONIACEAE,"Gilia capitata subsp. pedemontana","V.E. Grant",,95592
POLEMONIACEAE,"Gilia tricolor",Benth.,,69671
POLEMONIACEAE,"Gilia tricolor subsp. tricolor",,,95653
POLEMONIACEAE,"Ipomopsis aggregata","(Pursh) V.E. Grant",,70724
POLEMONIACEAE,"Ipomopsis aggregata subsp. bridgesii","(A. Gray) V.E. Grant & A.D. Grant",,95690
POLEMONIACEAE,"Ipomopsis aggregata subsp. formosissima","(Greene) Wherry",,204412
POLEMONIACEAE,"Leptosiphon bicolor",Nutt.,,71349
POLEMONIACEAE,"Leptosiphon ciliatus","(Benth.) Jeps.",,71352
POLEMONIACEAE,"Leptosiphon filipes","(Benth.) J.M. Porter & L.A. Johnson",,71353
POLEMONIACEAE,"Leptosiphon harknessii","(Curran) J.M. Porter & L.A. Johnson",,71357
POLEMONIACEAE,"Leptosiphon montanus","(Greene) J.M. Porter & L.A. Johnson",,71364
POLEMONIACEAE,"Leptosiphon nuttallii","(A. Gray) J.M. Porter & L.A. Johnson",,71366
POLEMONIACEAE,"Leptosiphon nuttallii subsp. pubescens","(R. Patt.) J.M. Porter & L.A. Johnson",,204610
POLEMONIACEAE,"Linanthus dichotomus",Benth.,,71465
POLEMONIACEAE,"Linanthus pungens","(Torr.) J.M. Porter & L.A. Johnson",,71496
POLEMONIACEAE,"Microsteris gracilis","(Hook.) Greene",,72169
POLEMONIACEAE,"Navarretia capillaris","(Kellogg) Kuntze",,72735
POLEMONIACEAE,"Navarretia divaricata","(Torr. ex A. Gray) Greene",,72737
POLEMONIACEAE,"Navarretia divaricata subsp. divaricata",,,95920
POLEMONIACEAE,"Navarretia divaricata subsp. vividior","(Jeps. & V. Bailey) H. Mason",,95921
POLEMONIACEAE,"Navarretia intertexta","(Benth.) Hook.",,72746
POLEMONIACEAE,"Navarretia intertexta subsp. intertexta",,,95927
POLEMONIACEAE,"Navarretia leptalea","(A. Gray) L.A. Johnson",,72749
POLEMONIACEAE,"Navarretia leptalea subsp. bicolor","(H. Mason & A.D. Grant) L.A. Johnson",,207112
POLEMONIACEAE,"Navarretia leptalea subsp. leptalea",,,95930
POLEMONIACEAE,"Phlox caespitosa",Nutt.,,74196
POLEMONIACEAE,"Phlox condensata","(A. Gray) E.E. Nelson",,74202
POLEMONIACEAE,"Phlox diffusa",Benth.,,74206
POLEMONIACEAE,"Phlox pulvinata","(Wherry) Cronquist",,74251
POLEMONIACEAE,"Polemonium californicum",Eastw.,,74628
POLEMONIACEAE,"Polemonium eximium",Greene,,74636
POLEMONIACEAE,"Polemonium occidentale",Greene,,74652
POLEMONIACEAE,"Polemonium pulcherrimum",Hook.,,74656
POLEMONIACEAE,"Polemonium pulcherrimum subsp. pulcherrimum",,,96337
POLYGONACEAE,"Aconogonon phytolaccifolium","(Meisn. ex Small) Small",,111454
POLYGONACEAE,"Bistorta bistortoides","(Pursh) Small",,112112
POLYGONACEAE,"Chorizanthe membranacea",Benth.,,112534
POLYGONACEAE,"Eriogonum hirtiflorum","A. Gray ex S. Watson",,114035
POLYGONACEAE,"Eriogonum incanum","Torr. & A. Gray",,114044
POLYGONACEAE,"Eriogonum lobbii","Torr. & A. Gray",,114067
POLYGONACEAE,"Eriogonum marifolium","Torr. & A. Gray",,114074
POLYGONACEAE,"Eriogonum nudum","Douglas ex Benth.",,114099
POLYGONACEAE,"Eriogonum nudum var. deductum","(Greene) Jeps.",,130104
POLYGONACEAE,"Eriogonum nudum var. nudum",,,130108
POLYGONACEAE,"Eriogonum nudum var. scapigerum","(Eastw.) Jeps.",,130116
POLYGONACEAE,"Eriogonum ovalifolium",Nutt.,,114106
POLYGONACEAE,"Eriogonum ovalifolium var. nivale","(Canby ex Coville) M.E. Jones",,130136
POLYGONACEAE,"Eriogonum prattenianum",Durand,,114130
POLYGONACEAE,"Eriogonum prattenianum var. prattenianum",,,130158
POLYGONACEAE,"Eriogonum rosense","A. Nelson & P.B. Kenn.",,114147
POLYGONACEAE,"Eriogonum roseum","Durand & Hilg.",,114148
POLYGONACEAE,"Eriogonum spergulinum","A. Gray",,114176
POLYGONACEAE,"Eriogonum spergulinum var. reddingianum","(M.E. Jones) J.T. Howell",,130180
POLYGONACEAE,"Eriogonum spergulinum var. spergulinum",,,130181
POLYGONACEAE,"Eriogonum umbellatum",Torr.,,114207
POLYGONACEAE,"Eriogonum umbellatum var. covillei","(Small) Munz & Reveal",,130225
POLYGONACEAE,"Eriogonum umbellatum var. furcosum",Reveal,,130233
POLYGONACEAE,"Eriogonum umbellatum var. nevadense",Gand.,,130249
POLYGONACEAE,"Eriogonum wrightii","Torr. ex Benth.",,114225
POLYGONACEAE,"Eriogonum wrightii var. subscaposum","S. Watson",,130280
POLYGONACEAE,"Eriogonum wrightii var. trachygonum","(Torr. ex Benth.) Jeps.",,130281
POLYGONACEAE,"Fallopia convolvulus","(L.) Á. Löve",,114376
POLYGONACEAE,"Oxyria digyna","(L.) Hill",,117404
POLYGONACEAE,"Persicaria amphibia","(L.) Delarbre",,117831
POLYGONACEAE,"Persicaria hydropiper","(L.) Opiz",,117846
POLYGONACEAE,"Persicaria hydropiperoides","(Michx.) Small",,117847
POLYGONACEAE,"Persicaria lapathifolia","(L.) Delarbre",,117849
POLYGONACEAE,"Persicaria maculosa",Gray,,117853
POLYGONACEAE,"Polygonum arenastrum",Boreau,,118196
POLYGONACEAE,"Polygonum californicum",Meisn.,,118221
POLYGONACEAE,"Polygonum douglasii",Greene,,118240
POLYGONACEAE,"Polygonum minimum","S. Watson",,118293
POLYGONACEAE,"Polygonum polygaloides",Meisn.,,118325
POLYGONACEAE,"Polygonum polygaloides subsp. kelloggii","(Greene) J.C. Hickman",,128895
POLYGONACEAE,"Polygonum ramosissimum",Michx.,,118334
POLYGONACEAE,"Polygonum sawatchense",Small,,118340
POLYGONACEAE,"Polygonum sawatchense subsp. sawatchense",,,128900
POLYGONACEAE,"Polygonum shastense","W.H. Brewer",,118345
POLYGONACEAE,"Pterostegia drymarioides","Fisch. & C.A. Mey.",,118523
POLYGONACEAE,"Rumex acetosella",L.,,118935
POLYGONACEAE,"Rumex californicus","Rech. f.",,118951
POLYGONACEAE,"Rumex conglomeratus",Murray,,118954
POLYGONACEAE,"Rumex crispus",L.,,118956
POLYGONACEAE,"Rumex paucifolius",Nutt.,,118995
POLYGONACEAE,"Rumex pulcher",L.,,119001
POLYGONACEAE,"Rumex triangulivalvis","(Danser) Rech. f.",,119019
POLYPODIACEAE,"Polypodium californicum",Kaulf.,,199630
POLYPODIACEAE,"Polypodium calirhiza","S.A. Whitmore & A.R. Sm.",,199631
POLYPODIACEAE,"Polypodium hesperium",Maxon,,199649
PORTULACACEAE,"Portulaca oleracea",L.,,118380
POTAMOGETONACEAE,"Potamogeton alpinus",Balb.,,219861
POTAMOGETONACEAE,"Potamogeton berchtoldii",Fieber,,205610
POTAMOGETONACEAE,"Potamogeton epihydrus",Raf.,,211805
POTAMOGETONACEAE,"Potamogeton foliosus",Raf.,,205613
POTAMOGETONACEAE,"Potamogeton foliosus var. foliosus",,,219856
POTAMOGETONACEAE,"Potamogeton gramineus",L.,,205616
POTAMOGETONACEAE,"Potamogeton natans",L.,,205618
POTAMOGETONACEAE,"Potamogeton pusillus",L.,,205623
POTAMOGETONACEAE,"Potamogeton robbinsii",Oakes,,205626
POTAMOGETONACEAE,"Stuckenia filiformis","(Pers.) Börner",,209095
PRIMULACEAE,"Anagallis arvensis",L.,,62899
PRIMULACEAE,"Androsace septentrionalis",L.,,62968
PRIMULACEAE,"Primula hendersonii","(A. Gray) A.R. Mast & Reveal",,74735
PRIMULACEAE,"Primula jeffreyi","(Van Houtte) A.R. Mast & Reveal",,74741
PRIMULACEAE,"Primula subalpina","(Eastw.) A.R. Mast & Reveal",,74764
PRIMULACEAE,"Primula suffrutescens","A. Gray",,74765
PRIMULACEAE,"Primula tetrandra","(Suksd. ex Greene) A.R. Mast & Reveal",,74767
PRIMULACEAE,"Trientalis latifolia",Hook.,,78292
PTERIDACEAE,"Adiantum aleuticum","(Rupr.) C.A. Paris",,196920
PTERIDACEAE,"Adiantum jordanii","C.H. Mull.",,196934
PTERIDACEAE,"Aspidotis californica","(Hook.) Nutt. ex Copel.",,197284
PTERIDACEAE,"Aspidotis densa","(Brack.) Lellinger",,197286
PTERIDACEAE,"Cheilanthes covillei",Maxon,,197565
PTERIDACEAE,"Cheilanthes gracillima","D.C. Eaton",,197578
PTERIDACEAE,"Cheilanthes intertexta","(Maxon) Maxon",,197587
PTERIDACEAE,"Cryptogramma acrostichoides","R. Br.",,197692
PTERIDACEAE,"Pellaea andromedifolia","(Kaulf.) Fée",,199520
PTERIDACEAE,"Pellaea breweri","D.C. Eaton",,199524
PTERIDACEAE,"Pellaea bridgesii",Hook.,,199525
PTERIDACEAE,"Pellaea mucronata","(D.C. Eaton) D.C. Eaton",,199546
PTERIDACEAE,"Pellaea mucronata var. californica","Munz & I.M. Johnst.",,231904
PTERIDACEAE,"Pellaea mucronata var. mucronata",,,201665
PTERIDACEAE,"Pentagramma pallida","(Weath.) Yatsk., Windham & E. Wollenw.",,199558
PTERIDACEAE,"Pentagramma triangularis","(Kaulf.) Yatsk., Windham & E. Wollenw.",,199559
PTERIDACEAE,"Pentagramma triangularis subsp. triangularis",,,201102
RANUNCULACEAE,"Aconitum columbianum",Nutt.,,9251
RANUNCULACEAE,"Actaea rubra","(Aiton) Willd.",,9288
RANUNCULACEAE,"Anemone drummondii","S. Watson",,9862
RANUNCULACEAE,"Anemone occidentalis","S. Watson",,9882
RANUNCULACEAE,"Aquilegia formosa","Fisch. ex DC.",,10126
RANUNCULACEAE,"Aquilegia pubescens",Coville,,10139
RANUNCULACEAE,"Caltha leptosepala",DC.,,12060
RANUNCULACEAE,"Clematis lasiantha",Nutt.,,13749
RANUNCULACEAE,"Clematis ligusticifolia",Nutt.,,13750
RANUNCULACEAE,"Delphinium depauperatum",Nutt.,,17037
RANUNCULACEAE,"Delphinium glaucum","S. Watson",,17049
RANUNCULACEAE,"Delphinium gracilentum",Greene,,17050
RANUNCULACEAE,"Delphinium hansenii","(Greene) Greene",,17054
RANUNCULACEAE,"Delphinium hansenii subsp. hansenii",,,42122
RANUNCULACEAE,"Delphinium nudicaule","Torr. & A. Gray",,17072
RANUNCULACEAE,"Delphinium nuttallianum","Pritz. ex Walp.",,17073
RANUNCULACEAE,"Delphinium patens",Benth.,,17080
RANUNCULACEAE,"Delphinium patens subsp. patens",,,42150
RANUNCULACEAE,"Delphinium polycladon",Eastw.,,17083
RANUNCULACEAE,"Enemion occidentale","(Hook. & Arn.) J.R. Drumm. & Hutch.",,17850
RANUNCULACEAE,"Ranunculus alismifolius","Geyer ex Benth.",,29546
RANUNCULACEAE,"Ranunculus alismifolius var. alismellus","A. Gray",,50787
RANUNCULACEAE,"Ranunculus alismifolius var. alismifolius",,,50788
RANUNCULACEAE,"Ranunculus aquatilis",L.,,29554
RANUNCULACEAE,"Ranunculus aquatilis var. aquatilis",,,50797
RANUNCULACEAE,"Ranunculus aquatilis var. diffusus",With.,,50802
RANUNCULACEAE,"Ranunculus californicus",Benth.,,29565
RANUNCULACEAE,"Ranunculus cymbalaria",Pursh,,29579
RANUNCULACEAE,"Ranunculus eschscholtzii",Schltdl.,,29585
RANUNCULACEAE,"Ranunculus eschscholtzii var. oxynotus","(A. Gray) Jeps.",,50851
RANUNCULACEAE,"Ranunculus flammula",L.,,29594
RANUNCULACEAE,"Ranunculus hebecarpus","Hook. & Arn.",,29607
RANUNCULACEAE,"Ranunculus hystriculus","A. Gray",,29614
RANUNCULACEAE,"Ranunculus muricatus",L.,,29638
RANUNCULACEAE,"Ranunculus occidentalis",Nutt.,,29645
RANUNCULACEAE,"Ranunculus orthorhynchus",Hook.,,29648
RANUNCULACEAE,"Ranunculus orthorhynchus var. orthorhynchus",,,50950
RANUNCULACEAE,"Ranunculus uncinatus","D. Don ex G. Don",,29693
RANUNCULACEAE,"Thalictrum fendleri","Engelm. ex A. Gray",,32902
RANUNCULACEAE,"Thalictrum polycarpum","(Torr.) S. Watson",,32912
RANUNCULACEAE,"Thalictrum sparsiflorum","Turcz. ex Fisch. & C.A. Mey.",,32916
RHAMNACEAE,"Ceanothus cordulatus",Kellogg,,12731
RHAMNACEAE,"Ceanothus cuneatus","(Hook.) Nutt.",,12733
RHAMNACEAE,"Ceanothus cuneatus var. cuneatus",,,45535
RHAMNACEAE,"Ceanothus diversifolius",Kellogg,,12739
RHAMNACEAE,"Ceanothus fresnensis","Dudley ex Abrams",,12744
RHAMNACEAE,"Ceanothus integerrimus","Hook. & Arn.",,12755
RHAMNACEAE,"Ceanothus leucodermis",Greene,,12760
RHAMNACEAE,"Ceanothus parvifolius","(S. Watson) Trel.",,12774
RHAMNACEAE,"Ceanothus velutinus","Douglas ex Hook.",,12792
RHAMNACEAE,"Frangula californica","(Eschsch.) A. Gray",,22027
RHAMNACEAE,"Frangula californica subsp. cuspidata","(Greene) Kartesz & Gandhi",,42666
RHAMNACEAE,"Frangula rubra","(Greene) Grubov",,22030
RHAMNACEAE,"Rhamnus ilicifolia",Kellogg,,29743
ROSACEAE,"Adenostoma fasciculatum","Hook. & Arn.",,9328
ROSACEAE,"Amelanchier alnifolia","(Nutt.) Nutt. ex M. Roem.",,9699
ROSACEAE,"Amelanchier alnifolia var. pumila","(Torr. & A. Gray) C.K. Schneid.",,44387
ROSACEAE,"Amelanchier utahensis",Koehne,,9742
ROSACEAE,"Cercocarpus betuloides",Nutt.,,12905
ROSACEAE,"Cercocarpus betuloides var. betuloides",,,45617
ROSACEAE,"Chamaebatia foliolosa",Benth.,,12933
ROSACEAE,"Dasiphora fruticosa","(L.) Rydb.",,16994
ROSACEAE,"Drymocallis glandulosa","(Lindl.) Rydb.",,17683
ROSACEAE,"Drymocallis glandulosa var. glandulosa",,,46995
ROSACEAE,"Drymocallis glandulosa var. reflexa","(Greene) Ertter",,46996
ROSACEAE,"Drymocallis hansenii","(Greene) Rydb.",,17684
ROSACEAE,"Drymocallis lactea","(Greene) Rydb.",,17685
ROSACEAE,"Drymocallis lactea var. lactea",,,47000
ROSACEAE,"Fragaria vesca",L.,,22020
ROSACEAE,"Fragaria virginiana",Duchesne,,22021
ROSACEAE,"Geum macrophyllum",Willd.,,22415
ROSACEAE,"Holodiscus discolor","(Pursh) Maxim.",,23190
ROSACEAE,"Holodiscus discolor var. microphyllus","(Rydb.) Jeps.",,48505
ROSACEAE,"Horkelia fusca",Lindl.,,23224
ROSACEAE,"Horkelia fusca var. parviflora","(Nutt. ex Hook. & Arn.) Wawra",,48532
ROSACEAE,"Horkelia tridentata",Torr.,,23243
ROSACEAE,"Horkelia tridentata var. tridentata",,,48539
ROSACEAE,"Ivesia gordonii","(Hook.) Torr. & A. Gray",,23604
ROSACEAE,"Ivesia lycopodioides","A. Gray",,23610
ROSACEAE,"Ivesia lycopodioides var. lycopodioides",,,48606
ROSACEAE,"Ivesia lycopodioides var. megalopetala","(Rydb.) Ertter & Reveal",,48607
ROSACEAE,"Ivesia muirii","A. Gray",,23611
ROSACEAE,"Ivesia santolinoides","A. Gray",,23623
ROSACEAE,"Ivesia unguiculata","A. Gray",,23629
ROSACEAE,"Physocarpus capitatus","(Pursh) Kuntze",,28062
ROSACEAE,"Potentilla anserina",L.,,28535
ROSACEAE,"Potentilla anserina subsp. anserina",,,43405
ROSACEAE,"Potentilla breweri","S. Watson",,28560
ROSACEAE,"Potentilla bruceae",Rydb.,,28562
ROSACEAE,"Potentilla drummondii",Lehm.,,28595
ROSACEAE,"Potentilla flabellifolia","Hook. ex Torr. & A. Gray",,28608
ROSACEAE,"Potentilla gracilis","Douglas ex Hook.",,28622
ROSACEAE,"Potentilla gracilis var. elmeri","(Rydb.) Jeps.",,50411
ROSACEAE,"Potentilla gracilis var. fastigiata","(Nutt.) S. Watson",,50412
ROSACEAE,"Potentilla gracilis var. flabelliformis","(Lehm.) Nutt. ex Torr. & A. Gray",,50414
ROSACEAE,"Potentilla grayi","S. Watson",,28623
ROSACEAE,"Potentilla pseudosericea",Rydb.,,28715
ROSACEAE,"Potentilla × diversifolia",,,28797
ROSACEAE,"Prunus emarginata","(Douglas) Eaton",,28885
ROSACEAE,"Prunus subcordata",Benth.,,28936
ROSACEAE,"Prunus virginiana",L.,,28947
ROSACEAE,"Prunus virginiana var. demissa","(Nutt.) Torr.",,50588
ROSACEAE,"Rosa bridgesii",Crép.,,30152
ROSACEAE,"Rosa californica","Cham. & Schltdl.",,30158
ROSACEAE,"Rosa gymnocarpa",Nutt.,,30212
ROSACEAE,"Rosa pinetorum","A. Heller",,30294
ROSACEAE,"Rosa woodsii",Lindl.,,30370
ROSACEAE,"Rosa woodsii subsp. ultramontana","(S. Watson) Roy L. Taylor & MacBryde",,43581
ROSACEAE,"Rubus glaucifolius",Kellogg,,30630
ROSACEAE,"Rubus laciniatus",Willd.,,30698
ROSACEAE,"Rubus leucodermis","Douglas ex Torr. & A. Gray",,30711
ROSACEAE,"Rubus parviflorus",Nutt.,,30808
ROSACEAE,"Rubus ulmifolius",Schott,,30989
ROSACEAE,"Rubus ursinus","Cham. & Schltdl.",,30998
ROSACEAE,"Sibbaldia procumbens",L.,,32064
ROSACEAE,"Sorbus californica",Greene,,32361
ROSACEAE,"Sorbus scopulina",Greene,,32380
ROSACEAE,"Spiraea densiflora","Nutt. ex Greenm.",,32459
RUBIACEAE,"Cephalanthus occidentalis",L.,,64503
RUBIACEAE,"Galium aparine",L.,,68875
RUBIACEAE,"Galium bifolium","S. Watson",,68884
RUBIACEAE,"Galium bolanderi","A. Gray",,68886
RUBIACEAE,"Galium boreale",L.,,68887
RUBIACEAE,"Galium mexicanum",Kunth,,68946
RUBIACEAE,"Galium mexicanum subsp. asperulum","(A. Gray) Dempster",,95449
RUBIACEAE,"Galium parisiense",L.,,68962
RUBIACEAE,"Galium porrigens",Dempster,,68967
RUBIACEAE,"Galium porrigens var. tenue","(Dempster) Dempster",,97935
RUBIACEAE,"Galium sparsiflorum","W. Wight",,68981
RUBIACEAE,"Galium sparsiflorum subsp. sparsiflorum",,,95477
RUBIACEAE,"Galium trifidum",L.,,68995
RUBIACEAE,"Galium trifidum subsp. columbianum","(Rydb.) Hultén",,206846
RUBIACEAE,"Galium trifidum subsp. subbiflorum","(Wiegand) Piper",,95485
RUBIACEAE,"Galium triflorum",Michx.,,68996
RUBIACEAE,"Kelloggia galioides",Torr.,,71022
RUSCACEAE,"Maianthemum racemosum","(L.) Link",,204837
RUSCACEAE,"Maianthemum stellatum","(L.) Link",,204838
SALICACEAE,"Populus fremontii","S. Watson",,28461
SALICACEAE,"Populus fremontii subsp. fremontii",,,43401
SALICACEAE,"Populus tremuloides",Michx.,,28485
SALICACEAE,"Populus trichocarpa","Torr. & A. Gray ex Hook.",,28486
SALICACEAE,"Salix arctica",Pall.,,31161
SALICACEAE,"Salix boothii",Dorn,,31190
SALICACEAE,"Salix eastwoodiae","Cockerell ex A. Heller",,31240
SALICACEAE,"Salix exigua",Nutt.,,31246
SALICACEAE,"Salix geyeriana",Andersson,,31266
SALICACEAE,"Salix jepsonii","C.K. Schneid.",,31297
SALICACEAE,"Salix laevigata",Bebb,,31302
SALICACEAE,"Salix lasiandra",Benth.,,31306
SALICACEAE,"Salix lasiandra var. lasiandra",,,51640
SALICACEAE,"Salix lasiolepis",Benth.,,31307
SALICACEAE,"Salix lemmonii",Bebb,,31310
SALICACEAE,"Salix ligulifolia","(C.R. Ball) C.R. Ball ex C.K. Schneid.",,31311
SALICACEAE,"Salix lutea",Nutt.,,31322
SALICACEAE,"Salix melanopsis",Nutt.,,31332
SALICACEAE,"Salix nivalis",Hook.,,31354
SALICACEAE,"Salix orestera","C.K. Schneid.",,31363
SALICACEAE,"Salix planifolia",Pursh,,31390
SALICACEAE,"Salix prolixa",Andersson,,31393
SALICACEAE,"Salix scouleriana","Barratt ex Hook.",,31425
SANTALACEAE,"Arceuthobium americanum","Nutt. ex Engelm.",,10357
SANTALACEAE,"Arceuthobium campylopodum",Engelm.,,10362
SANTALACEAE,"Comandra umbellata","(L.) Nutt.",,13979
SANTALACEAE,"Comandra umbellata subsp. californica","(Eastw. ex Rydb.) Piehl",,206678
SANTALACEAE,"Phoradendron bolleanum","(Seem.) Eichler",,27857
SANTALACEAE,"Phoradendron juniperinum","A. Gray",,27873
SANTALACEAE,"Phoradendron villosum","(Nutt.) Nutt. ex Engelm.",,27892
SAPINDACEAE,"Acer glabrum",Torr.,,9177
SAPINDACEAE,"Acer macrophyllum",Pursh,,9183
SAPINDACEAE,"Aesculus californica","(Spach) Nutt.",,9383
SAXIFRAGACEAE,"Bolandra californica","A. Gray",,11734
SAXIFRAGACEAE,"Boykinia major","A. Gray",,11763
SAXIFRAGACEAE,"Darmera peltata","(Torr. ex Benth.) Voss",,16991
SAXIFRAGACEAE,"Heuchera micrantha","Douglas ex Lindl.",,22981
SAXIFRAGACEAE,"Heuchera rubescens",Torr.,,22997
SAXIFRAGACEAE,"Lithophragma affine","A. Gray",,24525
SAXIFRAGACEAE,"Lithophragma bolanderi","A. Gray",,24527
SAXIFRAGACEAE,"Lithophragma glabrum",Nutt.,,24532
SAXIFRAGACEAE,"Lithophragma heterophyllum","(Hook. & Arn.) Hook. & Arn.",,24533
SAXIFRAGACEAE,"Lithophragma parviflorum","(Hook.) Nutt.",,24535
SAXIFRAGACEAE,"Micranthes aprica","(Greene) Small",,26017
SAXIFRAGACEAE,"Micranthes bryophora","(A. Gray) Brouillet & Gornall",,26021
SAXIFRAGACEAE,"Micranthes californica","(Greene) Small",,26022
SAXIFRAGACEAE,"Micranthes nidifica","(Greene) Small",,26046
SAXIFRAGACEAE,"Micranthes odontoloma","(Piper) A. Heller",,26050
SAXIFRAGACEAE,"Micranthes oregana","(Howell) Small",,26051
SAXIFRAGACEAE,"Micranthes tolmiei","(Torr. & A. Gray) Brouillet & Gornall",,26069
SAXIFRAGACEAE,"Mitella breweri","A. Gray",,26137
SAXIFRAGACEAE,"Pectiantia pentandra","(Hook.) Rydb.",,27374
SAXIFRAGACEAE,"Saxifraga mertensiana",Bong.,,31683
SAXIFRAGACEAE,"Saxifraga rivularis",L.,,31720
SCROPHULARIACEAE,"Scrophularia californica","Cham. & Schltdl.",,75853
SCROPHULARIACEAE,"Scrophularia desertorum","(Munz) R.J. Shaw",,75857
SCROPHULARIACEAE,"Verbascum blattaria",L.,,78510
SCROPHULARIACEAE,"Verbascum thapsus",L.,,78525
SELAGINELLACEAE,"Selaginella hansenii",Hieron.,,199869
SELAGINELLACEAE,"Selaginella watsonii",Underw.,,199913
SOLANACEAE,"Datura wrightii",Regel,,67403
SOLANACEAE,"Nicotiana acuminata","(Graham) Hook.",,72862
SOLANACEAE,"Nicotiana acuminata var. multiflora","(Phil.) Reiche",,98886
SOLANACEAE,"Nicotiana attenuata","Torr. ex S. Watson",,72865
SOLANACEAE,"Solanum americanum",Mill.,,76168
SOLANACEAE,"Solanum parishii","A. Heller",,76902
SOLANACEAE,"Solanum xanti","A. Gray",,77288
STAPHYLEACEAE,"Staphylea bolanderi","A. Gray",,32537
TAXACEAE,"Torreya californica",Torr.,,58536
THEMIDACEAE,"Brodiaea elegans",Hoover,,202519
THEMIDACEAE,"Dichelostemma capitatum","(Benth.) Alph. Wood",,203360
THEMIDACEAE,"Dichelostemma capitatum subsp. capitatum",,,203361
THEMIDACEAE,"Dichelostemma multiflorum","(Benth.) A.Heller",,202526
THEMIDACEAE,"Dichelostemma volubile","(Kellogg) A. Heller",,203365
THEMIDACEAE,"Triteleia dudleyi",Hoover,,211461
THEMIDACEAE,"Triteleia hyacinthina","(Lindl.) Greene",,206275
THEMIDACEAE,"Triteleia ixioides","(Dryand. ex W.T.Aiton) Greene",,206276
THEMIDACEAE,"Triteleia ixioides subsp. anilina","(Greene) L.W.Lenz",,206278
THEMIDACEAE,"Triteleia ixioides subsp. scabra","(Greene) L.W.Lenz",,206277
THEMIDACEAE,"Triteleia laxa",Benth.,,206281
THEMIDACEAE,"Triteleia lugens",Greene,,207396
THEMIDACEAE,"Triteleia montana",Hoover,,206283
TOFIELDIACEAE,"Triantha occidentalis","(S.Watson) R.R.Gates",,206196
TYPHACEAE,"Sparganium angustifolium",Michx.,,174847
TYPHACEAE,"Sparganium emersum",Rehmann,,174850
TYPHACEAE,"Sparganium natans",L.,,174859
TYPHACEAE,"Typha latifolia",L.,,174865
URTICACEAE,"Urtica dioica",L.,,34408
URTICACEAE,"Urtica dioica subsp. holosericea","(Nutt.) Thorne",,44055
URTICACEAE,"Urtica urens",L.,,34426
VERBENACEAE,"Verbena hastata",L.,,78559
VERBENACEAE,"Verbena lasiostachys",Link,,78566
VERBENACEAE,"Verbena lasiostachys var. lasiostachys",,,100102
VIOLACEAE,"Viola adunca",Sm.,,34651
VIOLACEAE,"Viola arvensis",Murray,,34657
VIOLACEAE,"Viola bakeri",Greene,,34659
VIOLACEAE,"Viola glabella",Nutt.,,34696
VIOLACEAE,"Viola lobata",Benth.,,34720
VIOLACEAE,"Viola lobata var. integrifolia","S. Watson",,52602
VIOLACEAE,"Viola lobata var. lobata",,,52603
VIOLACEAE,"Viola macloskeyi","F.E. Lloyd",,34723
VIOLACEAE,"Viola pinetorum",Greene,,34750
VIOLACEAE,"Viola pinetorum subsp. pinetorum",,,44128
VIOLACEAE,"Viola purpurea",Kellogg,,34758
VIOLACEAE,"Viola purpurea subsp. integrifolia","M.S. Baker & J.C. Clausen",,44141
VIOLACEAE,"Viola purpurea subsp. purpurea",,,44144
VIOLACEAE,"Viola purpurea subsp. quercetorum","(M.S. Baker & J.C. Clausen) R.J. Little",,44145
VIOLACEAE,"Viola purpurea subsp. venosa","(S. Watson) M.S. Baker & J.C. Clausen",,44146
VIOLACEAE,"Viola sheltonii",Torr.,,34780
VITACEAE,"Parthenocissus inserta","(Kern.) Fritsch",,27275
VITACEAE,"Vitis californica",Benth.,,34914
WOODSIACEAE,"Athyrium alpestre","(Hoppe) Milde",,197432
WOODSIACEAE,"Athyrium alpestre var. americanum",Butters,,201205
WOODSIACEAE,"Athyrium filix-femina","(L.) Roth",,197440
WOODSIACEAE,"Athyrium filix-femina var. cyclosorum","(Rupr.) Ledeb.",,201218
WOODSIACEAE,"Cystopteris fragilis","(L.) Bernh.",,198531
WOODSIACEAE,"Woodsia oregana","D.C. Eaton",,200283
WOODSIACEAE,"Woodsia scopulina","D.C. Eaton",,200286
ZYGOPHYLLACEAE,"Tribulus terrestris",L.,,33988
