accepted_name,family,broader,establishment_means,taxonID,park_list,voucher_exists,iNat_RG_record_exists
Epilobium obcordatum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/62702,1,1,1
Epilobium oreganum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/76838,1,1,
Epilobium oregonense,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/76839,1,1,
Epilobium saximontanum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/76843,1,1,
Epilobium torreyi,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/58949,,1,
Gayophytum decipiens,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/77229,1,1,
Gayophytum diffusum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/77230,1,1,1
Gayophytum eriospermum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/77231,1,1,
Gayophytum heterozygum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/77232,1,1,
Gayophytum humile,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/77233,1,1,
Gayophytum racemosum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/77235,1,1,
Gayophytum ramosissimum,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/77236,1,1,
Ludwigia palustris,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/60221,1,1,
Oenothera elata,Onagraceae,3.dicot,native,https://www.inaturalist.org/taxa/51813,1,1,1
Aphyllon californicum,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/802458,1,1,1
Aphyllon corymbosum,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/802501,,1,1
Aphyllon epigalium,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/809375,1,,1
Aphyllon fasciculatum,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/802543,1,1,
Aphyllon franciscanum,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/1303043,1,1,1
Aphyllon purpureum,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/739040,1,1,1
Castilleja applegatei,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/70395,1,1,1
Castilleja arachnoidea,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/60484,,1,
Castilleja attenuata,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/49341,1,1,1
Castilleja densiflora,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/55508,1,1,1
Castilleja disticha,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/1044224,1,1,1
Castilleja exserta,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/49343,1,1,1
Castilleja foliolosa,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/56760,1,,
Castilleja lacera,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/76144,1,1,1
Castilleja lemmonii,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/60533,1,1,1
Castilleja lineariloba,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/58327,1,1,1
Castilleja miniata,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/76148,1,1,1
Castilleja nana,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/60514,1,1,1
Castilleja peirsonii,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/76152,1,1,1
Castilleja pilosa,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/76153,1,1,
Castilleja tenuis,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/76157,1,1,1
Cordylanthus pilosus,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/57271,,1,
Cordylanthus rigidus,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/57272,1,1,1
Cordylanthus tenuis,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/71075,1,1,
Orthocarpus cuspidatus,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/62695,1,1,
Orthocarpus luteus,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/78290,1,1,
Pedicularis attollens,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/60532,1,1,1
Pedicularis groenlandica,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/59780,1,1,1
Pedicularis semibarbata,Orobanchaceae,3.dicot,native,https://www.inaturalist.org/taxa/62700,1,1,1
Oxalis albicans,Oxalidaceae,3.dicot,native,https://www.inaturalist.org/taxa/64210,,1,
Oxalis corniculata,Oxalidaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53168,1,1,
Oxalis dillenii,Oxalidaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/84772,,1,
Oxalis stricta,Oxalidaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53183,,1,
Dicentra formosa,Papaveraceae,3.dicot,native,https://www.inaturalist.org/taxa/51048,1,1,1
Dicentra pauciflora,Papaveraceae,3.dicot,native,https://www.inaturalist.org/taxa/60612,1,1,
Dicentra uniflora,Papaveraceae,3.dicot,native,https://www.inaturalist.org/taxa/60548,1,1,1
Ehrendorferia chrysantha,Papaveraceae,3.dicot,native,https://www.inaturalist.org/taxa/58952,1,1,1
Eschscholzia caespitosa,Papaveraceae,3.dicot,native,https://www.inaturalist.org/taxa/58954,1,1,1
Eschscholzia californica,Papaveraceae,3.dicot,native,https://www.inaturalist.org/taxa/48225,1,1,1
Romneya coulteri,Papaveraceae,3.dicot,native,https://www.inaturalist.org/taxa/61946,1,,
Diplacus angustatus,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771809,1,,
Diplacus bolanderi,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771812,1,1,1
Diplacus congdonii,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771817,1,,
Diplacus douglasii,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771821,1,,
Diplacus graniticola,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/777240,1,1,1
Diplacus kelloggii,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771826,1,,1
Diplacus layneae,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771827,1,1,1
Diplacus leptaleus,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771828,1,1,1
Diplacus mephiticus,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/533870,1,1,1
Diplacus pulchellus,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/705148,1,1,1
Diplacus torreyi,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771833,1,1,1
Erythranthe acutidens,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771842,,1,
Erythranthe androsacea,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771845,,1,
Erythranthe arenaria,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771846,,1,1
Erythranthe bicolor,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771851,1,1,1
Erythranthe breweri,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/548766,1,1,1
Erythranthe cardinalis,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/319974,1,1,1
Erythranthe corallina,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771862,1,1,1
Erythranthe erubescens,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771871,1,1,1
Erythranthe filicaulis,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/705150,1,1,1
Erythranthe floribunda,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/701582,1,1,
Erythranthe guttata,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/470643,1,1,1
Erythranthe inconspicua,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771882,1,1,
Erythranthe laciniata,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/546557,1,1,1
Erythranthe microphylla,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/453717,1,1,1
Erythranthe montioides,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/771893,1,1,
Erythranthe moschata,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/453644,1,1,1
Erythranthe nasuta,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/545973,1,1,1
Erythranthe primuloides,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/635401,1,1,1
Erythranthe pulsiferae,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/601921,1,,
Erythranthe rubella,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/533373,,,1
Erythranthe suksdorfii,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/533374,1,1,1
Erythranthe tilingii,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/555996,1,1,1
Mimetanthe pilosa,Phrymaceae,3.dicot,native,https://www.inaturalist.org/taxa/165392,1,1,
Callitriche heterophylla,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/75935,1,1,
Callitriche marginata,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/58093,1,1,
Callitriche palustris,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/75937,1,1,
Collinsia bartsiifolia,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/58329,1,1,
Collinsia childii,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/76407,1,1,
Collinsia heterophylla,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/47325,1,1,1
Collinsia linearis,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/76411,1,1,
Collinsia parviflora,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/59013,1,1,1
Collinsia tinctoria,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/51850,1,1,1
Collinsia torreyi,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/76414,1,1,1
Digitalis purpurea,Plantaginaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53983,1,1,1
Gratiola ebracteata,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/77300,1,1,1
Gratiola neglecta,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/77301,1,1,
Hippuris vulgaris,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/77422,1,1,
Keckiella breviflora,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/56743,1,1,1
Limosella acaulis,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/61107,1,1,
Limosella aquatica,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/59016,1,,
Penstemon azureus,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78392,1,1,1
Penstemon davidsonii,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78399,1,1,1
Penstemon heterodoxus,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/62688,1,1,1
Penstemon heterophyllus,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/51861,1,1,1
Penstemon laetus,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78407,1,1,1
Penstemon newberryi,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/52146,1,1,1
Penstemon procerus,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78414,1,1,1
Penstemon roezlii,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78418,1,1,
Penstemon rostriflorus,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/60511,1,1,1
Penstemon rydbergii,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/78420,1,1,1
Plantago erecta,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/53177,1,,
Plantago lanceolata,Plantaginaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53178,1,1,1
Plantago major,Plantaginaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/58961,1,1,1
Sairocarpus cornutus,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/840920,1,1,
Veronica americana,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/57277,1,1,1
Veronica anagallis-aquatica,Plantaginaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/57858,1,1,
Veronica arvensis,Plantaginaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/55748,1,1,1
Veronica cusickii,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/79497,1,1,
Veronica filiformis,Plantaginaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/55825,,1,
Veronica peregrina,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/60317,1,1,1
Veronica persica,Plantaginaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/55666,1,1,
Veronica scutellata,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/61112,1,1,1
Veronica serpyllifolia,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/55749,1,1,1
Veronica wormskjoldii,Plantaginaceae,3.dicot,native,https://www.inaturalist.org/taxa/61145,1,1,1
Allophyllum capillare,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/843630,1,1,1
Allophyllum divaricatum,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/56738,1,1,1
Allophyllum gilioides,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/51099,1,1,1
Allophyllum integrifolium,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/75374,1,1,1
Collomia grandiflora,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/61871,1,1,1
Collomia heterophylla,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/52996,1,1,1
Collomia linearis,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/76416,1,1,1
Collomia tinctoria,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/76419,1,,
Gilia capitata,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/57793,1,1,1
Gilia tricolor,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/50832,1,,
Ipomopsis aggregata,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/52136,1,1,1
Leptosiphon bicolor,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/64245,1,1,1
Leptosiphon ciliatus,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/77684,1,1,1
Leptosiphon filipes,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/77686,1,1,1
Leptosiphon harknessii,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/1491326,1,1,
Leptosiphon liniflorus,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/64244,,,1
Leptosiphon montanus,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/77694,1,1,
Leptosiphon nuttallii,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/77696,1,,1
Linanthus dichotomus,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/57648,1,1,1
Linanthus pungens,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/52148,1,1,1
Microsteris gracilis,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/61210,1,1,1
Navarretia crystallina,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/843634,,1,
Navarretia divaricata,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/52941,1,1,
Navarretia intertexta,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/60225,1,1,1
Navarretia leptalea,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/78183,1,1,1
Navarretia linearifolia,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/843637,,1,
Navarretia viscidula,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/78195,1,1,
Navarretia vividior,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/843628,1,1,
Phlox condensata,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/52151,1,1,1
Phlox diffusa,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/78544,1,1,1
Phlox pulvinata,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/78550,1,1,
Phlox speciosa,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/78551,1,1,
Polemonium californicum,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/67525,1,1,1
Polemonium eximium,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/48931,1,1,1
Polemonium occidentale,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/78667,1,1,1
Polemonium pulcherrimum,Polemoniaceae,3.dicot,native,https://www.inaturalist.org/taxa/78668,1,1,1
Bistorta bistortoides,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/75770,1,1,1
Chorizanthe membranacea,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/58260,1,1,1
Eriogonum gracile,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/59238,,1,
Eriogonum hirtiflorum,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/76996,1,1,
Eriogonum incanum,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/62680,1,1,1
Eriogonum lobbii,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/77005,1,1,1
Eriogonum marifolium,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/62679,1,1,
Eriogonum microtheca,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/1286621,,,1
Eriogonum nudum,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/53046,1,1,1
Eriogonum ovalifolium,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/48938,1,1,1
Eriogonum prattenianum,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/77023,1,1,
Eriogonum rosense,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/77028,1,1,1
Eriogonum roseum,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/58280,1,1,1
Eriogonum spergulinum,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/60512,1,1,1
Eriogonum umbellatum,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/77040,1,1,1
Eriogonum wrightii,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/59243,1,1,1
Fallopia convolvulus,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/77129,1,1,
Koenigia phytolaccifolia,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/768201,1,1,1
Oxyria digyna,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/67591,1,1,1
Persicaria amphibia,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/78450,1,1,1
Persicaria hydropiper,Polygonaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/78452,1,1,
Persicaria hydropiperoides,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/78453,1,1,
Persicaria lapathifolia,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/63886,1,1,
Persicaria maculosa,Polygonaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/56166,1,1,
Polygonum aviculare,Polygonaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/78678,1,1,
Polygonum californicum,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/78681,1,1,
Polygonum douglasii,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/78682,1,1,1
Polygonum minimum,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/78686,1,1,
Polygonum parryi,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/78687,,1,
Polygonum polygaloides,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/78688,1,1,1
Polygonum ramosissimum,Polygonaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/78689,1,1,
Polygonum sawatchense,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/78690,1,1,
Polygonum shastense,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/78691,1,1,1
Pterostegia drymarioides,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/53191,1,1,
Rumex acetosella,Polygonaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53195,1,1,1
Rumex californicus,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/78901,1,1,
Rumex conglomeratus,Polygonaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/57215,1,1,
Rumex crispus,Polygonaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/53197,1,1,1
Rumex paucifolius,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/78907,1,1,1
Rumex pulcher,Polygonaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/60232,1,1,
Rumex salicifolius,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/60233,1,1,
Rumex triangulivalvis,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/78911,1,1,
Rumex utahensis,Polygonaceae,3.dicot,native,https://www.inaturalist.org/taxa/78912,,1,
Portulaca oleracea,Portulacaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/58991,1,1,
Androsace septentrionalis,Primulaceae,3.dicot,native,https://www.inaturalist.org/taxa/75436,1,1,1
Lysimachia arvensis,Primulaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/791928,1,1,
Lysimachia latifolia,Primulaceae,3.dicot,native,https://www.inaturalist.org/taxa/496537,1,,x
Primula hendersonii,Primulaceae,3.dicot,native,https://www.inaturalist.org/taxa/487175,1,1,1
Primula jeffreyi,Primulaceae,3.dicot,native,https://www.inaturalist.org/taxa/498114,1,1,1
Primula pauciflora,Primulaceae,3.dicot,native,https://www.inaturalist.org/taxa/498086,,1,
Primula subalpina,Primulaceae,3.dicot,native,https://www.inaturalist.org/taxa/549918,1,1,1
Primula suffrutescens,Primulaceae,3.dicot,native,https://www.inaturalist.org/taxa/62694,1,1,1
Primula tetrandra,Primulaceae,3.dicot,native,https://www.inaturalist.org/taxa/499563,1,1,1
Aconitum columbianum,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/60522,1,1,1
Actaea rubra,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/49870,1,1,1
Anemone drummondii,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/75440,1,1,
Aquilegia formosa,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/48244,1,1,1
Aquilegia pubescens,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/75492,1,1,1
Caltha leptosepala,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/64445,1,1,1
Clematis lasiantha,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/49876,1,1,
Clematis ligusticifolia,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/58996,1,1,
Delphinium depauperatum,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/76624,1,1,
Delphinium glaucum,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/76625,1,1,1
Delphinium gracilentum,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/76626,1,1,
Delphinium hansenii,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/59978,1,1,1
Delphinium hesperium,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/59977,,1,
Delphinium nudicaule,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/50642,1,1,
Delphinium nuttallianum,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/76630,1,1,1
Delphinium patens,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/57237,1,1,1
Delphinium polycladon,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/76631,1,1,
Enemion occidentale,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/76818,1,,
Halerpestes cymbalaria,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/941891,1,1,1
Kumlienia hystricula,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/164374,1,1,1
Pulsatilla occidentalis,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/60482,1,1,1
Ranunculus alismifolius,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/78815,1,1,1
Ranunculus californicus,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/52173,1,1,
Ranunculus eschscholtzii,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/78822,1,1,
Ranunculus flammula,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/67826,1,1,
Ranunculus glaberrimus,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/78824,,1,
Ranunculus hebecarpus,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/57239,1,1,
Ranunculus muricatus,Ranunculaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/57240,1,1,
Ranunculus occidentalis,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/68057,1,1,1
Ranunculus orthorhynchus,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/67827,1,1,
Ranunculus repens,Ranunculaceae,3.dicot,introduced,https://www.inaturalist.org/taxa/48229,,,1
Ranunculus trichophyllus,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/486980,1,1,
Ranunculus uncinatus,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/63898,1,1,
Thalictrum fendleri,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/53299,1,1,1
Thalictrum sparsiflorum,Ranunculaceae,3.dicot,native,https://www.inaturalist.org/taxa/79344,1,1,1
Ceanothus arcuatus,Rhamnaceae,3.dicot,native,https://www.inaturalist.org/taxa/319898,,1,
Ceanothus cordulatus,Rhamnaceae,3.dicot,native,https://www.inaturalist.org/taxa/62228,1,1,1
Ceanothus cuneatus,Rhamnaceae,3.dicot,native,https://www.inaturalist.org/taxa/49673,1,1,1
Ceanothus diversifolius,Rhamnaceae,3.dicot,native,https://www.inaturalist.org/taxa/76174,1,1,1
Ceanothus fresnensis,Rhamnaceae,3.dicot,native,https://www.inaturalist.org/taxa/76176,1,1,1
Ceanothus integerrimus,Rhamnaceae,3.dicot,native,https://www.inaturalist.org/taxa/62227,1,1,1
Ceanothus leucodermis,Rhamnaceae,3.dicot,native,https://www.inaturalist.org/taxa/76182,1,1,1
Ceanothus parvifolius,Rhamnaceae,3.dicot,native,https://www.inaturalist.org/taxa/76189,1,1,1
Ceanothus velutinus,Rhamnaceae,3.dicot,native,https://www.inaturalist.org/taxa/64043,1,,
Frangula californica,Rhamnaceae,3.dicot,native,https://www.inaturalist.org/taxa/53423,1,1,1
Frangula rubra,Rhamnaceae,3.dicot,native,https://www.inaturalist.org/taxa/77157,1,1,1
Rhamnus ilicifolia,Rhamnaceae,3.dicot,native,https://www.inaturalist.org/taxa/58308,1,1,1
Adenostoma fasciculatum,Rosaceae,3.dicot,native,https://www.inaturalist.org/taxa/47146,1,1,
Amelanchier alnifolia,Rosaceae,3.dicot,native,https://www.inaturalist.org/taxa/75415,1,1,
Amelanchier utahensis,Rosaceae,3.dicot,native,https://www.inaturalist.org/taxa/61099,1,1,1
Argentina anserina,Rosaceae,3.dicot,native,https://www.inaturalist.org/taxa/158615,1,1,
Cercocarpus betuloides,Rosaceae,3.dicot,native,https://www.inaturalist.org/taxa/63977,1,1,1
