accepted_name,scientific_name,status,family,broader,synonym_matches,establishment_means,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,possibly_valid_needs_ID,iNat_outcome,parks_outcome,voucher_outcome,voucher_obs,voucher_obs_coord,year_first,first_observer,year_last,iNat_needs_ID_only_verdict,symbiota,voucher_notes,iNat_notes,parklist_notes
Gaultheria humifusa,Gaultheria humifusa,current,Ericaceae,3.dicot,NA,native,1,NA,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,20,17,1921,"Michael, Enid",2007,NA,in Symbiota,"I just added a photo; CCH: many old and recent vouchers, especially McCabe Lakes, Gaylor Lakes, Virigina Cyn",NA,NA
Hemitomes congestum,Hemitomes congestum,current,Ericaceae,3.dicot,NA,native,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,"retain, new native record","not on parks list, but occurs in park","XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,NA,NA,rare species - I've never seen it - but valid record Ided by expert from above Wawona Tunnel,NA
Kalmia microphylla,Kalmia microphylla,current,Ericaceae,3.dicot,NA,native,68,13,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,44,34,1876,"McLean, F. P.",2008,NA,in Symbiota,NA,NA,NA
Leucothoe davisiae,Leucothoe davisiae,current,Ericaceae,3.dicot,NA,native,4,2,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,22,16,1885,"Congdon, Joseph Whipple",2010,NA,in Symbiota,NA,NA,NA
Orthilia secunda,Orthilia secunda,current,Ericaceae,3.dicot,NA,native,30,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,23,10,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2007,NA,in Symbiota,NA,NA,NA
Phyllodoce breweri,Phyllodoce breweri,current,Ericaceae,3.dicot,NA,native,215,NA,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,61,36,1863,"Brewer, William Henry",2008,NA,in Symbiota,NA,NA,NA
Pleuricospora fimbriolata,Pleuricospora fimbriolata,current,Ericaceae,3.dicot,NA,native,12,3,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,31,11,1866,"Bolander, Henry Nicholas",2004,NA,in Symbiota,NA,NA,NA
Pterospora andromedea,Pterospora andromedea,current,Ericaceae,3.dicot,NA,native,225,NA,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,21,12,1866,"Bolander, Henry Nicholas",1969,NA,in Symbiota,NA,NA,NA
Pyrola aphylla,Pyrola aphylla,current,Ericaceae,3.dicot,Pyrola picta var. aphylla (split),native,8,1,NA,1,1,1,1,1,1,NA,1,NA,retain observation,"add, recent split",retain voucher,9,2,1878,"Ford, Henry Chapman",1982,NA,NA,NA,NA,NA
Pyrola asarifolia,Pyrola asarifolia,current,Ericaceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,18,10,1896,"Congdon, Joseph Whipple",2008,NA,in Symbiota,"very showy; would be photographed if seen, so amazing there are so many vouchers (old & recent), but no iNat - old vouchers from Mirror Lake (maybe local extinction); new ones from Swamp Lake/Gravel Pit Lake area",NA,NA
Pyrola dentata,Pyrola dentata,current,Ericaceae,3.dicot,Pyrola picta var. dentata (split),native,5,NA,NA,NA,1,1,1,1,1,NA,1,NA,retain observation,"add, recent split","add, voucher found during check",2,NA,1924,"Howell, John Thomas",1929,NA,NA,NA,valid population - 3 ID's all by the same person; otherwise eastside species; 2 vouchers in UC Herbarium from similar location,NA
Pyrola minor,Pyrola minor,current,Ericaceae,3.dicot,NA,native,3,NA,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,13,7,1898,"Congdon, Joseph Whipple",1990,NA,in Symbiota,NA,NA,NA
Pyrola picta,Pyrola picta,current,Ericaceae,3.dicot,NA,native,147,47,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,35,18,1866,"Bolander, Henry Nicholas",1977,NA,in Symbiota,NA,NA,NA
Rhododendron columbianum,Rhododendron columbianum,current,Ericaceae,3.dicot,NA,native,100,9,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,56,36,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2007,NA,in Symbiota,NA,NA,NA
Rhododendron occidentale,Rhododendron occidentale,current,Ericaceae,3.dicot,NA,native,358,9,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,48,25,1866,"Bolander, Henry Nicholas",1970,NA,in Symbiota,NA,NA,NA
Sarcodes sanguinea,Sarcodes sanguinea,current,Ericaceae,3.dicot,NA,native,692,NA,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,20,11,1883,"Congdon, Joseph Whipple",1969,NA,in Symbiota,NA,NA,NA
Vaccinium cespitosum,Vaccinium cespitosum,current,Ericaceae,3.dicot,Vaccinium caespitosum,native,20,19,NA,1,1,1,1,1,1,1,1,NA,retain observation,"retain, synonym",retain voucher,36,27,1887,"Congdon, Joseph Whipple",2005,NA,in Symbiota,NA,NA,NA
Vaccinium parvifolium,Vaccinium parvifolium,current,Ericaceae,3.dicot,Vaccinium shastense,native,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,2009,"Taylor, Dean William",2009,NA,in Symbiota,NA,NA,iNat: Pacific Northwest and coast only; Taylor: population along North Crane Creek; CCH: no vouchers
Vaccinium shastense,Vaccinium shastense,current,Ericaceae,3.dicot,Vaccinium parvifolium,native,NA,NA,NA,1,NA,NA,1,NA,1,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park",retain voucher,12,10,1924,"Howell, John Thomas",2009,NA,NA,"lots and lots of valid vouchers, old & new - suspect this is what the Vaccinium membranaceum voucher from Merced Grove is.; Madro̱o 62: 167 (2015)",NA,NA
Vaccinium uliginosum,Vaccinium uliginosum,current,Ericaceae,3.dicot,NA,native,15,10,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,27,19,1907,"Ware, Robert A.",2003,NA,in Symbiota,NA,NA,NA
Croton setiger,Croton setiger,current,Euphorbiaceae,3.dicot,NA,native,11,NA,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,6,4,1909,"Clemens, Mrs. Joseph",2005,NA,in Symbiota,NA,NA,NA
Euphorbia crenulata,Euphorbia crenulata,current,Euphorbiaceae,3.dicot,NA,native,1,2,1,1,iNat-not-gbif,1,1,1,1,1,1,NA,"retain, restricted license",retain on list,retain voucher,13,7,1911,"Hall, Harvey Monroe",2006,NA,in Symbiota,NA,NA,NA
Euphorbia serpyllifolia,Euphorbia serpyllifolia,current,Euphorbiaceae,3.dicot,Euphorbia serpillifolia; Chamaesyce serpillifolia,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",25,20,1872,"Torrey, John",2009,NA,in Symbiota,NA,NA,"CCH, Taylor: old & recent vouchers"
Acmispon americanus,Acmispon americanus,current,Fabaceae,3.dicot,Lotus purshianus var. purshianus,native,28,14,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,29,18,1891,"Coville, Frederick V.",2005,NA,in Symbiota,NA,NA,NA
Acmispon argophyllus,Acmispon argophyllus,current,Fabaceae,3.dicot,Lotus argophyllus var. fremontii,native,NA,5,1,1,NA,1,1,NA,1,NA,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,4,2,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",1944,NA,in Symbiota,iNat: several observations believable; CCH: 2 old vouchers,NA,NA
Acmispon brachycarpus,Acmispon brachycarpus,current,Fabaceae,3.dicot,Lotus humistratus,native,1,3,1,NA,1,1,NA,1,NA,NA,1,NA,"retain, new native record",retain on list,"XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,NA,NA,"1 RG observation in iNat, right on SW boundary; more common to west",NA
Acmispon decumbens,Acmispon decumbens,current,Fabaceae,3.dicot,Lotus nevadensis var. nevadensis,native,11,31,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,25,13,1872,"Gray, Asa",1963,NA,in Symbiota,NA,NA,NA
Acmispon glaber,Acmispon glaber,current,Fabaceae,3.dicot,NA,native,NA,2,1,NA,NA,1,1,NA,1,NA,1,NA,"XX-not in iNat, maybe in park",retain on list,"add, voucher found during check",1,NA,1944,"Sharsmith, Carl W.",1944,NA,in Symbiota,NA,NA,CCH: vouchers from El Portal West; 2 needsID in Yosemite don't look right; Taylor mentioned same vouchers; 1 Sharsmith voucher within boundary
Acmispon micranthus,Acmispon micranthus,current,Fabaceae,3.dicot,Lotus micranthus,native,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park",retain voucher,2,1,1911,"Abrams, Le Roy",1944,NA,NA,NA,NA,CCH: Abrams 1911 Yos Valley; Sharsmith: below Arch Rock 1944; both seem really hard to believe but Taylor includes them as having seen them
Acmispon parviflorus,Acmispon parviflorus,current,Fabaceae,3.dicot,"Hosackia parviflora, Lotus micranthus, Anisolotus parviflorus",native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,6,6,1911,"Hall, Harvey Monroe",2006,NA,in Symbiota,NA,NA,NA
Acmispon strigosus,Acmispon strigosus,current,Fabaceae,3.dicot,Ottleya strigosa,native,6,9,1,NA,1,1,1,1,1,NA,1,NA,retain observation,retain on list,"retain voucher, synonym",8,2,1886,"Chesnut, Victor K.; ; Drew, Elmer R.",1957,NA,in Symbiota,NA,NA,NA
Astragalus bolanderi,Astragalus bolanderi,current,Fabaceae,3.dicot,NA,native,17,19,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,36,19,1866,"Bolander, Henry Nicholas",2005,NA,in Symbiota,NA,NA,NA
Astragalus congdonii,Astragalus congdonii,current,Fabaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,"XX-not in iNat, maybe in park","retain, nearby voucher","XX-no voucher, maybe in park",NA,NA,NA,NA,NA,NA,in Symbiota,NA,NA,"Taylor: closest voucher in El Portal, but none from park, nor any reports"
Astragalus kentrophyta,Astragalus kentrophyta,current,Fabaceae,3.dicot,NA,native,1,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,21,19,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2010,NA,in Symbiota,NA,NA,NA
Astragalus lentiginosus,Astragalus lentiginosus,current,Fabaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",7,7,1933,"Sharsmith, Carl W.",2005,NA,in Symbiota,NA,NA,"Taylor: describes only east side populations; iNat: lots on east side, only crossing to west in the far southern Sierra; CCH: near Helen Lake (Sharsmith), Dana"
Astragalus purshii,Astragalus purshii,current,Fabaceae,3.dicot,NA,native,1,NA,1,1,1,1,1,1,NA,1,1,NA,retain observation,retain on list,retain voucher,1,1,2005,"Colwell, Alison",2005,NA,in Symbiota,NA,NA,NA
Astragalus whitneyi,Astragalus whitneyi,current,Fabaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,1,1948,"Sharsmith, Carl W.",2010,NA,in Symbiota,NA,NA,"Taylor: no known YNP vouchers, but many vouchers just outside the park; except Taylor voucher 2010 Mt Lewis"
Cercis occidentalis,Cercis occidentalis,current,Fabaceae,3.dicot,NA,native,57,17,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,8,7,1895,"Perkins, Albert J.",1967,NA,in Symbiota,NA,NA,NA
Cytisus scoparius,Cytisus scoparius,current,Fabaceae,3.dicot,NA,invasive,2,2,NA,1,1,NA,1,1,NA,1,1,NA,retain observation,"not on parks list, but occurs in park",retain voucher,1,1,2010,"Taylor, Dean William",2010,NA,NA,NA,NA,NA
Genista linifolia,Genista linifolia,current,Fabaceae,3.dicot,NA,invasive,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park","add, voucher found in CCH download",1,1,2010,"Taylor, Dean William",2010,NA,NA,NA,NA,NA
Hosackia crassifolia,Hosackia crassifolia,current,Fabaceae,3.dicot,Lotus crassifolius var. crassifolius,native,114,25,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,25,5,1885,"Congdon, Joseph Whipple",1967,NA,in Symbiota,NA,NA,NA
Hosackia oblongifolia,Hosackia oblongifolia,current,Fabaceae,3.dicot,Lotus oblongifolius var. oblongifolius,native,109,20,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,39,27,1866,"Bolander, Henry Nicholas",2004,NA,in Symbiota,NA,NA,NA
Lathyrus jepsonii,Lathyrus jepsonii,current,Fabaceae,3.dicot,NA,native,1,1,1,NA,1,1,1,1,1,NA,1,NA,retain observation,retain on list,"add, voucher found during check",2,1,1923,"Munz, Philip Alexander",1929,NA,in Symbiota,NA,"2 RG observations in western Yosemite, near Hodgdon Meadow; by expert",NA
Lathyrus lanszwertii,Lathyrus lanszwertii,current,Fabaceae,3.dicot,NA,native,NA,1,1,1,NA,1,1,NA,1,NA,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,7,4,1897,"Congdon, Joseph Whipple",1944,NA,in Symbiota,CCH: several old vouchers along western park boundary; 2 possibly credible iNat in Yosemite,NA,NA
Lathyrus latifolius,Lathyrus latifolius,current,Fabaceae,3.dicot,NA,native,39,10,1,1,1,1,1,1,NA,1,1,NA,retain observation,retain on list,retain voucher,1,1,1998,"Graham, Roy D.",1998,NA,in Symbiota,NA,NA,NA
Lathyrus nevadensis,Lathyrus nevadensis,current,Fabaceae,3.dicot,NA,native,8,5,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,7,3,1911,"Hall, Harvey Monroe",1972,NA,in Symbiota,NA,NA,NA
Lathyrus sulphureus,Lathyrus sulphureus,current,Fabaceae,3.dicot,NA,native,26,3,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,20,12,1863,"Brewer, William Henry",1999,NA,in Symbiota,NA,NA,NA
Lotus corniculatus,Lotus corniculatus,current,Fabaceae,3.dicot,NA,invasive,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,"retain, new weed record","not on parks list, but occurs in park","XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,NA,NA,"1 RB observation in the Tuolumne Grove; seems slightly unlikely location, but good ID, and several instances outside the park",NA
Lupinus adsurgens,Lupinus adsurgens,current,Fabaceae,3.dicot,Lupinus fulcratus var. undulatus,native,NA,6,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",7,1,1894,"Dudley, William R.",1987,NA,in Symbiota,not in Taylor; CCH: lots of vouchers through 1980 - synonym for some Lupinus andersonii and Lupinus fulcratus,NA,NA
Lupinus albicaulis,Lupinus albicaulis,current,Fabaceae,3.dicot,NA,native,NA,3,1,1,NA,1,1,NA,1,NA,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,6,2,1921,"Peirson, Frank W.",1967,NA,in Symbiota,NA,NA,NA
Lupinus albifrons,Lupinus albifrons,current,Fabaceae,3.dicot,NA,native,13,49,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,10,9,1900,"Bioletti, Frederick Theodore",2007,NA,in Symbiota,NA,NA,NA
Lupinus andersonii,Lupinus andersonii,current,Fabaceae,3.dicot,includes Lupinus rimae,native,1,NA,1,1,iNat-not-gbif,1,1,1,1,NA,1,NA,"retain, restricted license",retain on list,retain voucher,10,7,1902,"Hall, Harvey Monroe",1974,NA,in Symbiota,NA,NA,NA
Lupinus arbustus,Lupinus arbustus,current,Fabaceae,3.dicot,NA,native,NA,8,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,9,6,1928,"Michael, Enid",2005,NA,in Symbiota,NA,NA,NA
Lupinus argenteus,Lupinus argenteus,current,Fabaceae,3.dicot,NA,native,2,53,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,5,4,1934,"Bartholomew, Paul S.",2006,NA,in Symbiota,NA,NA,don't know if this name still applies to the Sierra; on NPS list two subspecies have new names
Lupinus benthamii,Lupinus benthamii,current,Fabaceae,3.dicot,NA,native,NA,3,1,1,NA,1,NA,NA,NA,NA,1,NA,"XX-not in iNat, maybe in park","retain, nearby voucher","remove, wrong coordinates",NA,NA,NA,NA,NA,NA,in Symbiota,"CCH: no vouchers; gbif: 1 voucher from San Joaquin Neon site with wrong coordinates; iNat vouchers: 1 possibly correct, others are not; common once at El Portal",NA,NA
Lupinus bicolor,Lupinus bicolor,current,Fabaceae,3.dicot,NA,native,NA,17,1,1,NA,1,1,NA,1,NA,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,8,5,1911,"Hall, Harvey Monroe",1967,NA,in Symbiota,NA,NA,NA
Lupinus breweri,Lupinus breweri,current,Fabaceae,3.dicot,NA,native,39,144,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,74,45,1863,"Brewer, William Henry",2022,NA,in Symbiota,NA,NA,NA
Lupinus burkei,Lupinus burkei,current,Fabaceae,3.dicot,Lupinus polyphyllus var. burkei,native,2,12,1,1,iNat-not-gbif,1,1,1,1,1,1,NA,"retain, restricted license",retain on list,retain voucher,22,16,1902,"Hall, Harvey Monroe",2006,NA,in Symbiota,NA,NA,NA
Lupinus caudatus,Lupinus caudatus,current,Fabaceae,3.dicot,Lupinus argenteus var. heteranthus,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,5,2,1906,"Eastwood, Alice",1960,NA,in Symbiota,no CCH2 observations; 1 gbif from Tuolumne -(1938) - seems unlikely to me,NA,NA
Lupinus confertus,Lupinus confertus,current,Fabaceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,34,22,1883,"Congdon, Joseph Whipple",2009,NA,in Symbiota,"in Jepson as Lupinus lepidus var. confertus; many CCH2 vouchers, both recent and old; lack of iNat may be in part due to photos under Lupinus lepidus",NA,NA
Lupinus covillei,Lupinus covillei,current,Fabaceae,3.dicot,NA,native,31,17,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,35,28,1863,"Brewer, William Henry",2009,NA,in Symbiota,NA,NA,NA
Lupinus densiflorus,Lupinus densiflorus,current,Fabaceae,3.dicot,Lupinus microcarpus var. densiflorus,native,1,NA,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,1,1,1895,"Perkins, Albert J.",1895,NA,in Symbiota,CCH: no valid vouchers in park per Taylor; 1 1800's voucher from YV; however lots of iNat RG around El Portal and 1 that seems valid in Yosemite Valley,NA,NA
Lupinus excubitus,Lupinus excubitus,current,Fabaceae,3.dicot,NA,native,3,25,NA,1,1,NA,1,1,1,NA,1,NA,retain observation,"not on parks list, but occurs in park",retain voucher,2,2,1933,"Purer, Edith A.",1950,NA,NA,NA,NA,NA
Lupinus formosus,Lupinus formosus,current,Fabaceae,3.dicot,NA,native,4,25,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,5,3,1941,"Lint, Harold L.",2006,NA,in Symbiota,NA,NA,NA
Lupinus fulcratus,Lupinus fulcratus,current,Fabaceae,3.dicot,"Lupinus albicaulis var. fulcratus, Lupinus andersonii var. fulcratus",native,NA,3,1,1,NA,1,1,NA,1,NA,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,6,3,1875,"McLean, F. P.",1932,NA,in Symbiota,NA,NA,NA
Lupinus gracilentus,Lupinus gracilentus,current,Fabaceae,3.dicot,NA,native,1,3,1,1,obscured,1,1,1,1,1,1,NA,"add, auto-obscured coordinates",retain on list,retain voucher,26,16,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2022,NA,in Symbiota,NA,NA,NA
Lupinus grayi,Lupinus grayi,current,Fabaceae,3.dicot,NA,native,14,18,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,29,13,1872,"Gray, Asa",1987,NA,in Symbiota,NA,NA,NA
Lupinus latifolius,Lupinus latifolius,current,Fabaceae,3.dicot,NA,native,46,183,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,46,29,1878,"Ford, Henry Chapman",2007,NA,in Symbiota,NA,NA,NA
Lupinus lepidus,Lupinus lepidus,current,Fabaceae,3.dicot,NA,native,17,119,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,81,70,1866,"Bolander, Henry Nicholas",2019,NA,in Symbiota,NA,NA,NA
Lupinus lyallii,Lupinus lyallii,current,Fabaceae,3.dicot,Lupinus lepidus var. lobbii (split),native,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park","add, recent split",retain voucher,28,10,1894,"Congdon, Joseph Whipple",1981,NA,NA,NA,NA,NA
Lupinus meionanthus,Lupinus meionanthus,current,Fabaceae,3.dicot,Lupinus argenteus var. meionanthus,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,2,1,1911,"Jepson, Willis L.",1914,NA,in Symbiota,"CCH: 2 separate vouchers from Rancheria Mtn (Jepson 1911, Perkins 1914)",NA,NA
Lupinus nanus,Lupinus nanus,current,Fabaceae,3.dicot,NA,native,16,24,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,9,3,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2006,NA,in Symbiota,NA,NA,NA
Lupinus sellulus,Lupinus sellulus,current,Fabaceae,3.dicot,Lupinus lepidus var. sellulus,native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",29,20,1866,"Bolander, Henry Nicholas",1986,NA,in Symbiota,NA,NA,Taylor: many vouchers
Lupinus stiversii,Lupinus stiversii,current,Fabaceae,3.dicot,NA,native,232,15,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,32,20,1862,"Stivers, C.",1967,NA,in Symbiota,NA,NA,NA
