scientific_name_author,scientific_name,infrataxa,family,broader,establishment_means
Solanum linnaeanum Hepper & P.-M.L.Jaeger,Solanum linnaeanum,,Solanaceae,3.dicot,introduced
Solanum lycopersicum L.,Solanum lycopersicum,,Solanaceae,3.dicot,introduced
Solanum mauritianum Scop.,Solanum mauritianum,,Solanaceae,3.dicot,introduced
Solanum pseudocapsicum L.,Solanum pseudocapsicum,,Solanaceae,3.dicot,introduced
Solanum sisymbriifolium Lam.,Solanum sisymbriifolium,,Solanaceae,3.dicot,introduced
Tropaeolum majus L.,Tropaeolum majus,,Tropaeolaceae,3.dicot,introduced
Parietaria judaica L.,Parietaria judaica,,Urticaceae,3.dicot,introduced
Lantana camara L.,Lantana camara,,Verbenaceae,3.dicot,introduced
Lantana montevidensis (Spreng.) Briq.,Lantana montevidensis,,Verbenaceae,3.dicot,introduced
Verbena bonariensis L.,Verbena bonariensis,,Verbenaceae,3.dicot,introduced
Verbena brasiliensis Vell.,Verbena brasiliensis,,Verbenaceae,3.dicot,introduced
Verbena incompta P.W.Michael,Verbena incompta,,Verbenaceae,3.dicot,introduced
Verbena litoralis Kunth,Verbena litoralis,,Verbenaceae,3.dicot,introduced
Cyperus brevifolius (Rottb.) Endl. ex Hassk.,Cyperus brevifolius,,Cyperaceae,4.monocot,introduced
Cyperus eragrostis Lam.,Cyperus eragrostis,,Cyperaceae,4.monocot,introduced
Cyperus reflexus Vahl,Cyperus reflexus,,Cyperaceae,4.monocot,introduced
Cyperus sesquiflorus (Torr.) Mattf. & Kük.,Cyperus sesquiflorus,,Cyperaceae,4.monocot,introduced
Eleocharis minuta Boeckeler,Eleocharis minuta,,Cyperaceae,4.monocot,introduced
Isolepis levynsiana Muasya & D.A.Simpson,Isolepis levynsiana,,Cyperaceae,4.monocot,introduced
Isolepis prolifera (Rottb.) R.Br.,Isolepis prolifera,,Cyperaceae,4.monocot,introduced
Juncus acuminatus Michx.,Juncus acuminatus,,Juncaceae,4.monocot,introduced
Juncus articulatus L.,Juncus articulatus,,Juncaceae,4.monocot,introduced
Juncus bulbosus L.,Juncus bulbosus,,Juncaceae,4.monocot,introduced
Juncus capillaceus Lam.,Juncus capillaceus,,Juncaceae,4.monocot,introduced
Juncus cognatus Kunth,Juncus cognatus,,Juncaceae,4.monocot,introduced
Juncus dichotomus Elliott,Juncus dichotomus,,Juncaceae,4.monocot,introduced
Juncus effusus L.,Juncus effusus,,Juncaceae,4.monocot,introduced
Juncus imbricatus Laharpe,Juncus imbricatus,,Juncaceae,4.monocot,introduced
Juncus microcephalus Kunth,Juncus microcephalus,,Juncaceae,4.monocot,introduced
Juncus tenuis Willd.,Juncus tenuis,,Juncaceae,4.monocot,introduced
Aira caryophyllea L.,Aira caryophyllea,,Poaceae,4.monocot,introduced
Aira praecox L.,Aira praecox,,Poaceae,4.monocot,introduced
Andropogon virginicus L.,Andropogon virginicus,,Poaceae,4.monocot,introduced
Anthoxanthum odoratum L.,Anthoxanthum odoratum,,Poaceae,4.monocot,introduced
Arundo donax L.,Arundo donax,,Poaceae,4.monocot,introduced
Axonopus fissifolius (Raddi) Kuhlm.,Axonopus fissifolius,,Poaceae,4.monocot,introduced
Briza maxima L.,Briza maxima,,Poaceae,4.monocot,introduced
Briza minor L.,Briza minor,,Poaceae,4.monocot,introduced
Bromus catharticus Vahl,Bromus catharticus,,Poaceae,4.monocot,introduced
Bromus diandrus Roth,Bromus diandrus,,Poaceae,4.monocot,introduced
Bromus molliformis J.Lloyd ex Billot,Bromus molliformis,,Poaceae,4.monocot,introduced
Cenchrus alopecuroides (L.) Thunb.,Cenchrus alopecuroides,,Poaceae,4.monocot,introduced
Cenchrus clandestinus (Hochst. ex Chiov.) Morrone,Cenchrus clandestinus,,Poaceae,4.monocot,introduced
Cenchrus macrourus (Trin.) Morrone,Cenchrus macrourus,,Poaceae,4.monocot,introduced
Chascolytrum subaristatum (Lam.) Desv.,Chascolytrum subaristatum,,Poaceae,4.monocot,introduced
Chloris gayana Kunth,Chloris gayana,,Poaceae,4.monocot,introduced
Cortaderia selloana (Schult. & Schult.f.) Asch. & Graebn.,Cortaderia selloana,,Poaceae,4.monocot,introduced
Cynodon dactylon (L.) Pers.,Cynodon dactylon,,Poaceae,4.monocot,introduced
Digitaria ciliaris (Retz.) Koeler,Digitaria ciliaris,,Poaceae,4.monocot,introduced
Digitaria didactyla Willd.,Digitaria didactyla,,Poaceae,4.monocot,introduced
Digitaria ischaemum (Schreb.) Muhl.,Digitaria ischaemum,,Poaceae,4.monocot,introduced
Echinochloa crus-galli (L.) P.Beauv.,Echinochloa crus-galli,,Poaceae,4.monocot,introduced
Ehrharta erecta Lam.,Ehrharta erecta,,Poaceae,4.monocot,introduced
Eleusine indica (L.) Gaertn.,Eleusine indica,,Poaceae,4.monocot,introduced
Eragrostis cilianensis (All.) Vignolo ex Janch.,Eragrostis cilianensis,,Poaceae,4.monocot,introduced
Eragrostis curvula (Schrad.) Nees,Eragrostis curvula,,Poaceae,4.monocot,introduced
Festuca fasciculata Forssk.,Festuca fasciculata,,Poaceae,4.monocot,introduced
Holcus lanatus L.,Holcus lanatus,,Poaceae,4.monocot,introduced
Lagurus ovatus L.,Lagurus ovatus,,Poaceae,4.monocot,introduced
Lolium arundinaceum (Schreb.) Darbysh.,Lolium arundinaceum,,Poaceae,4.monocot,introduced
Lolium pratense (Huds.) Darbysh.,Lolium pratense,,Poaceae,4.monocot,introduced
Melinis repens (Willd.) Zizka,Melinis repens,,Poaceae,4.monocot,introduced
Parapholis incurva (L.) C.E.Hubb.,Parapholis incurva,,Poaceae,4.monocot,introduced
Paspalum dilatatum Poir.,Paspalum dilatatum,,Poaceae,4.monocot,introduced
Paspalum urvillei Steud.,Paspalum urvillei,,Poaceae,4.monocot,introduced
Poa annua L.,Poa annua,,Poaceae,4.monocot,introduced
Polypogon monspeliensis (L.) Desf.,Polypogon monspeliensis,,Poaceae,4.monocot,introduced
Setaria parviflora (Poir.) Kerguelen,Setaria parviflora,,Poaceae,4.monocot,introduced
Sporobolus africanus (Poir.) Robyns & Tournay,Sporobolus africanus,,Poaceae,4.monocot,introduced
Stenotaphrum secundatum (Walter) Kuntze,Stenotaphrum secundatum,,Poaceae,4.monocot,introduced
Agapanthus praecox Willd.,Agapanthus praecox,subsp. orientalis,Agapanthaceae,5.monocot-colorful,introduced
Hydrocleys nymphoides (Humb. & Bonpl. ex Willd.) Buchenau,Hydrocleys nymphoides,,Alismataceae,5.monocot-colorful,introduced
Sagittaria platyphylla (Engelm.) J.G.Sm.,Sagittaria platyphylla,,Alismataceae,5.monocot-colorful,introduced
Nothoscordum gracile (Aiton) Stearn,Nothoscordum gracile,,Alliaceae,5.monocot-colorful,introduced
Alstroemeria psittacina Lehm.,Alstroemeria psittacina,,Alstroemeriaceae,5.monocot-colorful,introduced
Leucojum aestivum L.,Leucojum aestivum,,Amaryllidaceae,5.monocot-colorful,introduced
Sprekelia formosissima (L.) Herb.,Sprekelia formosissima,,Amaryllidaceae,5.monocot-colorful,introduced
Arum italicum Mill.,Arum italicum,,Araceae,5.monocot-colorful,introduced
Colocasia fontanesii Schott,Colocasia fontanesii,,Araceae,5.monocot-colorful,introduced
Zantedeschia aethiopica (L.) Spreng.,Zantedeschia aethiopica,,Araceae,5.monocot-colorful,introduced
Asparagus aethiopicus L.,Asparagus aethiopicus,,Asparagaceae,5.monocot-colorful,introduced
Asparagus asparagoides (L.) W.Wight,Asparagus asparagoides,,Asparagaceae,5.monocot-colorful,introduced
Asparagus setaceus (Kunth) Jessop,Asparagus setaceus,,Asparagaceae,5.monocot-colorful,introduced
Chlorophytum comosum (Thunb.) Jacques,Chlorophytum comosum,,Asparagaceae,5.monocot-colorful,introduced
Aloe maculata All.,Aloe maculata,,Asphodelaceae,5.monocot-colorful,introduced
Kniphofia uvaria (L.) Oken,Kniphofia uvaria,,Asphodelaceae,5.monocot-colorful,introduced
Trachyandra divaricata (Jacq.) Kunth,Trachyandra divaricata,,Asphodelaceae,5.monocot-colorful,introduced
Canna indica L.,Canna indica,,Cannaceae,5.monocot-colorful,introduced
Tradescantia fluminensis Vell.,Tradescantia fluminensis,,Commelinaceae,5.monocot-colorful,introduced
Egeria densa Planch.,Egeria densa,,Hydrocharitaceae,5.monocot-colorful,introduced
Aristea ecklonii Baker,Aristea ecklonii,,Iridaceae,5.monocot-colorful,introduced
Dietes grandiflora N.E.Br.,Dietes grandiflora,,Iridaceae,5.monocot-colorful,introduced
Dietes iridioides (L.) Sweet ex Klatt,Dietes iridioides,,Iridaceae,5.monocot-colorful,introduced
Gladiolus × hortulanus L.H.Bailey,Gladiolus × hortulanus,,Iridaceae,5.monocot-colorful,introduced
Gladiolus carneus D.Delaroche,Gladiolus carneus,,Iridaceae,5.monocot-colorful,introduced
Gladiolus undulatus L.,Gladiolus undulatus,,Iridaceae,5.monocot-colorful,introduced
Herbertia lahue (Molina) Goldblatt,Herbertia lahue,,Iridaceae,5.monocot-colorful,introduced
Romulea rosea (L.) Eckl.,Romulea rosea,var. australis,Iridaceae,5.monocot-colorful,introduced
Sisyrinchium micranthum Cav.,Sisyrinchium micranthum,,Iridaceae,5.monocot-colorful,introduced
Watsonia meriana (L.) Mill.,Watsonia meriana,var. bulbillifera,Iridaceae,5.monocot-colorful,introduced
Lilium formosanum A.Wallace,Lilium formosanum,,Liliaceae,5.monocot-colorful,introduced
