id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
121359183,2022-06-06 13:14:41,2022-06-06,2022-06-06 20:14:41 UTC,Pacific Time (US & Canada),1460387,pemoore,Peggy Moore,2022-06-12 04:12:53 UTC,2022-07-18 18:45:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/121359183,https://inaturalist-open-data.s3.amazonaws.com/photos/205353823/medium.jpeg,,"",Annual; pappus absent; disk flowers 1-2; involucre black-glandular,1,0,false,2,"Ackerson Meadow, Tuolumne County, Yosemite National Park, CA 95389 USA",37.8368891628,-119.8443348706,5,,,,5,,,false,gps,gps,Opposite-leaved Tarweed,Hemizonella minima,Opposite-leaved Tarweed,Plantae,77367,Asteraceae,Hemizonella,Hemizonella minima,
121359617,2022-06-06 14:13:24,2022-06-06,2022-06-06 21:13:24 UTC,Pacific Time (US & Canada),1460387,pemoore,Peggy Moore,2022-06-12 04:19:06 UTC,2022-12-10 01:15:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/121359617,https://inaturalist-open-data.s3.amazonaws.com/photos/205354647/medium.jpeg,,"",,1,0,false,2,"Ackerson Meadow, Tuolumne County, Yosemite National Park, CA 95389 USA",37.8368248193,-119.8442205414,8,,,,8,,,false,gps,gps,Tower Mustard,Turritis glabra,Tower Mustard,Plantae,79460,Brassicaceae,Turritis,Turritis glabra,
121359945,2022-06-06 14:21:51,2022-06-06,2022-06-06 21:21:51 UTC,Pacific Time (US & Canada),1460387,pemoore,Peggy Moore,2022-06-12 04:23:00 UTC,2022-11-10 04:55:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/121359945,https://inaturalist-open-data.s3.amazonaws.com/photos/205355200/medium.jpeg,,"",,1,0,false,2,"Ackerson Meadow, Tuolumne County, Yosemite National Park, CA 95389 USA",37.8380947315,-119.8430098593,5,,,,5,,,false,gps,gps,Menzies' baby blue eyes,Nemophila menziesii,Menzies' baby blue eyes,Plantae,50648,Boraginaceae,Nemophila,Nemophila menziesii,
121359980,2022-06-06 14:32:16,2022-06-06,2022-06-06 21:32:16 UTC,Pacific Time (US & Canada),1460387,pemoore,Peggy Moore,2022-06-12 04:23:33 UTC,2022-07-17 15:24:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/121359980,https://inaturalist-open-data.s3.amazonaws.com/photos/205355277/medium.jpeg,,"",,1,0,false,2,"Ackerson Meadow, Tuolumne County, Yosemite National Park, CA 95389 USA",37.8381061172,-119.8428760841,8,,,,8,,,false,gps,gps,Douglas' knotweed,Polygonum douglasii,Douglas' knotweed,Plantae,78682,Polygonaceae,Polygonum,Polygonum douglasii,
121360153,2022-06-06 14:56:23,2022-06-06,2022-06-06 21:56:23 UTC,Pacific Time (US & Canada),1460387,pemoore,Peggy Moore,2022-06-12 04:25:35 UTC,2023-01-15 00:05:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/121360153,https://inaturalist-open-data.s3.amazonaws.com/photos/205355557/medium.jpeg,,"",,1,0,false,2,"Ackerson Meadow, Tuolumne County, Yosemite National Park, CA 95389 USA",37.8392084022,-119.8387649283,6,,,,6,,open,false,gps,gps,Tree Clover,Trifolium ciliolatum,Tree Clover,Plantae,60197,Fabaceae,Trifolium,Trifolium ciliolatum,
121360281,2022-06-06 15:13:43,2022-06-06,2022-06-06 22:13:43 UTC,Pacific Time (US & Canada),1460387,pemoore,Peggy Moore,2022-06-12 04:27:19 UTC,2024-09-17 22:34:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/121360281,https://inaturalist-open-data.s3.amazonaws.com/photos/205355821/medium.jpeg,,"",,2,0,false,2,"Ackerson Meadow, Tuolumne County, Yosemite National Park, CA 95389 USA",37.8392891599,-119.8385724798,4,,,,4,,,false,gps,gps,European field pansy,Viola arvensis,European field pansy,Plantae,55760,Violaceae,Viola,Viola arvensis,
121361333,2022-06-06 15:39:28,2022-06-06,2022-06-06 22:39:28 UTC,Pacific Time (US & Canada),1460387,pemoore,Peggy Moore,2022-06-12 04:41:03 UTC,2022-07-01 15:34:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/121361333,https://inaturalist-open-data.s3.amazonaws.com/photos/205358054/medium.jpeg,,"",,1,0,false,2,"Ackerson Meadow, Tuolumne County, Yosemite National Park, CA 95389 USA",37.8394265802,-119.837639071,6,,,,6,,open,false,gps,gps,Common Yarrow,Achillea millefolium,common yarrow,Plantae,52821,Asteraceae,Achillea,Achillea millefolium,
121362073,2022-06-06 16:39:43,2022-06-06,2022-06-06 23:39:43 UTC,Pacific Time (US & Canada),1460387,pemoore,Peggy Moore,2022-06-12 04:51:44 UTC,2022-06-12 13:28:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/121362073,https://inaturalist-open-data.s3.amazonaws.com/photos/205359509/medium.jpeg,,"",Annual; pedicels short 0.5-1.5 mm long; notch of capsule 0.2-0.5 mm deep; calyx segments equal; corolla white,1,0,false,2,"Ackerson Meadow, Tuolumne County, Yosemite National Park, CA 95389 USA",37.8398075956,-119.8385553807,4,,,,4,,open,false,gps,gps,Fremder Ehrenpreis,Veronica peregrina,Purslane Speedwell,Plantae,60317,Plantaginaceae,Veronica,Veronica peregrina,
121503255,2022/05/31 2:33 PM,2022-05-31,2022-05-31 21:33:00 UTC,Pacific Time (US & Canada),2145884,jerry171,Jerry James,2022-06-12 23:00:10 UTC,2023-02-16 18:55:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/121503255,https://inaturalist-open-data.s3.amazonaws.com/photos/205607532/medium.jpg,,"Hetch Hetchy area, Wildflowers",,1,0,false,,"Tuolumne County, CA, USA",37.8370770121,-119.8480234507,119,,,,119,,,false,,,true babystars,Leptosiphon bicolor,true babystars,Plantae,64245,Polemoniaceae,Leptosiphon,Leptosiphon bicolor,
121508823,2022/06/07 10:48 AM,2022-06-07,2022-06-07 17:48:00 UTC,Pacific Time (US & Canada),2145884,jerry171,Jerry James,2022-06-12 23:40:15 UTC,2023-02-16 18:53:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/121508823,https://inaturalist-open-data.s3.amazonaws.com/photos/205615337/medium.jpg,,Hetch Hetchy area,,1,0,false,,"Tuolumne County, CA, USA",37.8418880363,-119.8467553693,139,,,,139,,,false,,,mustang clover,Leptosiphon montanus,mustang clover,Plantae,77694,Polemoniaceae,Leptosiphon,Leptosiphon montanus,
121593620,2022/06/10 10:56 AM,2022-06-10,2022-06-10 17:56:00 UTC,Pacific Time (US & Canada),3093646,reptipods,Kuoni W,2022-06-13 15:09:02 UTC,2023-02-20 17:32:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/121593620,https://inaturalist-open-data.s3.amazonaws.com/photos/205775283/medium.jpeg,,"",,1,0,false,,"Tuolumne County, CA, USA",37.83687223,-119.8398151373,122,,,,122,,,false,,,thread linanthus,Leptosiphon filipes,thread linanthus,Plantae,77686,Polemoniaceae,Leptosiphon,Leptosiphon filipes,
121690949,2022-06-05 08:27:08,2022-06-05,2022-06-05 15:27:08 UTC,Pacific Time (US & Canada),111560,wsundstrom,,2022-06-14 04:14:40 UTC,2022-06-15 22:18:10 UTC,research,,https://www.inaturalist.org/observations/121690949,https://static.inaturalist.org/photos/205955261/medium.jpeg,,"",,3,0,false,2,"Groveland, CA 95321, USA",37.8358638889,-119.8474194444,,,,,,,,false,gps,gps,Sierra mariposa lily,Calochortus minimus,Sierra mariposa lily,Plantae,60549,Liliaceae,Calochortus,Calochortus minimus,
122574538,2022-06-19 10:19:05-07:00,2022-06-19,2022-06-19 17:19:05 UTC,Pacific Time (US & Canada),2299076,frankf,,2022-06-20 00:06:22 UTC,2022-06-20 00:29:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/122574538,https://inaturalist-open-data.s3.amazonaws.com/photos/207543881/medium.jpg,,"","",1,0,false,3,"Yosemite National Park, Groveland, CA, US",37.838395,-119.8400716667,48,,,,48,,,false,,,Calochortus superbus,Calochortus superbus,Superb Mariposa Lily,Plantae,51078,Liliaceae,Calochortus,Calochortus superbus,
125327757,2022-07-03 12:20:00-07:00,2022-07-03,2022-07-03 19:20:00 UTC,Pacific Time (US & Canada),1455261,thehyphaemovement,Justin Paulin,2022-07-08 17:16:25 UTC,2023-07-09 04:20:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/125327757,https://inaturalist-open-data.s3.amazonaws.com/photos/212525526/medium.jpg,,"",About 3dm,1,0,false,3,"Tuolumne County, US-CA, US",37.8353728771,-119.8471095234,8,,,,8,,,false,,,Linear-lobed Owl's-clover,Castilleja lineariloba,Linear-lobed Owl's-clover,Plantae,58327,Orobanchaceae,Castilleja,Castilleja lineariloba,
125327982,2022-07-03 12:22:35-07:00,2022-07-03,2022-07-03 19:22:35 UTC,Pacific Time (US & Canada),1455261,thehyphaemovement,Justin Paulin,2022-07-08 17:17:22 UTC,2022-07-08 21:56:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/125327982,https://inaturalist-open-data.s3.amazonaws.com/photos/212531827/medium.jpg,,"","",1,0,false,3,"Tuolumne County, US-CA, US",37.8352163646,-119.8471713923,8,,,,8,,open,false,,,Common Yarrow,Achillea millefolium,common yarrow,Plantae,52821,Asteraceae,Achillea,Achillea millefolium,
125328050,2022-07-03 12:23:19-07:00,2022-07-03,2022-07-03 19:23:19 UTC,Pacific Time (US & Canada),1455261,thehyphaemovement,Justin Paulin,2022-07-08 17:17:47 UTC,2022-08-12 16:18:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/125328050,https://inaturalist-open-data.s3.amazonaws.com/photos/212525840/medium.jpg,,"","",2,0,false,3,"Tuolumne County, US-CA, US",37.8352186875,-119.8471534703,6,,,,6,,,false,,,Anderson's thistle,Cirsium andersonii,Anderson's thistle,Plantae,69971,Asteraceae,Cirsium,Cirsium andersonii,
125328214,2022-07-03 12:28:19-07:00,2022-07-03,2022-07-03 19:28:19 UTC,Pacific Time (US & Canada),1455261,thehyphaemovement,Justin Paulin,2022-07-08 17:18:55 UTC,2022-07-08 21:19:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/125328214,https://inaturalist-open-data.s3.amazonaws.com/photos/212526227/medium.jpg,,"","",2,0,false,3,"Tuolumne County, US-CA, US",37.8352511874,-119.8469697712,6,,,,6,,,false,,,grand collomia,Collomia grandiflora,grand collomia,Plantae,61871,Polemoniaceae,Collomia,Collomia grandiflora,
125696121,2022-07-10 09:42:03-07:00,2022-07-10,2022-07-10 16:42:03 UTC,Pacific Time (US & Canada),20292,nicetim,Tim Giller,2022-07-10 22:49:40 UTC,2022-07-11 23:58:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/125696121,https://inaturalist-open-data.s3.amazonaws.com/photos/213184667/medium.jpg,,"","",1,0,false,3,"Yosemite National Park, Groveland, CA, US",37.8359,-119.8462533333,4,,,,4,,,false,,,Common Madia,Madia elegans,Common Madia,Plantae,56974,Asteraceae,Madia,Madia elegans,
126547923,2022-07-04 18:28:43-07:00,2022-07-04,2022-07-05 01:28:43 UTC,Pacific Time (US & Canada),1124429,eheisey,Eric Heisey,2022-07-16 21:39:46 UTC,2022-08-12 01:46:47 UTC,research,,https://www.inaturalist.org/observations/126547923,https://static.inaturalist.org/photos/214727187/medium.jpg,,"","",1,0,false,3,"Yosemite National Park, Groveland, CA, US",37.83725,-119.8410633333,9,,,,9,,,false,,,sticky Chinese houses,Collinsia tinctoria,sticky Chinese houses,Plantae,51850,Plantaginaceae,Collinsia,Collinsia tinctoria,
126548079,2022-07-04 17:50:14-07:00,2022-07-04,2022-07-05 00:50:14 UTC,Pacific Time (US & Canada),1124429,eheisey,Eric Heisey,2022-07-16 21:40:51 UTC,2022-08-10 00:07:24 UTC,research,,https://www.inaturalist.org/observations/126548079,https://static.inaturalist.org/photos/214727479/medium.jpg,,"","",1,0,false,3,"Yosemite National Park, Groveland, CA, US",37.836475,-119.8478166667,8,,,,8,,,false,,,Common Madia,Madia elegans,Common Madia,Plantae,56974,Asteraceae,Madia,Madia elegans,
129880716,2022-07-30 18:53:56,2022-07-30,2022-07-31 01:53:56 UTC,Pacific Time (US & Canada),1525980,goflowers,Sarah Wang,2022-08-07 20:17:30 UTC,2022-08-10 00:00:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/129880716,https://inaturalist-open-data.s3.amazonaws.com/photos/220784574/medium.jpeg,,"",,1,0,false,2,"Groveland, CA 95321, USA",37.8353857778,-119.8466480556,,,,,,,,false,gps,gps,Redstem Stork's-bill,Erodium cicutarium,Redstem Stork's-bill,Plantae,47687,Geraniaceae,Erodium,Erodium cicutarium,
129884557,2022-07-30 18:44:33,2022-07-30,2022-07-31 01:44:33 UTC,Pacific Time (US & Canada),1525980,goflowers,Sarah Wang,2022-08-07 20:41:52 UTC,2022-08-10 01:21:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/129884557,https://inaturalist-open-data.s3.amazonaws.com/photos/220791728/medium.jpeg,,"",,1,0,false,2,"Groveland, CA 95321, USA",37.8354211111,-119.8466881111,,,,,,,,false,gps,gps,Common Madia,Madia elegans,Common Madia,Plantae,56974,Asteraceae,Madia,Madia elegans,
130020418,2022/07/30 5:54 PM,2022-07-30,2022-07-31 00:54:00 UTC,Pacific Time (US & Canada),215669,naturesarchive,Michael Hawk,2022-08-08 19:47:41 UTC,2022-08-11 19:01:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/130020418,https://inaturalist-open-data.s3.amazonaws.com/photos/221048258/medium.jpg,,"",,2,0,false,,"Tuolumne County, CA, USA",37.8355216667,-119.8468333333,,,,,,,,false,,,Redstem Stork's-bill,Erodium cicutarium,Redstem Stork's-bill,Plantae,47687,Geraniaceae,Erodium,Erodium cicutarium,
130107478,2022-08-05 16:40:33-07:00,2022-08-05,2022-08-05 23:40:33 UTC,Pacific Time (US & Canada),4896841,zihanwei,,2022-08-09 13:56:19 UTC,2023-12-21 14:46:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/130107478,https://inaturalist-open-data.s3.amazonaws.com/photos/221211088/medium.jpg,,"","",2,0,false,3,"Yosemite National Park, Groveland, CA, US",37.8387622924,-119.8402261778,186,,,,186,,open,false,,,California black oak,Quercus kelloggii,California black oak,Plantae,49919,Fagaceae,Quercus,Quercus kelloggii,
130872116,2022/06/21 1:45 PM,2022-06-21,2022-06-21 20:45:00 UTC,Pacific Time (US & Canada),1894187,velodrome,"",2022-08-15 00:32:33 UTC,2022-08-19 03:50:57 UTC,research,CC-BY,https://www.inaturalist.org/observations/130872116,https://inaturalist-open-data.s3.amazonaws.com/photos/222628181/medium.jpg,,"","",1,0,false,,"Stanislaus National Forest, Tuolumne County, US-CA, US",37.8333916951,-119.8391256978,,,,,28329,,obscured,true,,,Watershield,Brasenia schreberi,Watershield,Plantae,75867,Cabombaceae,Brasenia,Brasenia schreberi,
140415456,2022-05-22 16:03:36-07:00,2022-05-22,2022-05-22 23:03:36 UTC,Pacific Time (US & Canada),1120329,mreala,Matt Reala,2022-10-29 19:24:11 UTC,2022-10-29 21:00:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140415456,https://inaturalist-open-data.s3.amazonaws.com/photos/240354853/medium.jpg,,"","",1,0,false,3,"Yosemite National Park, Groveland, CA, US",37.8364833333,-119.845895,4,,,,4,,,false,,,Goosefoot violet,Viola purpurea,Goosefoot violet,Plantae,70391,Violaceae,Viola,Viola purpurea,
140415724,2022-05-22 16:06:43-07:00,2022-05-22,2022-05-22 23:06:43 UTC,Pacific Time (US & Canada),1120329,mreala,Matt Reala,2022-10-29 19:26:19 UTC,2022-10-29 19:46:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140415724,https://inaturalist-open-data.s3.amazonaws.com/photos/240355379/medium.jpg,,"","",1,0,false,3,"Yosemite National Park, Groveland, CA, US",37.8361783333,-119.845695,8,,,,8,,,false,,,smooth horsetail,Equisetum laevigatum,smooth horsetail,Plantae,63870,Equisetaceae,Equisetum,Equisetum laevigatum,
140415869,2022-05-22 16:11:27-07:00,2022-05-22,2022-05-22 23:11:27 UTC,Pacific Time (US & Canada),1120329,mreala,Matt Reala,2022-10-29 19:27:27 UTC,2022-10-29 19:46:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/140415869,https://inaturalist-open-data.s3.amazonaws.com/photos/240355651/medium.jpg,,"","",1,0,false,3,"Yosemite National Park, Groveland, CA, US",37.835575,-119.8458466667,22,,,,22,,,false,,,American bistort,Bistorta bistortoides,American bistort,Plantae,75770,Polygonaceae,Bistorta,Bistorta bistortoides,
153699840,2022/07/13 11:29 PM,2022-07-13,2022-07-14 06:29:00 UTC,Pacific Time (US & Canada),760570,toriecology,Torie Caldwell,2023-04-06 16:22:22 UTC,2023-06-10 17:44:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/153699840,https://static.inaturalist.org/photos/265493791/medium.jpeg,,"",,2,0,false,,"Tuolumne County, CA, USA",37.8389889068,-119.8368635549,1121,,,,1121,,,false,,,Sheep's sorrel,Rumex acetosella,Sheep's sorrel,Plantae,53195,Polygonaceae,Rumex,Rumex acetosella,
162092694,2023-05-16 12:44:03-07:00,2023-05-16,2023-05-16 19:44:03 UTC,Pacific Time (US & Canada),6633612,disco___very,Preston Ernest,2023-05-17 05:32:08 UTC,2023-05-17 14:37:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162092694,https://inaturalist-open-data.s3.amazonaws.com/photos/280244602/medium.jpg,,"","",1,0,false,3,"Yosemite National Park, Groveland, CA, US",37.8347783333,-119.8463283333,4,,,,4,,,false,,,hookedspur violet,Viola adunca,hookedspur violet,Plantae,53328,Violaceae,Viola,Viola adunca,
162092764,2023-05-16 12:44:37-07:00,2023-05-16,2023-05-16 19:44:37 UTC,Pacific Time (US & Canada),6633612,disco___very,Preston Ernest,2023-05-17 05:33:09 UTC,2023-05-18 01:18:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162092764,https://inaturalist-open-data.s3.amazonaws.com/photos/280244761/medium.jpg,,"","",1,0,false,3,"Yosemite National Park, Groveland, CA, US",37.8347783333,-119.8463616667,4,,,,4,,,false,,,Sierra mariposa lily,Calochortus minimus,Sierra mariposa lily,Plantae,60549,Liliaceae,Calochortus,Calochortus minimus,
162092935,2023-05-16 12:48:49-07:00,2023-05-16,2023-05-16 19:48:49 UTC,Pacific Time (US & Canada),6633612,disco___very,Preston Ernest,2023-05-17 05:35:36 UTC,2023-05-17 05:41:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162092935,https://inaturalist-open-data.s3.amazonaws.com/photos/280245139/medium.jpg,,"","",1,0,false,3,"Groveland, CA, US",37.8354966667,-119.845475,4,,,,4,,open,false,,,Iris missouriensis,Iris missouriensis,western blue flag,Plantae,57730,Iridaceae,Iris,Iris missouriensis,
162093167,2023-05-16 13:02:31-07:00,2023-05-16,2023-05-16 20:02:31 UTC,Pacific Time (US & Canada),6633612,disco___very,Preston Ernest,2023-05-17 05:38:13 UTC,2024-03-13 06:42:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162093167,https://inaturalist-open-data.s3.amazonaws.com/photos/280245496/medium.jpg,,"","",1,0,false,3,"Yosemite National Park, Groveland, CA, US",37.8362583333,-119.8458716667,4,,,,4,,,false,,,Menzies' baby blue eyes,Nemophila menziesii,Menzies' baby blue eyes,Plantae,50648,Boraginaceae,Nemophila,Nemophila menziesii,
162093346,2023-05-16 13:10:12-07:00,2023-05-16,2023-05-16 20:10:12 UTC,Pacific Time (US & Canada),6633612,disco___very,Preston Ernest,2023-05-17 05:41:32 UTC,2023-10-28 17:38:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162093346,https://inaturalist-open-data.s3.amazonaws.com/photos/280245986/medium.jpg,,"","",1,0,false,3,"Groveland, CA, US",37.836655,-119.8455366667,4,,,,4,,,false,,,true babystars,Leptosiphon bicolor,true babystars,Plantae,64245,Polemoniaceae,Leptosiphon,Leptosiphon bicolor,
162093550,2023-05-16 13:22:41-07:00,2023-05-16,2023-05-16 20:22:41 UTC,Pacific Time (US & Canada),6633612,disco___very,Preston Ernest,2023-05-17 05:44:21 UTC,2024-09-18 16:51:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162093550,https://inaturalist-open-data.s3.amazonaws.com/photos/280246435/medium.jpg,,"","",2,0,false,3,"Yosemite National Park, Groveland, CA, US",37.8369866667,-119.8438416667,4,,,,4,,,false,,,European field pansy,Viola arvensis,European field pansy,Plantae,55760,Violaceae,Viola,Viola arvensis,
162093650,2023-05-16 13:24:55-07:00,2023-05-16,2023-05-16 20:24:55 UTC,Pacific Time (US & Canada),6633612,disco___very,Preston Ernest,2023-05-17 05:45:48 UTC,2023-05-17 16:12:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162093650,https://inaturalist-open-data.s3.amazonaws.com/photos/280246672/medium.jpg,,"","",1,0,false,3,"Yosemite National Park, Groveland, CA, US",37.8371283333,-119.8438416667,4,,,,4,,,false,,,Stängelumfassende Taubnessel,Lamium amplexicaule,henbit deadnettle,Plantae,55459,Lamiaceae,Lamium,Lamium amplexicaule,
162094082,2023-05-16 13:33:10-07:00,2023-05-16,2023-05-16 20:33:10 UTC,Pacific Time (US & Canada),6633612,disco___very,Preston Ernest,2023-05-17 05:51:34 UTC,2023-05-17 09:53:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162094082,https://inaturalist-open-data.s3.amazonaws.com/photos/280247484/medium.jpg,,"","",1,0,false,3,"Yosemite National Park, Groveland, CA, US",37.83773,-119.842445,4,,,,4,,,false,,,Menzies' baby blue eyes,Nemophila menziesii,Menzies' baby blue eyes,Plantae,50648,Boraginaceae,Nemophila,Nemophila menziesii,
162094141,2023-05-16 13:34:43-07:00,2023-05-16,2023-05-16 20:34:43 UTC,Pacific Time (US & Canada),6633612,disco___very,Preston Ernest,2023-05-17 05:52:33 UTC,2024-09-18 16:51:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162094141,https://inaturalist-open-data.s3.amazonaws.com/photos/280247621/medium.jpg,,"","",2,0,false,3,"Yosemite National Park, Groveland, CA, US",37.83783,-119.8421033333,4,,,,4,,,false,,,European field pansy,Viola arvensis,European field pansy,Plantae,55760,Violaceae,Viola,Viola arvensis,
