family,day,month,year,species,recordedBy
Poaceae,11,6,1994,Echinopogon caespitosus,"Keith, D."
Poaceae,24,11,1994,Echinopogon caespitosus,"Dalby, J.M. | Macfarlane, T.D. | Jacobs, S.W.L."
Asteraceae,6,4,1975,Eclipta platyglossa,"Coveny, R.G."
Hydrocharitaceae,5,1,1973,Egeria densa,"Coveny, R.G.; Coveny, R."
Hydrocharitaceae,5,1,1973,Egeria densa,"Coveny, R.G.; Coveny, R."
Elaeocarpaceae,2,2,1949,Elaeocarpus reticulatus,"Ford, N.C."
Elaeocarpaceae,21,1,2015,Elaeocarpus reticulatus,"van der Merwe, M. | Rossetto, M. | Summerell, B. | Benson, D.H."
Celastraceae,5,7,1933,Elaeodendron australe,"Fraser, L.R."
Celastraceae,27,3,1958,Elaeodendron australe,"Evans, O.D.; Blaxell, D.F."
Celastraceae,7,5,1958,Elaeodendron australe,"Blaxell, D.F."
Celastraceae,7,5,1958,Elaeodendron australe,"Blaxell, D.F."
Celastraceae,12,6,1966,Elaeodendron australe,"Coveny, R.G."
Celastraceae,4,7,1969,Elaeodendron australe,"Coveny, R.G.; Coveny RG"
Celastraceae,21,4,1977,Elaeodendron australe,"Coveny, R.G. | Lander, N.S."
Celastraceae,29,3,1978,Elaeodendron australe,"Coveny, R.G."
Celastraceae,3,2,1984,Elaeodendron australe,"Stricker, P.G.; Wiecek, B.M."
Celastraceae,20,6,1993,Elaeodendron australe,"French, K.|Williams, J.; NSWOBS-16184;OPJGI0001793"
Celastraceae,14,10,2012,Elaeodendron australe,"Dalrymple, R.; Ocock, J."
Celastraceae,14,10,2012,Elaeodendron australe,"Dalrymple, R.; Ocock, J."
Celastraceae,24,3,2019,Elaeodendron australe,"Arney, J.|Nagle, P.; OPUR15071301;OLHP23083000"
Cyperaceae,4,5,1975,Eleocharis gracilis,"Coveny, R.G. | Hind, P.D.; Coveny, R.; Hind, P."
Cyperaceae,22,12,1965,Eleocharis minuta,"Constable, E.F."
Cyperaceae,13,6,1976,Eleocharis minuta,"Coveny, R.G.; Coveny, R."
Cyperaceae,1,4,1983,Eleocharis sphacelata,"Chalson, J."
Rhamnaceae,2,7,1950,Emmenosperma alphitonioides,"Whaite, T.M."
Rhamnaceae,NA,12,1952,Emmenosperma alphitonioides,"Roughley, L."
Rhamnaceae,NA,NA,1957,Emmenosperma alphitonioides,"Williams, J.B."
Rhamnaceae,13,10,2012,Emmenosperma alphitonioides,"Dalrymple, R."
Restionaceae,15,9,1888,Empodisma minus,"Maiden, J.H."
Restionaceae,8,11,1950,Empodisma minus,"Mair, H.K.C. | Constable, E.F.; Mair, H.K.;Constable, E.F."
Restionaceae,8,11,1950,Empodisma minus,"Mair, H.K.C. | Constable, E.F.; Mair, H.K.;Constable, E.F."
Restionaceae,19,8,1989,Empodisma minus,"Briggs, B.G. | Johnson, L.A.S."
Restionaceae,24,1,1992,Empodisma minus,"Briggs, B.G."
Lauraceae,NA,1,1960,Endiandra sieberi,"Williams, J.B."
Lauraceae,NA,NA,1985,Endiandra sieberi,"Panayiotou, B."
Poaceae,NA,11,1925,Entolasia marginata,"Evans, O.D."
Poaceae,26,1,1927,Entolasia marginata,"Black, R.A."
Poaceae,26,1,1927,Entolasia marginata,"Black, R.A."
Poaceae,16,4,1931,Entolasia marginata,"Hubbard, C.E."
Poaceae,8,4,1932,Entolasia marginata,"Rodway, F.A."
Poaceae,6,12,1957,Entolasia marginata,"Blaxell, D.F."
Poaceae,1,12,1972,Entolasia marginata,"Winterhalder, E.K."
Poaceae,4,5,1975,Entolasia marginata,"Coveny, R.G. | Hind, P.D."
Poaceae,5,12,1975,Entolasia marginata,"Howard, T.M."
Poaceae,1,4,1983,Entolasia marginata,"Chalson, J."
Poaceae,15,11,1983,Entolasia marginata,"Wiecek, B.M.; Stricker, P.G."
Poaceae,17,6,2002,Entolasia marginata,COVRG
Poaceae,17,6,2002,Entolasia marginata,COVRG
Poaceae,26,11,1911,Entolasia stricta,"Cleland, J.B."
Poaceae,21,1,2015,Entolasia stricta,"van der Merwe, M. | Rossetto, M. | Summerell, B. | Benson, D.H."
Poaceae,14,3,2016,Entolasia stricta,"Taseski, G.M."
Poaceae,27,5,1973,Entolasia whiteana,"Coveny, R.G."
Ericaceae,8,9,1951,Epacris coriacea,"Bowden, I."
Ericaceae,18,8,1985,Epacris coriacea,"Mills, K.; MILK-NO"
Ericaceae,24,8,1932,Epacris longiflora,"White, C.T."
Ericaceae,31,5,1939,Epacris longiflora,"Rodway, F.A."
Ericaceae,1,11,1942,Epacris longiflora,"McBarron, E.J."
Ericaceae,23,8,1952,Epacris longiflora,"Lothian, T.R.N."
Ericaceae,16,6,1956,Epacris longiflora,"Gray, J.M."
Ericaceae,3,5,1957,Epacris longiflora,"Gray, J.M."
Ericaceae,4,5,1957,Epacris longiflora,"Gray, J.M."
Ericaceae,NA,8,1962,Epacris longiflora,"Ashton, D.H."
Ericaceae,31,5,1969,Epacris longiflora,leg. ign.
Ericaceae,28,8,1970,Epacris longiflora,"Hain, B."
Ericaceae,21,3,1972,Epacris longiflora,"Bisby, R.; Coveny, R.G. | Bisby, R.; Bisby, R.; Coveny, R."
Ericaceae,21,3,1972,Epacris longiflora,"Bisby, R.; Coveny, R.G. | Bisby, R.; Bisby, R.; Coveny, R."
Ericaceae,16,9,1975,Epacris longiflora,"Powell, J.M.; Powell, J.M. | Seur, J."
Ericaceae,16,9,1975,Epacris longiflora,"Powell, J.M.; Powell, J.M. | Seur, J."
Ericaceae,21,8,1981,Epacris longiflora,NA
Ericaceae,13,6,1982,Epacris longiflora,NA
Ericaceae,6,5,1987,Epacris longiflora,"Hunter, J.T."
Ericaceae,29,8,1988,Epacris longiflora,"Crowden, R.K."
Ericaceae,2,11,1991,Epacris longiflora,"D'Orazio, R."
Ericaceae,16,3,1992,Epacris longiflora,"D'Orazio, R. | Tozer, M.E. | Doust, A.N.L."
Ericaceae,20,10,1992,Epacris longiflora,"Ashby, E.|Metcalfe, L.; NSWOBS-00411;NSWOBS-10335"
Ericaceae,16,5,2006,Epacris longiflora,"Pedersen, S."
Ericaceae,NA,10,1889,Epacris microphylla,"B[etche], E."
Ericaceae,NA,8,1921,Epacris microphylla,"Anderson | Boorman, J.L."
Ericaceae,24,8,1932,Epacris microphylla,"White, C.T."
Ericaceae,26,7,1933,Epacris microphylla,"Rodway, F.A."
Ericaceae,19,9,1942,Epacris microphylla,"Gilbert, L.A.J."
Ericaceae,14,7,1946,Epacris microphylla,"Ford, N.C."
Ericaceae,3,8,1956,Epacris microphylla,"Gray, J.M."
Ericaceae,21,8,1960,Epacris microphylla,"Green, J.W."
Ericaceae,5,10,1961,Epacris microphylla,"Reichstein, T."
Ericaceae,9,10,1961,Epacris microphylla,"Goode, R.H."
Ericaceae,NA,9,1962,Epacris microphylla,"Gittins, C.H."
Ericaceae,NA,9,1963,Epacris microphylla,"Burkitt, S."
Ericaceae,NA,8,1964,Epacris microphylla,"Debenham, C."
Ericaceae,28,8,1970,Epacris microphylla,"Hain, B."
Ericaceae,16,9,1975,Epacris microphylla,"Powell, J.M.; Powell, J.M. | Seur, J."
Ericaceae,16,9,1975,Epacris microphylla,"Powell, J.M.; Powell, J.M. | Seur, J."
Ericaceae,15,9,1981,Epacris microphylla,"James, T.A. | Coveny, R.G."
Ericaceae,10,7,1985,Epacris microphylla,"Crowden, R.K."
Ericaceae,6,12,1987,Epacris microphylla,"Davies, F.E."
Ericaceae,28,8,1988,Epacris microphylla,"Crowden, R.K.|Menadue, Y."
Ericaceae,9,9,1990,Epacris microphylla,"Corbett, S.R."
Ericaceae,9,9,1990,Epacris microphylla,"Corbett, S.R."
Ericaceae,20,10,1992,Epacris microphylla,"Ashby, E.|Metcalfe, L.; NSWOBS-00411;NSWOBS-10335"
Ericaceae,31,7,1997,Epacris microphylla,"Jobson, P.C. | Brown, E.A."
Ericaceae,18,10,2005,Epacris microphylla,"Nelson, I.I."
Ericaceae,16,5,2006,Epacris microphylla,"Pedersen, S."
Ericaceae,28,7,2008,Epacris microphylla,"Kodela, P.G. | Coveny, R.G. | Indsto, J.O."
Ericaceae,6,11,2009,Epacris microphylla,"Johnstone, R.L. | Errington, G.; OMHL07040300;OGRE12022000; Johnstone, R.L.;Errington, G."
Ericaceae,6,11,2009,Epacris microphylla,"Johnstone, R.L. | Errington, G.; OMHL07040300;OGRE12022000; Johnstone, R.L.;Errington, G."
Ericaceae,9,10,2012,Epacris microphylla,"Dalrymple, R."
Ericaceae,13,8,1914,Epacris obtusifolia,"Maiden, J.H."
Ericaceae,13,8,1914,Epacris obtusifolia,"Maiden, J.H."
Ericaceae,NA,9,1921,Epacris obtusifolia,"Anderson, R. | Boorman, J.L."
Ericaceae,16,8,1927,Epacris obtusifolia,"Evans, O.D."
Ericaceae,16,8,1927,Epacris obtusifolia,"Evans, O.D."
Ericaceae,22,7,1933,Epacris obtusifolia,"Tillyard, F."
Ericaceae,22,9,1949,Epacris obtusifolia,"Haysom, N.M."
Ericaceae,9,9,1950,Epacris obtusifolia,"Johnson, L.A.S."
Ericaceae,NA,1,1952,Epacris obtusifolia,"Gittins, C.H."
Ericaceae,24,8,1952,Epacris obtusifolia,"Garden, J."
Ericaceae,29,8,1957,Epacris obtusifolia,"Gray, J.M."
Ericaceae,16,11,1960,Epacris obtusifolia,"Green, J.W."
Ericaceae,NA,9,1964,Epacris obtusifolia,"Debenham, C."
Ericaceae,16,9,1975,Epacris obtusifolia,"Powell, J.M. | Seur, J."
Ericaceae,15,9,1981,Epacris obtusifolia,"James, T. | Coveny, R.G."
Ericaceae,NA,4,1983,Epacris obtusifolia,"Crowden, R.K."
Ericaceae,NA,7,1985,Epacris obtusifolia,"Crowden, R.K."
Ericaceae,22,9,1986,Epacris obtusifolia,"Rodd, A.N. | Abell, P.G. | Smith, M.A."
Ericaceae,21,7,1988,Epacris obtusifolia,"Powell, J.M."
Ericaceae,28,8,1988,Epacris obtusifolia,"Crowden, R.K.|Menadue, Y."
Ericaceae,9,9,1990,Epacris obtusifolia,"Corbett, S.R."
Ericaceae,5,9,1991,Epacris obtusifolia,"Kennedy, M. | Davies, S."
Ericaceae,20,10,1992,Epacris obtusifolia,"Ashby, E.|Metcalfe, L.; NSWOBS-00411;NSWOBS-10335"
Ericaceae,31,7,1997,Epacris obtusifolia,"Jobson, P.C. | Brown, E.A."
Ericaceae,23,9,1998,Epacris obtusifolia,"Weston, P.H. | Bernhardt, P. | Kurzweil, H."
Ericaceae,9,10,2012,Epacris obtusifolia,"Dalrymple, R."
Ericaceae,27,2,1887,Epacris pulchella,"Fletcher, J.J."
Ericaceae,NA,4,1899,Epacris pulchella,"Camfield, J.H."
Ericaceae,NA,3,1918,Epacris pulchella,"Boorman, J.L."
Ericaceae,24,3,1928,Epacris pulchella,"Black, R.A."
Ericaceae,16,4,1931,Epacris pulchella,"Hubbard, C.E."
Ericaceae,14,7,1946,Epacris pulchella,"Ford, N.C."
Ericaceae,18,3,1961,Epacris pulchella,"Filson, R.B."
Ericaceae,21,3,1972,Epacris pulchella,"Coveny, R.G. | Bisby, R.; Bisby, R.; Coveny, R."
Ericaceae,7,6,1982,Epacris pulchella,NA
Ericaceae,13,6,1982,Epacris pulchella,NA
Ericaceae,17,1,1984,Epacris pulchella,"Crowden, R.K."
Ericaceae,16,3,1992,Epacris pulchella,"D'Orazio, R. | Tozer, M.E. | Doust, A.N.L."
Ericaceae,16,5,2006,Epacris pulchella,"Pedersen, S."
Ericaceae,27,2,1889,Epacris purpurascens,"Fletcher, J.J."
Ericaceae,1,1,1921,Epacris purpurascens,"Hamilton, A.A.;White, C.T."
Onagraceae,29,3,1978,Epilobium billardiereanum,"Coveny, R.G."
Onagraceae,16,2,2002,Epilobium billardiereanum,"Jobson, P.C. | Hart, J.M."
Onagraceae,15,12,1969,Epilobium hirtigerum,"Briggs, B.G."
Poaceae,1,3,1930,Eragrostis brownii,NA
Poaceae,9,4,1969,Eragrostis brownii,John R. Maconochie
Poaceae,1,4,1983,Eragrostis brownii,"Chalson, J."
Poaceae,21,1,2015,Eragrostis brownii,"van der Merwe, M. | Rossetto, M. | Summerell, B. | Benson, D.H."
Poaceae,4,2,1928,Eragrostis cilianensis,"Black, R.A."
Poaceae,29,5,1981,Eragrostis tenuifolia,"Thiele, K.R."
Poaceae,4,2,1928,Eragrostis trachycarpa,"Black, R.A."
Poaceae,4,2,1928,Eragrostis trachycarpa,"Black, R.A."
Asteraceae,14,2,1984,Erechtites valerianifolius,"Ridgeway, A."
Poaceae,20,5,1978,Eriachne glabrata,"Coveny, R.G."
Ericaceae,6,9,1992,Erica lusitanica,"Klaphake, V."
Asteraceae,1,4,1983,Erigeron sumatrensis,"Chalson, J."
Eriocaulaceae,27,5,1973,Eriocaulon scariosum,"Coveny, R.G."
Rutaceae,NA,9,1924,Eriostemon australasius,"Welch, M.B."
Rutaceae,25,9,1927,Eriostemon australasius,"Hart, T.S."
Rutaceae,18,9,1953,Eriostemon australasius,"Eames, A.J. | Hotchkins, A.T."
Rutaceae,NA,10,1956,Eriostemon australasius,"Debenham, C."
Rutaceae,5,10,1961,Eriostemon australasius,"Reichstein, T."
Rutaceae,6,11,1971,Eriostemon australasius,"Berg, R.Y."
Rutaceae,6,12,1987,Eriostemon australasius,"Davies, F.E.; Davies, F.E.; Mulcahy, T."
Rutaceae,6,12,1987,Eriostemon australasius,"Davies, F.E.; Davies, F.E.; Mulcahy, T."
Rutaceae,12,11,2008,Eriostemon australasius,"Gibbs, A.K. | Wilson, K.L. | Bruhl, J.J.; Gibbs, A.K."
Orchidaceae,1,12,1902,Erythrorchis cassythoides,NA
Orchidaceae,18,10,1924,Erythrorchis cassythoides,"Scammell, G.V."
Myrtaceae,15,3,1992,Eucalyptus agglomerata,"D'Orazio, R. | Tozer, M.E. | Doust, A.N.L."
Myrtaceae,21,4,1984,Eucalyptus apiculata,"Mills, K.; MILK-NO"
Myrtaceae,NA,6,1897,Eucalyptus botryoides,"Camfield, J.H."
Myrtaceae,NA,2,1898,Eucalyptus botryoides,"Camfield, J.H."
Myrtaceae,1,7,1905,Eucalyptus botryoides,"Cambage, R.H.; Maiden, J.H. | Cambage, R.H.; Maiden, J.H."
Myrtaceae,1,7,1905,Eucalyptus botryoides,"Cambage, R.H.; Maiden, J.H. | Cambage, R.H.; Maiden, J.H."
Myrtaceae,15,12,1968,Eucalyptus botryoides,"Dunlop, C.; Dunlop, C.R."
Myrtaceae,15,12,1968,Eucalyptus botryoides,"Dunlop, C.; Dunlop, C.R."
Myrtaceae,6,5,1971,Eucalyptus botryoides,"Brooker, M.I.H.; Brooker, M.I."
Myrtaceae,6,5,1971,Eucalyptus botryoides,"Brooker, M.I.H.; Brooker, M.I."
Myrtaceae,21,1,2015,Eucalyptus botryoides,"van der Merwe, M. | Rossetto, M. | Summerell, B. | Benson, D.H."
Myrtaceae,NA,12,1895,Eucalyptus burgessiana,NA
Myrtaceae,NA,12,1895,Eucalyptus burgessiana,NA
Myrtaceae,5,9,1897,Eucalyptus burgessiana,NA
Myrtaceae,28,6,1902,Eucalyptus burgessiana,"Cambage, R.H."
Myrtaceae,8,6,1903,Eucalyptus burgessiana,"Cambage, R.H."
Myrtaceae,NA,8,1915,Eucalyptus burgessiana,NA
Myrtaceae,13,5,1928,Eucalyptus burgessiana,NA
Myrtaceae,NA,11,1936,Eucalyptus burgessiana,"Blakely, W.F."
Myrtaceae,NA,11,1936,Eucalyptus burgessiana,"Blakely, W.F."
Myrtaceae,NA,2,1947,Eucalyptus burgessiana,NA
Myrtaceae,10,9,1950,Eucalyptus burgessiana,NA
Myrtaceae,23,12,1950,Eucalyptus burgessiana,NA
Myrtaceae,2,4,1961,Eucalyptus burgessiana,"Croucher, P."
Myrtaceae,15,12,1968,Eucalyptus burgessiana,"Dunlop, C.R.; Dunlop, C."
Myrtaceae,15,12,1968,Eucalyptus burgessiana,"Dunlop, C.R.; Dunlop, C."
Myrtaceae,27,4,1969,Eucalyptus burgessiana,NA
Myrtaceae,4,5,1969,Eucalyptus burgessiana,"Phillips, M.E."
Myrtaceae,4,5,1969,Eucalyptus burgessiana,"Phillips, M.E."
Myrtaceae,4,5,1969,Eucalyptus burgessiana,"Phillips, M.E."
Myrtaceae,31,3,1971,Eucalyptus burgessiana,"O'Hara, J.|Coveny, R.; J.O'Hara; Coveny, R."
Myrtaceae,31,3,1971,Eucalyptus burgessiana,"O'Hara, J.|Coveny, R.; J.O'Hara; Coveny, R."
Myrtaceae,31,3,1971,Eucalyptus burgessiana,"O'Hara, J.|Coveny, R.; J.O'Hara; Coveny, R."
Myrtaceae,31,3,1971,Eucalyptus burgessiana,"O'Hara, J.|Coveny, R.; J.O'Hara; Coveny, R."
Myrtaceae,6,5,1971,Eucalyptus burgessiana,"Brooker, M.I.H."
Myrtaceae,6,5,1971,Eucalyptus burgessiana,"Brooker, M.I.H."
Myrtaceae,6,5,1971,Eucalyptus burgessiana,"Brooker, M.I.H."
Myrtaceae,6,5,1971,Eucalyptus burgessiana,"Brooker, M.I.H."
Myrtaceae,21,8,1972,Eucalyptus burgessiana,NA
Myrtaceae,21,8,1972,Eucalyptus burgessiana,NA
Myrtaceae,21,8,1972,Eucalyptus burgessiana,NA
Myrtaceae,21,8,1972,Eucalyptus burgessiana,NA
Myrtaceae,21,8,1972,Eucalyptus burgessiana,NA
Myrtaceae,21,8,1972,Eucalyptus burgessiana,NA
Myrtaceae,21,8,1972,Eucalyptus burgessiana,NA
Myrtaceae,21,8,1972,Eucalyptus burgessiana,NA
Myrtaceae,21,8,1972,Eucalyptus burgessiana,NA
Myrtaceae,21,8,1972,Eucalyptus burgessiana,NA
Myrtaceae,21,8,1972,Eucalyptus burgessiana,NA
Myrtaceae,21,8,1972,Eucalyptus burgessiana,NA
Myrtaceae,19,5,1973,Eucalyptus burgessiana,NA
Myrtaceae,22,10,1977,Eucalyptus burgessiana,NA
Myrtaceae,22,10,1977,Eucalyptus burgessiana,NA
Myrtaceae,17,3,1978,Eucalyptus burgessiana,"Briggs, J.D."
Myrtaceae,21,4,1986,Eucalyptus burgessiana,"Crisp, M.D.; Crisp, M.D. | Weston, P.H."
Myrtaceae,21,4,1986,Eucalyptus burgessiana,"Crisp, M.D.; Crisp, M.D. | Weston, P.H."
Myrtaceae,21,4,1986,Eucalyptus burgessiana,"Crisp, M.D.; Crisp, M.D. | Weston, P.H."
Myrtaceae,21,4,1986,Eucalyptus burgessiana,"Crisp, M.D.; Crisp, M.D. | Weston, P.H."
Myrtaceae,21,4,1986,Eucalyptus burgessiana,"Crisp, M.D.; Crisp, M.D. | Weston, P.H."
Myrtaceae,21,4,1986,Eucalyptus burgessiana,"Crisp, M.D.; Crisp, M.D. | Weston, P.H."
Myrtaceae,2,11,1991,Eucalyptus burgessiana,NA
Myrtaceae,20,10,1992,Eucalyptus burgessiana,NA
Myrtaceae,2,12,1993,Eucalyptus burgessiana,NA
Myrtaceae,6,7,2000,Eucalyptus burgessiana,NA
Myrtaceae,6,7,2000,Eucalyptus burgessiana,NA
Myrtaceae,12,7,2005,Eucalyptus burgessiana,NA
Myrtaceae,19,7,2012,Eucalyptus burgessiana,NA
Myrtaceae,19,7,2012,Eucalyptus burgessiana,NA
Myrtaceae,19,7,2012,Eucalyptus burgessiana,NA
Myrtaceae,19,7,2012,Eucalyptus burgessiana,NA
Myrtaceae,19,7,2012,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,31,10,2013,Eucalyptus burgessiana,NA
Myrtaceae,16,5,2014,Eucalyptus burgessiana,NA
Myrtaceae,5,6,1916,Eucalyptus camfieldii,"Cambage, R.H.; CAMRH"
Myrtaceae,5,6,1916,Eucalyptus camfieldii,"Cambage, R.H.; CAMRH"
Myrtaceae,5,8,1945,Eucalyptus camfieldii,"Cameron, A.K."
Myrtaceae,5,8,1945,Eucalyptus camfieldii,"Cameron, A.K."
Myrtaceae,24,8,1952,Eucalyptus camfieldii,"Blake, S.T."
Myrtaceae,24,8,1952,Eucalyptus camfieldii,"Blake, S.T."
Myrtaceae,11,2,1961,Eucalyptus camfieldii,"Burgess, C."
Myrtaceae,1,1,1962,Eucalyptus camfieldii,NA
Myrtaceae,28,1,1962,Eucalyptus camfieldii,MCKH
Myrtaceae,1,11,1962,Eucalyptus camfieldii,NA
Myrtaceae,23,5,1963,Eucalyptus camfieldii,"Hallam, N.D."
Myrtaceae,11,8,1964,Eucalyptus camfieldii,"Blaxell, D.F.; BLADF"
Myrtaceae,11,8,1964,Eucalyptus camfieldii,"Blaxell, D.F.; BLADF"
Myrtaceae,27,4,1969,Eucalyptus camfieldii,"Coveny, R.G.; COVR"
Myrtaceae,27,4,1969,Eucalyptus camfieldii,"Coveny, R.G.; COVR"
Myrtaceae,16,6,1972,Eucalyptus camfieldii,"Hall, N.; OPXE9904122T"
Myrtaceae,16,6,1972,Eucalyptus camfieldii,"Hall, N.; OPXE9904122T"
Myrtaceae,16,6,1972,Eucalyptus camfieldii,"Hall, N.; OPXE9904122T"
Myrtaceae,16,6,1972,Eucalyptus camfieldii,"Hall, N.; OPXE9904122T"
Myrtaceae,16,6,1972,Eucalyptus camfieldii,"Hall, N.; OPXE9904122T"
Myrtaceae,16,6,1972,Eucalyptus camfieldii,"Hall, N.; OPXE9904122T"
Myrtaceae,16,6,1972,Eucalyptus camfieldii,"Hall, N.; OPXE9904122T"
Myrtaceae,16,6,1972,Eucalyptus camfieldii,"Hall, N.; OPXE9904122T"
Myrtaceae,16,6,1972,Eucalyptus camfieldii,"Hall, N.; OPXE9904122T"
Myrtaceae,16,6,1972,Eucalyptus camfieldii,"Hall, N.; OPXE9904122T"
Myrtaceae,16,6,1972,Eucalyptus camfieldii,"Hall, N.; OPXE9904122T"
Myrtaceae,16,6,1972,Eucalyptus camfieldii,"Hall, N.; OPXE9904122T"
Myrtaceae,19,5,1973,Eucalyptus camfieldii,"Coveny, R.G.; COVR"
Myrtaceae,19,5,1973,Eucalyptus camfieldii,"Coveny, R.G.; COVR"
Myrtaceae,16,1,1974,Eucalyptus camfieldii,"Gill, B."
Myrtaceae,8,7,1976,Eucalyptus camfieldii,"Beadle, N.C.W."
Myrtaceae,8,7,1976,Eucalyptus camfieldii,"Beadle, N.C.W."
Myrtaceae,17,3,1978,Eucalyptus camfieldii,"Briggs, J.D."
Myrtaceae,17,3,1978,Eucalyptus camfieldii,"Briggs, J.D."
Myrtaceae,17,11,1982,Eucalyptus camfieldii,"Ladiges, P.Y."
Myrtaceae,17,11,1982,Eucalyptus camfieldii,"Ladiges, P.Y."
Myrtaceae,17,11,1982,Eucalyptus camfieldii,"Ladiges, P.Y."
Myrtaceae,17,11,1982,Eucalyptus camfieldii,"Ladiges, P.Y."
Myrtaceae,17,11,1982,Eucalyptus camfieldii,"Ladiges, P.Y."
Myrtaceae,17,11,1982,Eucalyptus camfieldii,"Ladiges, P.Y."
Myrtaceae,17,11,1982,Eucalyptus camfieldii,"Ladiges, P.Y."
Myrtaceae,17,11,1982,Eucalyptus camfieldii,"Ladiges, P.Y."
Myrtaceae,22,6,1985,Eucalyptus camfieldii,"Mills, K.; MILK-NO"
Myrtaceae,22,6,1985,Eucalyptus camfieldii,"Mills, K.; MILK-NO"
Myrtaceae,12,8,1985,Eucalyptus camfieldii,"Rodd, A.N. | Bryant, H.; RODAN; Rodd, A.N."
Myrtaceae,12,8,1985,Eucalyptus camfieldii,"Rodd, A.N. | Bryant, H.; RODAN; Rodd, A.N."
Myrtaceae,4,5,1986,Eucalyptus camfieldii,"Mills, K.; MILK-NO"
Myrtaceae,4,5,1986,Eucalyptus camfieldii,"Mills, K.; MILK-NO"
Myrtaceae,5,4,1987,Eucalyptus camfieldii,"Klaphake, V."
Myrtaceae,5,4,1987,Eucalyptus camfieldii,"Klaphake, V."
Myrtaceae,14,5,1988,Eucalyptus camfieldii,"Ladiges, P.Y.; Newnham, M.R.; Newnham, P.M."
Myrtaceae,14,5,1988,Eucalyptus camfieldii,"Ladiges, P.Y.; Newnham, M.R.; Newnham, P.M."
Myrtaceae,14,5,1988,Eucalyptus camfieldii,"Ladiges, P.Y.; Newnham, M.R.; Newnham, P.M."
Myrtaceae,14,5,1988,Eucalyptus camfieldii,"Ladiges, P.Y.; Newnham, M.R.; Newnham, P.M."
Myrtaceae,14,5,1988,Eucalyptus camfieldii,"Ladiges, P.Y.; Newnham, M.R.; Newnham, P.M."
Myrtaceae,23,6,1988,Eucalyptus camfieldii,NA
Myrtaceae,28,11,1989,Eucalyptus camfieldii,"Brooker, M.I.H."
Myrtaceae,20,6,1993,Eucalyptus camfieldii,"Pellow, B.; OJJS07082200"
Myrtaceae,20,6,1993,Eucalyptus camfieldii,"Pellow, B.; OJJS07082200"
Myrtaceae,NA,9,1928,Eucalyptus capitellata,"Brough, P."
Myrtaceae,NA,9,1928,Eucalyptus capitellata,"Brough, P."
Myrtaceae,14,2,1946,Eucalyptus capitellata,"Hedley, A.J."
Myrtaceae,14,7,1946,Eucalyptus capitellata,"Ford, N.C."
Myrtaceae,2,8,1948,Eucalyptus capitellata,"Johnson, L.A.S."
Myrtaceae,7,11,1949,Eucalyptus capitellata,"Macnicol, P.K."
Myrtaceae,NA,1,1963,Eucalyptus capitellata,"Langley, L."
Myrtaceae,27,4,1969,Eucalyptus capitellata,"Coveny, R.G."
Myrtaceae,19,5,1973,Eucalyptus capitellata,"Coveny, R.G."
Myrtaceae,17,11,1982,Eucalyptus capitellata,"Ladiges, P.Y.; Ladiges, P.Y.; Johnson, L.A.S."
Myrtaceae,17,11,1982,Eucalyptus capitellata,"Ladiges, P.Y.; Ladiges, P.Y.; Johnson, L.A.S."
Myrtaceae,17,11,1982,Eucalyptus capitellata,"Ladiges, P.Y.; Ladiges, P.Y.; Johnson, L.A.S."
Myrtaceae,17,11,1982,Eucalyptus capitellata,"Ladiges, P.Y.; Ladiges, P.Y.; Johnson, L.A.S."
Myrtaceae,17,11,1982,Eucalyptus capitellata,"Ladiges, P.Y.; Ladiges, P.Y.; Johnson, L.A.S."
Myrtaceae,12,8,1985,Eucalyptus capitellata,"Rodd, A.N. | Bryant, H.; Rodd, A.N."
Myrtaceae,28,9,1985,Eucalyptus capitellata,"Mills, K.; MILK-NO"
Myrtaceae,21,4,1986,Eucalyptus capitellata,"Crisp, M.D.; Crisp, M.D. | Weston, P.H."
Myrtaceae,21,4,1986,Eucalyptus capitellata,"Crisp, M.D.; Crisp, M.D. | Weston, P.H."
Myrtaceae,21,4,1986,Eucalyptus capitellata,"Crisp, M.D.; Crisp, M.D. | Weston, P.H."
