family,day,month,year,species,recordedBy
Euphorbiaceae,6,10,1971,Amperea xiphoclada,"Coveny, R.G.; Coveny RG; Coveny R.; Coveny, R."
Euphorbiaceae,6,10,1971,Amperea xiphoclada,"Coveny, R.G.; Coveny RG; Coveny R.; Coveny, R."
Poaceae,1,6,1973,Amphipogon strictus,"Howard, T.M."
Poaceae,24,11,1994,Amphipogon strictus,NA
Poaceae,24,11,1994,Amphipogon strictus,NA
Poaceae,5,3,1996,Amphipogon strictus,NA
Loranthaceae,1,8,1904,Amyema congener,NA
Loranthaceae,NA,9,1888,Amyema pendula,"Deane, H."
Loranthaceae,29,3,1978,Amylotheca dictyophleba,"Coveny, R.G."
Commelinaceae,19,2,1977,Aneilema biflorum,"Coveny, R.G."
Myrtaceae,NA,12,1885,Angophora costata,"Camfield, J.H."
Myrtaceae,17,10,1896,Angophora costata,"Morrison, A."
Myrtaceae,NA,NA,1913,Angophora costata,Unknown
Myrtaceae,22,10,1927,Angophora costata,"White, C.T."
Myrtaceae,1,1,1931,Angophora costata,"Hamilton, A.A.;White, G.J."
Myrtaceae,10,8,1954,Angophora costata,"Briggs, B.G."
Myrtaceae,3,11,1976,Angophora costata,"Leach, G.J."
Myrtaceae,13,5,1905,Angophora hispida,"Carne, W.M."
Myrtaceae,NA,8,1914,Angophora hispida,"Hamilton, A.A."
Myrtaceae,1,1,1921,Angophora hispida,"Hamilton, A.A."
Myrtaceae,NA,NA,1929,Angophora hispida,"Michael, N."
Myrtaceae,NA,11,1936,Angophora hispida,"Blakely, W.F."
Myrtaceae,NA,11,1936,Angophora hispida,"Blakely, W.F."
Myrtaceae,19,12,1936,Angophora hispida,"Rodway, F.A."
Myrtaceae,26,4,1938,Angophora hispida,"Hadley, V."
Myrtaceae,27,12,1944,Angophora hispida,"Rodway, F.A."
Myrtaceae,NA,5,1952,Angophora hispida,"Williams, J.B."
Myrtaceae,2,5,1954,Angophora hispida,"Briggs, B.G."
Myrtaceae,17,1,1962,Angophora hispida,"Gilbert, L.A.J."
Myrtaceae,23,5,1963,Angophora hispida,"Hallam, N.D."
Myrtaceae,NA,2,1971,Angophora hispida,"Goncz, P.M."
Myrtaceae,1,12,1973,Angophora hispida,"Webster, G.L."
Myrtaceae,3,11,1976,Angophora hispida,"Leach, G.J."
Myrtaceae,3,11,1976,Angophora hispida,"Leach, G.J."
Myrtaceae,NA,11,1982,Angophora hispida,"Ladiges, P.Y."
Myrtaceae,1,8,1984,Angophora hispida,"Mills, K.; MILK-NO"
Myrtaceae,23,1,1985,Angophora hispida,"Mills, K.; MILK-NO"
Myrtaceae,19,4,1986,Angophora hispida,"Thiele, K.R."
Myrtaceae,15,1,1987,Angophora hispida,"David, D.; OJJS12102401"
Myrtaceae,15,11,1989,Angophora hispida,"Nordenstam, B. | Anderberg, A."
Myrtaceae,2,11,1991,Angophora hispida,"D'Orazio, R."
Myrtaceae,29,8,1998,Angophora hispida,"Taylor, R.; NSWOBS-14740"
Myrtaceae,13,11,2005,Angophora hispida,"Nelson, I.I."
Myrtaceae,9,10,2012,Angophora hispida,"Dalrymple, R."
Myrtaceae,5,12,2013,Angophora hispida,"Wilson, K.L. | Schuster, T.M."
Poaceae,31,10,1973,Anisopogon avenaceus,"Howard, T.M."
Poaceae,1,4,1983,Anisopogon avenaceus,"Chalson, J."
Poaceae,11,6,1994,Anisopogon avenaceus,"Pellow, B.; OJJS07082200"
Poaceae,11,6,1994,Anisopogon avenaceus,"Pellow, B.; OJJS07082200"
Poaceae,24,11,1994,Anisopogon avenaceus,"Dalby, J.M. | Macfarlane, T.D. | Jacobs, S.W.L."
Basellaceae,6,4,1975,Anredera cordifolia,"Coveny, R.; Coveny, R.G."
Basellaceae,6,4,1975,Anredera cordifolia,"Coveny, R.; Coveny, R.G."
Cyperaceae,7,7,1973,Anthelepis paludosa,NA
Cyperaceae,18,3,1975,Anthelepis paludosa,NA
Cyperaceae,18,3,1975,Anthelepis paludosa,NA
Cyperaceae,18,3,1975,Anthelepis paludosa,NA
Cyperaceae,30,4,1975,Anthelepis paludosa,NA
Cyperaceae,29,7,2007,Anthelepis paludosa,NA
Cyperaceae,12,11,2008,Anthelepis paludosa,NA
Cyperaceae,28,11,2012,Anthelepis paludosa,NA
Cyperaceae,28,11,2012,Anthelepis paludosa,NA
Cyperaceae,28,11,2012,Anthelepis paludosa,NA
Fabaceae,1,12,1887,Aotus ericoides,NA
Fabaceae,15,9,1888,Aotus ericoides,"Maiden, J.H."
Fabaceae,NA,9,1888,Aotus ericoides,"Maiden, J.H."
Fabaceae,1,10,1905,Aotus ericoides,NA
Fabaceae,NA,9,1921,Aotus ericoides,"Anderson | Boorman, J.L.; Welch, M.B."
Fabaceae,18,9,1953,Aotus ericoides,"Hotchkiss, A.T. | Eames, A.J."
Fabaceae,12,9,1965,Aotus ericoides,"Beattie, N."
Fabaceae,4,11,1971,Aotus ericoides,"Berg, R.Y."
Fabaceae,15,9,1981,Aotus ericoides,"Coveny, R.G. | James, T."
Fabaceae,9,10,1984,Aotus ericoides,"Mills, K.; MILK-NO"
Aphanopetalaceae,17,10,1888,Aphanopetalum resinosum,"Betche, E."
Aphanopetalaceae,NA,9,1893,Aphanopetalum resinosum,Unknown
Aphanopetalaceae,NA,10,1897,Aphanopetalum resinosum,"Camfield, J.H."
Aphanopetalaceae,5,9,1936,Aphanopetalum resinosum,"Day, M.F."
Aphanopetalaceae,NA,7,1969,Aphanopetalum resinosum,"Clark, S."
Aphanopetalaceae,21,4,1977,Aphanopetalum resinosum,"Coveny, R.G. | Lander, N."
Aphanopetalaceae,15,9,1981,Aphanopetalum resinosum,"James, T.A. | Coveny, R.G."
Apiaceae,23,11,1936,Apium prostratum,NA
Apiaceae,8,1,1947,Apium prostratum,"Gilbert, L.A.J."
Vitaceae,4,8,1924,Apocissus antarctica,NA
Vitaceae,4,7,1969,Apocissus antarctica,NA
Vitaceae,2,2,1949,Apocissus hypoglauca,NA
Vitaceae,16,5,1964,Apocissus hypoglauca,NA
Vitaceae,30,5,1976,Apocissus hypoglauca,NA
Vitaceae,20,6,1993,Apocissus hypoglauca,NA
Asteraceae,10,4,1971,Arctotheca populifolia,"Coveny, R.G."
Poaceae,13,2,1974,Aristida vagans,"Howard, T.M."
Poaceae,24,11,1994,Aristida vagans,"Dalby, J.M. | Macfarlane, T.D. | Jacobs, S.W.L."
Asteraceae,1,4,1983,Arrhenechthites mixtus,"Chalson, J."
Tectariaceae,NA,7,1933,Arthropteris tenella,"White, N.H."
Tectariaceae,NA,7,1933,Arthropteris tenella,"White, N.H."
Tectariaceae,23,11,1936,Arthropteris tenella,NA
Tectariaceae,27,10,1946,Arthropteris tenella,"Tindale, M.D."
Tectariaceae,26,6,1949,Arthropteris tenella,"Peake, M."
Tectariaceae,11,8,1964,Arthropteris tenella,"Halsall, D.M."
Asparagaceae,1,4,1983,Asparagus aethiopicus,"Chalson, J."
Asparagaceae,24,9,1972,Asparagus setaceus,NA
Asparagaceae,1,4,1983,Asparagus setaceus,NA
Aspleniaceae,1,8,1934,Asplenium australasicum,"Beadle, N.C.W."
Aspleniaceae,NA,6,1905,Asplenium flabellifolium,"Boorman, J.L."
Aspleniaceae,23,7,1933,Asplenium flabellifolium,F.A. Rodway
Aspleniaceae,2,5,1942,Asplenium flabellifolium,"Tindale, M.D."
Aspleniaceae,27,10,1946,Asplenium flabellifolium,"Tindale, M.D."
Aspleniaceae,26,6,1949,Asplenium flabellifolium,"Peake, M."
Aspleniaceae,4,7,1964,Asplenium flabellifolium,"Halsall, D.M."
Aspleniaceae,13,9,1964,Asplenium flabellifolium,"Blaxell, D.F."
Aspleniaceae,28,8,1970,Asplenium flabellifolium,"Hain, B."
Aspleniaceae,30,9,1986,Asplenium flabellifolium,"Rodd, A.N."
Aspleniaceae,20,8,2001,Asplenium flabellifolium,"Anderson, M."
Aspleniaceae,16,5,2019,Asplenium flabellifolium,"Nagle, P.|Mashayecki, S.; OPUR15071301;OLHP2308300M"
Aspleniaceae,NA,7,1927,Asplenium polyodon,"Fuller, M."
Araliaceae,9,9,1950,Astrotricha crassifolia,NA
Myrtaceae,NA,NA,1940,Austromyrtus tenuifolia,"Jacobs, E.G."
Myrtaceae,23,1,1946,Austromyrtus tenuifolia,"Johnson, L.A.S."
Myrtaceae,9,8,1986,Austromyrtus tenuifolia,"Mills, K.; MILK-NO"
Poaceae,11,6,1994,Austrostipa mollis,"Keith, D."
Poaceae,NA,11,1889,Austrostipa pubescens,"Betche, E."
Poaceae,24,11,1994,Austrostipa rudis,"Dalby, J.M. | Macfarlane, T.D. | Jacobs, S.W.L."
Poaceae,26,1,1958,Axonopus fissifolius,"Salasoo, H."
Myrtaceae,16,11,1960,Backhousia leptopetala,"Green, J.W."
Myrtaceae,27,10,1946,Backhousia myrtifolia,"Tindale, M.D."
Myrtaceae,2,2,1949,Backhousia myrtifolia,"Ford, N.C."
Myrtaceae,3,1,1969,Backhousia myrtifolia,"Craig, M."
Myrtaceae,1,12,1973,Backhousia myrtifolia,"Webster, G.L."
Plantaginaceae,NA,4,1916,Bacopa monnieri,"Hamilton, A.A."
Plantaginaceae,13,4,1975,Bacopa monnieri,"Coveny, R.G."
Myrtaceae,1,1,1921,Baeckea diosmifolia,"Hamilton, A.A."
Myrtaceae,6,12,1987,Baeckea diosmifolia,"Davies, F.E.; Davies, F.E. | Mulcahy, T."
Myrtaceae,6,12,1987,Baeckea diosmifolia,"Davies, F.E.; Davies, F.E. | Mulcahy, T."
Myrtaceae,27,2,1889,Baeckea imbricata,"Fletcher, J.J."
Myrtaceae,8,4,1905,Baeckea imbricata,"S., W.M."
Myrtaceae,1,4,1917,Baeckea imbricata,"Boorman, J.L."
Myrtaceae,1,1,1921,Baeckea imbricata,"Hamilton, A.A."
Myrtaceae,24,3,1928,Baeckea imbricata,"Black, R.A."
Myrtaceae,NA,5,1956,Baeckea imbricata,"Wimbush, D.J.W."
Myrtaceae,18,3,1961,Baeckea imbricata,"Filson, R.B."
Myrtaceae,25,3,1984,Baeckea imbricata,"Mills, K.; MILK-NO"
Myrtaceae,22,9,1986,Baeckea imbricata,"Rodd, A.N. | Abell, P.G. | Smith, M.A."
Myrtaceae,6,12,1987,Baeckea imbricata,"Davies, F.E.; Davies, F.E. | Mulcahy, T."
Myrtaceae,6,12,1987,Baeckea imbricata,"Davies, F.E.; Davies, F.E. | Mulcahy, T."
Myrtaceae,11,10,2012,Baeckea imbricata,"Dalrymple, R."
Myrtaceae,14,3,2016,Baeckea imbricata,"Taseski, G.M."
Myrtaceae,NA,5,1896,Baeckea linifolia,Anon.
Myrtaceae,NA,NA,1896,Baeckea linifolia,Anon.
Myrtaceae,NA,3,1963,Baeckea linifolia,"McReadie, W."
Myrtaceae,16,1,1975,Baeckea linifolia,"Good, R.B."
Restionaceae,8,11,1950,Baloskion gracile,"Mair, H.K.C. | Constable, E.F."
Restionaceae,13,4,1960,Baloskion gracile,"Evans, O.D."
Restionaceae,12,1,1967,Baloskion gracile,"Constable, E.F."
Restionaceae,11,4,1973,Baloskion gracile,"Coveny, R.G. | Armstrong, J.A.; Coveny, R.G."
Restionaceae,22,4,1975,Baloskion gracile,"Coveny, R.G. | Shanker, V."
Restionaceae,4,5,1975,Baloskion gracile,"Coveny, R.G. | Hind, P.D.; Coveny RG; Coveny, R.G.; Hind, P."
Restionaceae,20,10,1983,Baloskion gracile,"Wiecek, B.M.; Stricker, P.G."
Restionaceae,18,1,1989,Baloskion gracile,"Krauss, S."
Restionaceae,24,1,1992,Baloskion gracile,"Briggs, B.G."
Restionaceae,6,4,1975,Baloskion tetraphyllum,"Coveny, R.G.; Coveny RG"
Restionaceae,6,4,1975,Baloskion tetraphyllum,"Coveny, R.G.; Coveny RG"
Restionaceae,19,8,1989,Baloskion tetraphyllum,"Briggs, B.G. | Johnson, L.A.S."
Proteaceae,NA,4,1899,Banksia ericifolia,"Camfield, J.H."
Proteaceae,8,4,1905,Banksia ericifolia,"Carne, W.M."
Proteaceae,7,5,1960,Banksia ericifolia,"Eichler, Hj."
Proteaceae,NA,8,1962,Banksia ericifolia,"Ashton, D.H."
Proteaceae,4,5,1969,Banksia ericifolia,"Phillips, M.E."
Proteaceae,8,4,1970,Banksia ericifolia,"Coveny, R.G.; Coveny, R."
Proteaceae,8,4,1970,Banksia ericifolia,"Coveny, R.G.; Coveny, R."
Proteaceae,20,9,1981,Banksia ericifolia,NA
Proteaceae,13,6,1982,Banksia ericifolia,NA
Proteaceae,27,8,1986,Banksia ericifolia,"Thomas, J."
Proteaceae,14,5,1988,Banksia ericifolia,"Theile, K.R."
Proteaceae,6,7,2000,Banksia ericifolia,"Jobson, P.C. | Eames, D. | Moir, C."
Proteaceae,28,7,2008,Banksia ericifolia,"Kodela, P.G. | Coveny, R.G. | Indsto, J.O."
Proteaceae,10,6,2010,Banksia ericifolia,"Weston, P.H. | Downs, K.M."
Proteaceae,26,3,2012,Banksia ericifolia,"Reynolds, Z. | Rymer, P.D."
Proteaceae,21,1,2015,Banksia ericifolia,"van der Merwe, M. | Rossetto, M. | Summerell, B. | Benson, D.H."
Proteaceae,21,1,2015,Banksia ericifolia,"van der Merwe, M. | Rossetto, M. | Summerell, B. | Benson, D.H."
Proteaceae,17,8,2016,Banksia ericifolia,"Dawe, P. | Students from Waterfall Public School"
Proteaceae,18,8,1987,Banksia integrifolia,"Mills, K.; MILK-NO"
Proteaceae,21,1,2015,Banksia integrifolia,"van der Merwe, M. | Rossetto, M. | Summerell, B. | Benson, D.H."
Proteaceae,NA,4,1927,Banksia marginata,"Fuller, M."
Proteaceae,24,8,1932,Banksia marginata,"White, C.T."
Proteaceae,7,5,1960,Banksia marginata,"Eichler, Hj."
Proteaceae,9,4,1968,Banksia marginata,"Nysen, C."
Proteaceae,4,5,1969,Banksia marginata,"Phillips, M.E."
Proteaceae,8,4,1970,Banksia marginata,"Coveny, R.G."
Proteaceae,NA,1,1975,Banksia marginata,"Good, R.B."
Proteaceae,10,5,1975,Banksia marginata,"George, A.S."
Proteaceae,10,5,1975,Banksia marginata,"George, A.S."
Proteaceae,21,2,1978,Banksia marginata,"McGillivray, D.J."
Proteaceae,21,2,1978,Banksia marginata,"McGillivray, D.J."
Proteaceae,20,9,1981,Banksia marginata,NA
Proteaceae,16,3,1992,Banksia marginata,"D'Orazio, R. | Tozer, M.E. | Doust, A.N.L."
Proteaceae,10,6,2010,Banksia marginata,"Weston, P.H. | Downs, K.M."
Proteaceae,26,3,2012,Banksia marginata,"Reynolds, Z. | Rymer, P.D."
Proteaceae,22,7,1933,Banksia oblongifolia,"Rodway, G.L."
Proteaceae,8,4,1970,Banksia oblongifolia,"Coveny, R.; Coveny, R.G."
Proteaceae,8,4,1970,Banksia oblongifolia,"Coveny, R.; Coveny, R.G."
Proteaceae,8,4,1970,Banksia oblongifolia,"Coveny, R.; Coveny, R.G."
Proteaceae,1,10,1971,Banksia oblongifolia,not known
Proteaceae,16,3,1992,Banksia oblongifolia,"D'Orazio, R. | Tozer, M.E. | Doust, A.N.L."
Proteaceae,6,7,2000,Banksia oblongifolia,"Jobson, P.C. | Eames, D. | Moir, C."
Proteaceae,29,3,1977,Banksia paludosa,"Blombery, A. | Maloney, B."
Proteaceae,NA,3,1900,Banksia robur,"Maiden, J.H."
Proteaceae,14,5,1962,Banksia robur,"Croucher, P."
Proteaceae,19,11,1955,Banksia serrata,"Hotchkiss, A.T."
Proteaceae,5,10,1961,Banksia serrata,"Reichstein, T."
Proteaceae,8,4,1970,Banksia serrata,"Coveny, R.G."
Proteaceae,13,6,1982,Banksia serrata,NA
Proteaceae,16,3,1992,Banksia serrata,"D'Orazio, R. | Tozer, M.E. | Doust, A.N.L."
Proteaceae,26,3,2012,Banksia serrata,"Reynolds, Z. | Rymer, P.D."
Proteaceae,21,1,2015,Banksia serrata,"van der Merwe, M. | Rossetto, M. | Summerell, B. | Benson, D.H."
Proteaceae,21,1,2015,Banksia serrata,"van der Merwe, M. | Rossetto, M. | Summerell, B. | Benson, D.H."
Proteaceae,1,3,1898,Banksia spinulosa,"Camfield, J.H."
Proteaceae,8,4,1905,Banksia spinulosa,"Carne, W.M."
Proteaceae,19,7,1913,Banksia spinulosa,"Laseron, C.F."
Proteaceae,26,8,1948,Banksia spinulosa,"Miller, A.; OJJS08022102"
Proteaceae,26,8,1948,Banksia spinulosa,"Miller, A.; OJJS08022102"
Proteaceae,29,9,1951,Banksia spinulosa,"Johnson, L.A.S."
Proteaceae,21,8,1960,Banksia spinulosa,"Green, J.W."
Proteaceae,3,7,1979,Banksia spinulosa,"Rosser, C.E.|Scott, G.A.M.; Rosser, C.E. | Scott, G.A.M."
Proteaceae,3,7,1979,Banksia spinulosa,"Rosser, C.E.|Scott, G.A.M.; Rosser, C.E. | Scott, G.A.M."
Proteaceae,13,6,1982,Banksia spinulosa,NA
Proteaceae,26,3,2012,Banksia spinulosa,"Reynolds, Z. | Rymer, P.D."
Cunoniaceae,22,9,1888,Bauera microphylla,"Fletcher, J.J."
Cunoniaceae,17,10,1896,Bauera microphylla,"Morrison, A."
Cunoniaceae,17,10,1896,Bauera microphylla,"Morrison, A."
Cunoniaceae,NA,8,1919,Bauera microphylla,"Holland, M."
Cunoniaceae,16,8,1927,Bauera microphylla,"Evans, O.D."
Cunoniaceae,15,9,1981,Bauera microphylla,"Coveny, R.G. | James, T."
Cunoniaceae,23,9,1990,Bauera microphylla,"Corbett, S.R."
Cunoniaceae,17,10,1896,Bauera rubioides,"Morrison, Dr A."
Cunoniaceae,NA,10,1898,Bauera rubioides,"Camfield, J.H."
Cunoniaceae,5,3,1910,Bauera rubioides,"Cleland, J.B."
Cunoniaceae,19,9,1942,Bauera rubioides,"Gilbert, L.A.J."
Cunoniaceae,18,3,1961,Bauera rubioides,"Filson, R."
Cunoniaceae,13,9,1972,Bauera rubioides,"Hoogland, R.D."
Cunoniaceae,13,9,1972,Bauera rubioides,"Hoogland, R.D."
Cunoniaceae,22,9,1986,Bauera rubioides,"Rodd, A.N. | Abell, P.G. | Smith, M.A."
Cunoniaceae,20,10,1992,Bauera rubioides,OJJS07082200
Cunoniaceae,18,10,2005,Bauera rubioides,"Nelson, I.I."
Cunoniaceae,11,10,2012,Bauera rubioides,"Dalrymple, R."
Euphorbiaceae,26,6,1942,Bertya pomaderroides,"Jacobs, S.W.L."
Euphorbiaceae,24,2,1952,Bertya pomaderroides,"Whaite, T.M."
Euphorbiaceae,24,9,1966,Bertya pomaderroides,"Coveny, R.G."
Pittosporaceae,20,10,1968,Billardiera scandens,"Crompton, B."
Pittosporaceae,11,10,2012,Billardiera scandens,"Dalrymple, R."
Pittosporaceae,11,10,2012,Billardiera scandens,"Dalrymple, R."
Blandfordiaceae,23,11,1936,Blandfordia nobilis,NA
Blandfordiaceae,29,10,1965,Blandfordia nobilis,"Blaxell, D.F."
Blandfordiaceae,4,12,1970,Blandfordia nobilis,"Coveny, R.G. | Zerk, M.H."
Blandfordiaceae,1,10,1971,Blandfordia nobilis,"Bell, C."
Blandfordiaceae,1,12,1973,Blandfordia nobilis,"Webster, G.L."
Blandfordiaceae,1,12,1973,Blandfordia nobilis,"Webster, G.L."
Blandfordiaceae,6,12,1987,Blandfordia nobilis,"Davies, F.E."
Blandfordiaceae,17,11,1994,Blandfordia nobilis,"Keith, D.; OJJS12102403"
Blechnaceae,NA,1,1897,Blechnum ambiguum,"Camfield, J.H."
Blechnaceae,NA,6,1905,Blechnum ambiguum,"Boorman, J.L."
Blechnaceae,20,7,1929,Blechnum ambiguum,"Vickery, J.W."
Blechnaceae,18,5,1948,Blechnum ambiguum,"Miller, A.; OJJS08022102"
Blechnaceae,26,6,1949,Blechnum ambiguum,"Peake, M."
Blechnaceae,13,4,1953,Blechnum ambiguum,"Melville, R. | Tindale, M.D.; Melville, R. | Tindale, M.D. | Mair, H.K.C.; Tindale, M.;Melville, R.;Mair, A."
Blechnaceae,13,4,1953,Blechnum ambiguum,"Melville, R. | Tindale, M.D.; Melville, R. | Tindale, M.D. | Mair, H.K.C.; Tindale, M.;Melville, R.;Mair, A."
Blechnaceae,13,4,1953,Blechnum ambiguum,"Melville, R. | Tindale, M.D.; Melville, R. | Tindale, M.D. | Mair, H.K.C.; Tindale, M.;Melville, R.;Mair, A."
Blechnaceae,2,11,1954,Blechnum ambiguum,"Tindale, M.D."
Blechnaceae,3,5,1960,Blechnum ambiguum,"Constable, E.F."
Blechnaceae,3,5,1960,Blechnum ambiguum,"Constable, E.F."
Blechnaceae,3,5,1960,Blechnum ambiguum,"Constable, E.F."
Blechnaceae,3,5,1960,Blechnum ambiguum,"Constable, E.F."
Blechnaceae,3,5,1960,Blechnum ambiguum,"Constable, E.F."
Blechnaceae,3,5,1960,Blechnum ambiguum,"Constable, E.F."
Blechnaceae,3,5,1960,Blechnum ambiguum,"Constable, E.F."
Blechnaceae,NA,6,1905,Blechnum nudum,"Boorman, J.L."
Blechnaceae,23,4,1921,Blechnum nudum,Welch
Blechnaceae,NA,4,1927,Blechnum nudum,"Fuller, M."
Blechnaceae,NA,8,1933,Blechnum nudum,"White, N.H."
Blechnaceae,31,5,1993,Blechnum nudum,"Errington, G. | Duggan, G."
Blechnaceae,NA,6,1905,Blechnum patersonii,"Boorman, J.L."
Blechnaceae,NA,12,1915,Blechnum patersonii,"Rupp, H.M.R."
Blechnaceae,NA,12,1915,Blechnum patersonii,"Rupp, H.M.R."
Blechnaceae,23,4,1921,Blechnum patersonii,"Welch, M.B."
Blechnaceae,18,6,1989,Blechnum patersonii,E A Brown
Blechnaceae,3,5,1960,Blechnum wattsii,"Constable, E.F."
Blechnaceae,3,5,1960,Blechnum wattsii,"Constable, E.F."
Blechnaceae,3,5,1960,Blechnum wattsii,"Constable, E.F."
Blechnaceae,3,5,1960,Blechnum wattsii,"Constable, E.F."
Blechnaceae,3,5,1960,Blechnum wattsii,"Constable, E.F."
Blechnaceae,3,5,1960,Blechnum wattsii,"Constable, E.F."
Blechnaceae,3,5,1960,Blechnum wattsii,"Constable, E.F."
Blechnaceae,3,5,1960,Blechnum wattsii,"Constable, E.F."
Blechnaceae,3,5,1960,Blechnum wattsii,"Constable, E.F."
Blechnaceae,23,7,1967,Blechnum wattsii,"Coveny, R.G."
Blechnaceae,6,4,1975,Blechnum wattsii,"Coveny, R.G."
Rutaceae,NA,10,1889,Boronia barkeriana,"Bell, N."
Rutaceae,6,9,1898,Boronia barkeriana,"Boorman, J.L."
Rutaceae,NA,10,1908,Boronia barkeriana,NA
Rutaceae,NA,9,1889,Boronia floribunda,"Bell, M."
Rutaceae,NA,11,1896,Boronia floribunda,Bowmann
Rutaceae,22,9,1986,Boronia floribunda,"Mills, K.; MILK-NO"
Rutaceae,1,10,1894,Boronia ledifolia,"Camfield, J.H."
Rutaceae,17,10,1896,Boronia ledifolia,"Morrison, A."
Rutaceae,NA,8,1901,Boronia ledifolia,"Bell, M."
Rutaceae,1,8,1902,Boronia ledifolia,NA
Rutaceae,13,8,1914,Boronia ledifolia,"Maiden, J.H."
Rutaceae,1,8,1921,Boronia ledifolia,Anderson
Rutaceae,NA,8,1921,Boronia ledifolia,"Boorman, J.L. | Anderson, R.H.; Anderson | Boorman, J.L."
Rutaceae,NA,8,1921,Boronia ledifolia,"Boorman, J.L. | Anderson, R.H.; Anderson | Boorman, J.L."
Rutaceae,12,8,1926,Boronia ledifolia,"Black, R.A."
Rutaceae,20,8,1926,Boronia ledifolia,"Evans, O.D."
Rutaceae,24,8,1932,Boronia ledifolia,"White, C.T."
Rutaceae,14,7,1946,Boronia ledifolia,"Johnson, L.A.S."
Rutaceae,3,5,1950,Boronia ledifolia,"de Souza, J.L.,J.L."
Rutaceae,24,8,1952,Boronia ledifolia,"Blake, S.T."
Rutaceae,24,8,1952,Boronia ledifolia,"Blake, S.T."
Rutaceae,21,8,1960,Boronia ledifolia,"Green, J.W."
Rutaceae,21,8,1960,Boronia ledifolia,"Green, J.W."
Rutaceae,28,8,1970,Boronia ledifolia,"Hain, B."
Rutaceae,21,8,1981,Boronia ledifolia,NA
Rutaceae,15,9,1981,Boronia ledifolia,"Coveny, R.G. | James, T.A."
Rutaceae,22,9,1986,Boronia ledifolia,"Rodd, A.N. | Abell, P.G. | Smith, M.A."
Rutaceae,3,8,1989,Boronia ledifolia,"Weston, P.H."
Rutaceae,31,7,1997,Boronia ledifolia,"Jobson, P.C. | Brown, E.A."
Rutaceae,31,7,1997,Boronia ledifolia,"Jobson, P.C. | Brown, E.A."
Rutaceae,27,8,1999,Boronia ledifolia,"French, K."
Rutaceae,9,3,2005,Boronia ledifolia,"Nelson, I.I."
Rutaceae,3,11,2005,Boronia ledifolia,"Martyn, A. | Ooi, M.; Martyn, A.;Ooi, M."
Rutaceae,16,5,2006,Boronia ledifolia,"Pedersen, S."
Rutaceae,16,5,2006,Boronia ledifolia,"Pedersen, S."
Rutaceae,27,10,1946,Boronia pinnata,"Tindale, M.D."
Rutaceae,24,8,1952,Boronia pinnata,"Lothian, T.R.N."
Rutaceae,NA,9,1964,Boronia pinnata,"Debenham, C."
Rutaceae,NA,9,1908,Boronia serrulata,Clark
Rutaceae,6,9,1925,Boronia serrulata,"Cleland, J.B."
Rutaceae,5,9,1936,Boronia serrulata,"Day, M.F."
Rutaceae,NA,10,1956,Boronia serrulata,"Debenham, C."
Rutaceae,5,10,1961,Boronia serrulata,"Reichstein, T."
Rutaceae,24,9,1966,Boronia serrulata,"Coveny, R.G."
Rutaceae,15,9,1981,Boronia serrulata,"Coveny, R.G. | James, T.A."
Rutaceae,20,9,1981,Boronia serrulata,NA
Rutaceae,22,9,1986,Boronia serrulata,"Rodd, A.N. | Abell, P.G. | Smith, M.A."
Rutaceae,3,11,2005,Boronia serrulata,"Martyn, A.; Martyn, A. | Ooi, M.; Martyn, A.;Ooi, M."
Rutaceae,3,11,2005,Boronia serrulata,"Martyn, A.; Martyn, A. | Ooi, M.; Martyn, A.;Ooi, M."
Rutaceae,3,11,2005,Boronia serrulata,"Martyn, A.; Martyn, A. | Ooi, M.; Martyn, A.;Ooi, M."
Rutaceae,15,11,2005,Boronia serrulata,"Nelson, I.I."
Rutaceae,30,10,2008,Boronia serrulata,"Martyn, A. | Bowers, H. | Fairley, A.T. | Moore, P."
Rutaceae,6,11,2009,Boronia serrulata,"Johnstone, R.L. | Errington, G.; OMHL07040300;OGRE12022000; Johnstone, R.L.;Errington, G."
Rutaceae,6,11,2009,Boronia serrulata,"Johnstone, R.L. | Errington, G.; OMHL07040300;OGRE12022000; Johnstone, R.L.;Errington, G."
Rutaceae,9,10,2012,Boronia serrulata,"Dalrymple, R."
Rutaceae,NA,9,1935,Boronia thujona,"Cheel, E."
Rutaceae,17,8,1950,Boronia thujona,"Willis, J."
Rutaceae,17,8,1950,Boronia thujona,"Willis, J."
Rutaceae,17,8,1950,Boronia thujona,"Willis, J."
Rutaceae,17,8,1950,Boronia thujona,"Willis, J."
Rutaceae,5,9,1950,Boronia thujona,"Messmer, P."
Rutaceae,NA,10,1950,Boronia thujona,"Atkins, K."
Rutaceae,NA,12,1961,Boronia thujona,"McKern, H.H.G.; McKern, H."
Rutaceae,NA,12,1961,Boronia thujona,"McKern, H.H.G.; McKern, H."
Rutaceae,1,11,1967,Boronia thujona,"Clyne, D."
Rutaceae,28,9,1972,Boronia thujona,"Coveny, R.; Coveny, R.G. | Chen, W.L. | Cockayne, B.; Coveny RG; Chew W-L; Cockayne B; Coveny, R.; Chew, W.; Cockayne, B."
Rutaceae,28,9,1972,Boronia thujona,"Coveny, R.; Coveny, R.G. | Chen, W.L. | Cockayne, B.; Coveny RG; Chew W-L; Cockayne B; Coveny, R.; Chew, W.; Cockayne, B."
